run,day,ID,status,Lat,Lon
3,1,31,C,33.515,-37.5675
3,2,31,C,33.515,-37.5675
3,2,2728,L,33.552,-37.7507
3,3,31,C,33.515,-37.5675
3,3,731,L,33.785,-37.7894
3,3,2728,L,33.552,-37.7507
3,4,31,C,33.515,-37.5675
3,4,731,L,33.785,-37.7894
3,4,2728,L,33.552,-37.7507
3,4,3267,L,33.990,-37.6930
3,5,31,C,33.515,-37.5675
3,5,731,L,33.785,-37.7894
3,5,1282,L,33.887,-37.5334
3,5,2728,L,33.552,-37.7507
3,5,3267,L,33.990,-37.6930
3,6,31,C,33.515,-37.5675
3,6,731,L,33.785,-37.7894
3,6,1282,L,33.887,-37.5334
3,6,2728,L,33.552,-37.7507
3,6,3267,L,33.990,-37.6930
3,7,31,C,33.515,-37.5675
3,7,731,L,33.785,-37.7894
3,7,1282,L,33.887,-37.5334
3,7,2728,L,33.552,-37.7507
3,7,3267,L,33.990,-37.6930
3,8,31,C,33.515,-37.5675
3,8,731,L,33.785,-37.7894
3,8,1282,L,33.887,-37.5334
3,8,2728,L,33.552,-37.7507
3,8,3267,L,33.990,-37.6930
3,9,31,C,33.515,-37.5675
3,9,731,L,33.785,-37.7894
3,9,1282,L,33.887,-37.5334
3,9,2728,L,33.552,-37.7507
3,9,3267,L,33.990,-37.6930
3,10,31,C,33.515,-37.5675
3,10,731,L,33.785,-37.7894
3,10,1282,L,33.887,-37.5334
3,10,2728,B,33.552,-37.7507
3,10,3267,L,33.990,-37.6930
3,11,31,C,33.515,-37.5675
3,11,731,B,33.785,-37.7894
3,11,1282,L,33.887,-37.5334
3,11,2728,C,33.552,-37.7507
3,11,3267,L,33.990,-37.6930
3,12,31,C,33.515,-37.5675
3,12,731,C,33.785,-37.7894
3,12,1282,L,33.887,-37.5334
3,12,2728,C,33.552,-37.7507
3,12,3267,L,33.990,-37.6930
3,13,31,C,33.515,-37.5675
3,13,731,C,33.785,-37.7894
3,13,1282,B,33.887,-37.5334
3,13,2728,C,33.552,-37.7507
3,13,2865,L,34.051,-37.9798
3,13,3267,L,33.990,-37.6930
3,14,31,N,33.515,-37.5675
3,14,731,C,33.785,-37.7894
3,14,1282,C,33.887,-37.5334
3,14,2728,C,33.552,-37.7507
3,14,2865,L,34.051,-37.9798
3,14,3267,L,33.990,-37.6930
3,15,31,N,33.515,-37.5675
3,15,731,C,33.785,-37.7894
3,15,1282,C,33.887,-37.5334
3,15,2728,C,33.552,-37.7507
3,15,2865,L,34.051,-37.9798
3,15,3267,L,33.990,-37.6930
3,16,31,N,33.515,-37.5675
3,16,731,C,33.785,-37.7894
3,16,1282,C,33.887,-37.5334
3,16,2728,C,33.552,-37.7507
3,16,2865,L,34.051,-37.9798
3,16,3267,B,33.990,-37.6930
3,17,31,N,33.515,-37.5675
3,17,731,C,33.785,-37.7894
3,17,1282,C,33.887,-37.5334
3,17,2728,C,33.552,-37.7507
3,17,2865,L,34.051,-37.9798
3,17,3267,C,33.990,-37.6930
3,18,31,N,33.515,-37.5675
3,18,731,C,33.785,-37.7894
3,18,1282,C,33.887,-37.5334
3,18,2728,C,33.552,-37.7507
3,18,2865,L,34.051,-37.9798
3,18,3267,C,33.990,-37.6930
3,19,31,N,33.515,-37.5675
3,19,731,C,33.785,-37.7894
3,19,1282,C,33.887,-37.5334
3,19,2728,C,33.552,-37.7507
3,19,2865,L,34.051,-37.9798
3,19,3267,C,33.990,-37.6930
3,20,31,N,33.515,-37.5675
3,20,731,C,33.785,-37.7894
3,20,1282,C,33.887,-37.5334
3,20,2728,N,33.552,-37.7507
3,20,2865,L,34.051,-37.9798
3,20,3267,C,33.990,-37.6930
3,21,31,N,33.515,-37.5675
3,21,731,C,33.785,-37.7894
3,21,1282,C,33.887,-37.5334
3,21,2728,N,33.552,-37.7507
3,21,2865,L,34.051,-37.9798
3,21,3267,C,33.990,-37.6930
3,22,31,N,33.515,-37.5675
3,22,731,N,33.785,-37.7894
3,22,1282,C,33.887,-37.5334
3,22,2728,N,33.552,-37.7507
3,22,2865,L,34.051,-37.9798
3,22,3267,C,33.990,-37.6930
3,23,31,N,33.515,-37.5675
3,23,731,N,33.785,-37.7894
3,23,1282,N,33.887,-37.5334
3,23,2728,N,33.552,-37.7507
3,23,2865,L,34.051,-37.9798
3,23,3267,C,33.990,-37.6930
3,24,31,N,33.515,-37.5675
3,24,731,N,33.785,-37.7894
3,24,1282,N,33.887,-37.5334
3,24,2728,N,33.552,-37.7507
3,24,2865,L,34.051,-37.9798
3,24,3267,N,33.990,-37.6930
3,25,31,N,33.515,-37.5675
3,25,731,N,33.785,-37.7894
3,25,1282,N,33.887,-37.5334
3,25,2728,N,33.552,-37.7507
3,25,2865,L,34.051,-37.9798
3,25,3267,N,33.990,-37.6930
3,26,31,N,33.515,-37.5675
3,26,731,N,33.785,-37.7894
3,26,1282,N,33.887,-37.5334
3,26,2728,N,33.552,-37.7507
3,26,2865,B,34.051,-37.9798
3,26,3267,N,33.990,-37.6930
3,27,31,N,33.515,-37.5675
3,27,731,N,33.785,-37.7894
3,27,1282,N,33.887,-37.5334
3,27,2728,N,33.552,-37.7507
3,27,2865,B,34.051,-37.9798
3,27,3267,N,33.990,-37.6930
3,28,31,N,33.515,-37.5675
3,28,731,N,33.785,-37.7894
3,28,1282,N,33.887,-37.5334
3,28,2728,N,33.552,-37.7507
3,28,2865,C,34.051,-37.9798
3,28,3267,N,33.990,-37.6930
3,29,31,N,33.515,-37.5675
3,29,731,N,33.785,-37.7894
3,29,1282,N,33.887,-37.5334
3,29,2728,N,33.552,-37.7507
3,29,2865,C,34.051,-37.9798
3,29,3267,N,33.990,-37.6930
3,30,31,N,33.515,-37.5675
3,30,731,N,33.785,-37.7894
3,30,1282,N,33.887,-37.5334
3,30,2728,N,33.552,-37.7507
3,30,2865,C,34.051,-37.9798
3,30,3267,N,33.990,-37.6930
3,31,31,N,33.515,-37.5675
3,31,731,N,33.785,-37.7894
3,31,1282,N,33.887,-37.5334
3,31,2728,N,33.552,-37.7507
3,31,2865,C,34.051,-37.9798
3,31,3267,N,33.990,-37.6930
3,32,31,N,33.515,-37.5675
3,32,731,N,33.785,-37.7894
3,32,1282,N,33.887,-37.5334
3,32,2728,N,33.552,-37.7507
3,32,2865,C,34.051,-37.9798
3,32,3267,N,33.990,-37.6930
3,33,31,N,33.515,-37.5675
3,33,731,N,33.785,-37.7894
3,33,1282,N,33.887,-37.5334
3,33,2728,N,33.552,-37.7507
3,33,2865,C,34.051,-37.9798
3,33,3267,N,33.990,-37.6930
3,34,31,N,33.515,-37.5675
3,34,731,N,33.785,-37.7894
3,34,1282,N,33.887,-37.5334
3,34,2728,N,33.552,-37.7507
3,34,2865,C,34.051,-37.9798
3,34,3267,N,33.990,-37.6930
3,35,31,N,33.515,-37.5675
3,35,731,N,33.785,-37.7894
3,35,1282,N,33.887,-37.5334
3,35,2728,N,33.552,-37.7507
3,35,2865,C,34.051,-37.9798
3,35,3267,N,33.990,-37.6930
3,36,31,N,33.515,-37.5675
3,36,731,N,33.785,-37.7894
3,36,1282,N,33.887,-37.5334
3,36,2728,N,33.552,-37.7507
3,36,2865,N,34.051,-37.9798
3,36,3267,N,33.990,-37.6930
