run,day,ID,status,Lat,Lon
4,12,1109,L,33.209,-36.6411
4,12,1170,L,34.215,-37.5921
4,12,1282,L,33.887,-37.5334
4,12,1351,L,32.894,-36.7691
4,12,1908,L,33.282,-36.9530
4,12,1914,L,33.215,-36.9742
4,12,1921,L,32.975,-36.9166
4,12,1922,L,33.407,-37.2380
4,12,1932,L,33.536,-36.9744
4,12,1934,L,33.060,-36.5090
4,12,1950,L,33.137,-37.0975
4,12,1955,L,33.148,-36.6024
4,12,1956,L,33.824,-36.8848
4,12,1961,L,33.746,-36.5895
4,12,1970,L,33.354,-36.6771
4,12,1973,L,32.955,-36.8383
4,12,1974,L,33.470,-36.6638
4,12,1980,L,33.630,-36.8394
4,12,1983,L,33.035,-36.5559
4,12,1988,L,33.067,-37.0964
4,12,1999,L,33.154,-36.6019
4,12,2010,L,34.471,-37.2613
4,12,2698,L,34.179,-37.5259
4,12,2728,L,33.552,-37.7507
4,12,2793,L,33.330,-36.7134
4,12,2843,L,34.555,-37.0023
4,12,3065,L,33.004,-36.5601
4,12,3166,L,34.563,-37.4070
4,12,3242,L,32.958,-36.7745
4,12,3267,C,33.990,-37.6930
4,13,31,N,33.515,-37.5675
4,13,239,L,34.448,-37.6280
4,13,445,L,33.845,-36.8654
4,13,636,L,33.315,-36.8601
4,13,715,C,33.302,-37.0091
4,13,731,B,33.785,-37.7894
4,13,914,L,34.522,-36.9541
4,13,1109,L,33.209,-36.6411
4,13,1170,L,34.215,-37.5921
4,13,1282,B,33.887,-37.5334
4,13,1351,L,32.894,-36.7691
4,13,1908,L,33.282,-36.9530
4,13,1914,L,33.215,-36.9742
4,13,1921,L,32.975,-36.9166
4,13,1922,L,33.407,-37.2380
4,13,1932,L,33.536,-36.9744
4,13,1934,L,33.060,-36.5090
4,13,1950,L,33.137,-37.0975
4,13,1955,L,33.148,-36.6024
4,13,1956,L,33.824,-36.8848
4,13,1961,L,33.746,-36.5895
4,13,1970,L,33.354,-36.6771
4,13,1973,L,32.955,-36.8383
4,13,1974,L,33.470,-36.6638
4,13,1980,L,33.630,-36.8394
4,13,1983,L,33.035,-36.5559
4,13,1988,L,33.067,-37.0964
4,13,1999,L,33.154,-36.6019
4,13,2010,L,34.471,-37.2613
4,13,2675,L,33.896,-36.7109
4,13,2698,L,34.179,-37.5259
4,13,2728,B,33.552,-37.7507
4,13,2793,L,33.330,-36.7134
4,13,2843,L,34.555,-37.0023
4,13,2958,L,34.371,-37.0502
4,13,3065,L,33.004,-36.5601
4,13,3166,L,34.563,-37.4070
4,13,3242,L,32.958,-36.7745
4,13,3267,C,33.990,-37.6930
4,14,31,N,33.515,-37.5675
4,14,239,L,34.448,-37.6280
4,14,445,L,33.845,-36.8654
4,14,636,L,33.315,-36.8601
4,14,715,C,33.302,-37.0091
4,14,731,C,33.785,-37.7894
4,14,914,L,34.522,-36.9541
4,14,1109,L,33.209,-36.6411
4,14,1170,L,34.215,-37.5921
4,14,1282,C,33.887,-37.5334
4,14,1351,L,32.894,-36.7691
4,14,1449,L,34.499,-36.8684
4,14,1908,L,33.282,-36.9530
4,14,1914,L,33.215,-36.9742
4,14,1921,L,32.975,-36.9166
4,14,1922,L,33.407,-37.2380
4,14,1932,L,33.536,-36.9744
4,14,1934,L,33.060,-36.5090
4,14,1950,L,33.137,-37.0975
4,14,1955,L,33.148,-36.6024
4,14,1956,L,33.824,-36.8848
4,14,1961,L,33.746,-36.5895
4,14,1970,L,33.354,-36.6771
4,14,1973,L,32.955,-36.8383
4,14,1974,L,33.470,-36.6638
4,14,1980,L,33.630,-36.8394
4,14,1983,L,33.035,-36.5559
4,14,1988,L,33.067,-37.0964
4,14,1999,L,33.154,-36.6019
4,14,2010,L,34.471,-37.2613
4,14,2675,L,33.896,-36.7109
4,14,2698,L,34.179,-37.5259
4,14,2728,C,33.552,-37.7507
4,14,2793,L,33.330,-36.7134
4,14,2843,L,34.555,-37.0023
4,14,2865,L,34.051,-37.9798
4,14,2958,L,34.371,-37.0502
4,14,3065,L,33.004,-36.5601
4,14,3166,L,34.563,-37.4070
4,14,3242,L,32.958,-36.7745
4,14,3267,C,33.990,-37.6930
4,15,31,N,33.515,-37.5675
4,15,239,L,34.448,-37.6280
4,15,445,L,33.845,-36.8654
4,15,636,L,33.315,-36.8601
4,15,715,C,33.302,-37.0091
4,15,731,C,33.785,-37.7894
4,15,914,L,34.522,-36.9541
4,15,1109,L,33.209,-36.6411
4,15,1170,B,34.215,-37.5921
4,15,1282,C,33.887,-37.5334
4,15,1351,L,32.894,-36.7691
4,15,1449,L,34.499,-36.8684
4,15,1908,L,33.282,-36.9530
4,15,1914,L,33.215,-36.9742
4,15,1921,L,32.975,-36.9166
4,15,1922,L,33.407,-37.2380
4,15,1932,L,33.536,-36.9744
4,15,1934,L,33.060,-36.5090
4,15,1950,L,33.137,-37.0975
4,15,1955,L,33.148,-36.6024
4,15,1956,L,33.824,-36.8848
4,15,1961,L,33.746,-36.5895
4,15,1970,L,33.354,-36.6771
4,15,1973,L,32.955,-36.8383
4,15,1974,L,33.470,-36.6638
4,15,1980,L,33.630,-36.8394
4,15,1983,L,33.035,-36.5559
4,15,1988,L,33.067,-37.0964
4,15,1999,L,33.154,-36.6019
4,15,2010,L,34.471,-37.2613
4,15,2675,L,33.896,-36.7109
4,15,2698,L,34.179,-37.5259
4,15,2728,C,33.552,-37.7507
4,15,2793,L,33.330,-36.7134
4,15,2843,L,34.555,-37.0023
4,15,2865,L,34.051,-37.9798
4,15,2958,L,34.371,-37.0502
4,15,3065,L,33.004,-36.5601
4,15,3166,L,34.563,-37.4070
4,15,3242,L,32.958,-36.7745
4,15,3267,C,33.990,-37.6930
4,16,31,N,33.515,-37.5675
4,16,239,L,34.448,-37.6280
4,16,445,L,33.845,-36.8654
4,16,636,L,33.315,-36.8601
4,16,715,C,33.302,-37.0091
4,16,731,C,33.785,-37.7894
4,16,914,L,34.522,-36.9541
4,16,1109,L,33.209,-36.6411
4,16,1170,C,34.215,-37.5921
4,16,1282,C,33.887,-37.5334
4,16,1351,L,32.894,-36.7691
4,16,1449,L,34.499,-36.8684
4,16,1908,L,33.282,-36.9530
4,16,1914,L,33.215,-36.9742
4,16,1921,L,32.975,-36.9166
4,16,1922,L,33.407,-37.2380
4,16,1932,L,33.536,-36.9744
4,16,1934,L,33.060,-36.5090
4,16,1950,L,33.137,-37.0975
4,16,1955,L,33.148,-36.6024
4,16,1956,L,33.824,-36.8848
4,16,1961,L,33.746,-36.5895
4,16,1970,L,33.354,-36.6771
4,16,1973,L,32.955,-36.8383
4,16,1974,L,33.470,-36.6638
4,16,1980,L,33.630,-36.8394
4,16,1983,L,33.035,-36.5559
4,16,1988,L,33.067,-37.0964
4,16,1999,L,33.154,-36.6019
4,16,2010,L,34.471,-37.2613
4,16,2675,L,33.896,-36.7109
4,16,2698,L,34.179,-37.5259
4,16,2728,C,33.552,-37.7507
4,16,2793,L,33.330,-36.7134
4,16,2843,L,34.555,-37.0023
4,16,2865,L,34.051,-37.9798
4,16,2958,L,34.371,-37.0502
4,16,3065,L,33.004,-36.5601
4,16,3166,B,34.563,-37.4070
4,16,3242,L,32.958,-36.7745
4,16,3267,C,33.990,-37.6930
4,17,31,N,33.515,-37.5675
4,17,239,L,34.448,-37.6280
4,17,445,L,33.845,-36.8654
4,17,636,L,33.315,-36.8601
4,17,715,C,33.302,-37.0091
4,17,731,C,33.785,-37.7894
4,17,914,L,34.522,-36.9541
4,17,1109,L,33.209,-36.6411
4,17,1170,C,34.215,-37.5921
4,17,1282,C,33.887,-37.5334
4,17,1351,L,32.894,-36.7691
4,17,1449,L,34.499,-36.8684
4,17,1908,L,33.282,-36.9530
4,17,1914,L,33.215,-36.9742
4,17,1921,L,32.975,-36.9166
4,17,1922,C,33.407,-37.2380
4,17,1932,B,33.536,-36.9744
4,17,1934,L,33.060,-36.5090
4,17,1950,C,33.137,-37.0975
4,17,1955,L,33.148,-36.6024
4,17,1956,L,33.824,-36.8848
4,17,1961,L,33.746,-36.5895
4,17,1970,L,33.354,-36.6771
4,17,1973,L,32.955,-36.8383
4,17,1974,L,33.470,-36.6638
4,17,1980,L,33.630,-36.8394
4,17,1983,L,33.035,-36.5559
4,17,1988,L,33.067,-37.0964
4,17,1999,L,33.154,-36.6019
4,17,2010,L,34.471,-37.2613
4,17,2675,L,33.896,-36.7109
4,17,2698,B,34.179,-37.5259
4,17,2728,C,33.552,-37.7507
4,17,2793,B,33.330,-36.7134
4,17,2843,L,34.555,-37.0023
4,17,2865,L,34.051,-37.9798
4,17,2958,L,34.371,-37.0502
4,17,3065,L,33.004,-36.5601
4,17,3166,C,34.563,-37.4070
4,17,3242,L,32.958,-36.7745
4,17,3267,N,33.990,-37.6930
4,18,31,N,33.515,-37.5675
4,18,239,L,34.448,-37.6280
4,18,445,L,33.845,-36.8654
4,18,636,L,33.315,-36.8601
4,18,715,C,33.302,-37.0091
4,18,731,C,33.785,-37.7894
4,18,914,L,34.522,-36.9541
4,18,1109,L,33.209,-36.6411
4,18,1170,C,34.215,-37.5921
4,18,1282,C,33.887,-37.5334
4,18,1351,L,32.894,-36.7691
4,18,1449,L,34.499,-36.8684
4,18,1908,L,33.282,-36.9530
4,18,1914,L,33.215,-36.9742
4,18,1921,L,32.975,-36.9166
4,18,1922,C,33.407,-37.2380
4,18,1932,C,33.536,-36.9744
4,18,1934,L,33.060,-36.5090
4,18,1950,C,33.137,-37.0975
4,18,1955,L,33.148,-36.6024
4,18,1956,L,33.824,-36.8848
4,18,1961,L,33.746,-36.5895
4,18,1970,L,33.354,-36.6771
4,18,1973,L,32.955,-36.8383
4,18,1974,L,33.470,-36.6638
4,18,1980,B,33.630,-36.8394
4,18,1983,L,33.035,-36.5559
4,18,1988,L,33.067,-37.0964
4,18,1999,L,33.154,-36.6019
4,18,2010,L,34.471,-37.2613
4,18,2019,L,34.722,-36.8441
4,18,2675,L,33.896,-36.7109
4,18,2698,C,34.179,-37.5259
4,18,2728,C,33.552,-37.7507
4,18,2793,C,33.330,-36.7134
4,18,2843,L,34.555,-37.0023
4,18,2865,L,34.051,-37.9798
4,18,2958,L,34.371,-37.0502
4,18,3065,L,33.004,-36.5601
4,18,3166,C,34.563,-37.4070
4,18,3242,L,32.958,-36.7745
4,18,3267,N,33.990,-37.6930
4,19,31,N,33.515,-37.5675
4,19,239,L,34.448,-37.6280
4,19,445,L,33.845,-36.8654
4,19,636,L,33.315,-36.8601
4,19,715,C,33.302,-37.0091
4,19,731,C,33.785,-37.7894
4,19,914,L,34.522,-36.9541
4,19,1109,L,33.209,-36.6411
4,19,1170,C,34.215,-37.5921
4,19,1282,C,33.887,-37.5334
4,19,1351,L,32.894,-36.7691
4,19,1449,L,34.499,-36.8684
4,19,1908,L,33.282,-36.9530
4,19,1914,L,33.215,-36.9742
4,19,1921,B,32.975,-36.9166
4,19,1922,C,33.407,-37.2380
4,19,1932,C,33.536,-36.9744
4,19,1934,L,33.060,-36.5090
4,19,1950,C,33.137,-37.0975
4,19,1955,L,33.148,-36.6024
4,19,1956,L,33.824,-36.8848
4,19,1961,L,33.746,-36.5895
4,19,1970,L,33.354,-36.6771
4,19,1973,L,32.955,-36.8383
4,19,1974,B,33.470,-36.6638
4,19,1980,C,33.630,-36.8394
4,19,1983,L,33.035,-36.5559
4,19,1988,L,33.067,-37.0964
4,19,1999,L,33.154,-36.6019
4,19,2010,L,34.471,-37.2613
4,19,2019,L,34.722,-36.8441
4,19,2675,L,33.896,-36.7109
4,19,2698,C,34.179,-37.5259
4,19,2728,C,33.552,-37.7507
4,19,2765,L,34.808,-36.8745
4,19,2793,C,33.330,-36.7134
4,19,2843,L,34.555,-37.0023
4,19,2865,L,34.051,-37.9798
4,19,2958,L,34.371,-37.0502
4,19,3065,L,33.004,-36.5601
4,19,3166,C,34.563,-37.4070
4,19,3242,L,32.958,-36.7745
4,19,3267,N,33.990,-37.6930
4,20,31,N,33.515,-37.5675
4,20,239,L,34.448,-37.6280
4,20,445,L,33.845,-36.8654
4,20,636,B,33.315,-36.8601
4,20,715,C,33.302,-37.0091
4,20,731,C,33.785,-37.7894
4,20,914,L,34.522,-36.9541
4,20,1109,L,33.209,-36.6411
4,20,1170,C,34.215,-37.5921
4,20,1282,C,33.887,-37.5334
4,20,1351,L,32.894,-36.7691
4,20,1449,L,34.499,-36.8684
4,20,1908,B,33.282,-36.9530
4,20,1914,B,33.215,-36.9742
4,20,1921,C,32.975,-36.9166
4,20,1922,C,33.407,-37.2380
4,20,1932,C,33.536,-36.9744
4,20,1934,L,33.060,-36.5090
4,20,1950,C,33.137,-37.0975
4,20,1955,L,33.148,-36.6024
4,20,1956,L,33.824,-36.8848
4,20,1961,L,33.746,-36.5895
4,20,1970,L,33.354,-36.6771
4,20,1973,L,32.955,-36.8383
4,20,1974,B,33.470,-36.6638
4,20,1980,C,33.630,-36.8394
4,20,1983,L,33.035,-36.5559
4,20,1988,L,33.067,-37.0964
4,20,1999,L,33.154,-36.6019
4,20,2010,L,34.471,-37.2613
4,20,2019,L,34.722,-36.8441
4,20,2675,L,33.896,-36.7109
4,20,2698,C,34.179,-37.5259
4,20,2728,C,33.552,-37.7507
4,20,2765,L,34.808,-36.8745
4,20,2793,C,33.330,-36.7134
4,20,2843,L,34.555,-37.0023
4,20,2865,L,34.051,-37.9798
4,20,2868,L,34.968,-36.9706
4,20,2958,L,34.371,-37.0502
4,20,3065,B,33.004,-36.5601
4,20,3166,C,34.563,-37.4070
4,20,3233,L,34.126,-37.0280
4,20,3242,B,32.958,-36.7745
4,20,3267,N,33.990,-37.6930
4,21,31,N,33.515,-37.5675
4,21,239,L,34.448,-37.6280
4,21,445,L,33.845,-36.8654
4,21,636,C,33.315,-36.8601
4,21,715,C,33.302,-37.0091
4,21,731,N,33.785,-37.7894
4,21,914,L,34.522,-36.9541
4,21,1109,L,33.209,-36.6411
4,21,1170,C,34.215,-37.5921
4,21,1282,C,33.887,-37.5334
4,21,1351,L,32.894,-36.7691
4,21,1449,L,34.499,-36.8684
4,21,1908,C,33.282,-36.9530
4,21,1914,C,33.215,-36.9742
4,21,1921,C,32.975,-36.9166
4,21,1922,C,33.407,-37.2380
4,21,1932,C,33.536,-36.9744
4,21,1934,L,33.060,-36.5090
4,21,1950,C,33.137,-37.0975
4,21,1955,L,33.148,-36.6024
4,21,1956,L,33.824,-36.8848
4,21,1961,L,33.746,-36.5895
4,21,1970,L,33.354,-36.6771
4,21,1973,L,32.955,-36.8383
4,21,1974,C,33.470,-36.6638
4,21,1980,C,33.630,-36.8394
4,21,1983,L,33.035,-36.5559
4,21,1988,B,33.067,-37.0964
4,21,1999,L,33.154,-36.6019
4,21,2010,B,34.471,-37.2613
4,21,2019,L,34.722,-36.8441
4,21,2675,L,33.896,-36.7109
4,21,2698,C,34.179,-37.5259
4,21,2728,C,33.552,-37.7507
4,21,2765,L,34.808,-36.8745
4,21,2793,C,33.330,-36.7134
4,21,2843,L,34.555,-37.0023
4,21,2865,L,34.051,-37.9798
4,21,2868,L,34.968,-36.9706
4,21,2958,L,34.371,-37.0502
4,21,3065,C,33.004,-36.5601
4,21,3166,C,34.563,-37.4070
4,21,3233,L,34.126,-37.0280
4,21,3242,C,32.958,-36.7745
4,21,3267,N,33.990,-37.6930
4,22,31,N,33.515,-37.5675
4,22,239,B,34.448,-37.6280
4,22,445,L,33.845,-36.8654
4,22,560,L,34.798,-37.1992
4,22,636,C,33.315,-36.8601
4,22,715,C,33.302,-37.0091
4,22,731,N,33.785,-37.7894
4,22,914,L,34.522,-36.9541
4,22,1109,B,33.209,-36.6411
4,22,1170,C,34.215,-37.5921
4,22,1282,C,33.887,-37.5334
4,22,1351,L,32.894,-36.7691
4,22,1449,L,34.499,-36.8684
4,22,1908,C,33.282,-36.9530
4,22,1914,C,33.215,-36.9742
4,22,1921,C,32.975,-36.9166
4,22,1922,C,33.407,-37.2380
4,22,1932,C,33.536,-36.9744
4,22,1934,L,33.060,-36.5090
4,22,1950,C,33.137,-37.0975
4,22,1955,L,33.148,-36.6024
4,22,1956,B,33.824,-36.8848
4,22,1961,B,33.746,-36.5895
4,22,1970,B,33.354,-36.6771
4,22,1973,B,32.955,-36.8383
4,22,1974,C,33.470,-36.6638
4,22,1980,C,33.630,-36.8394
4,22,1983,B,33.035,-36.5559
4,22,1988,C,33.067,-37.0964
4,22,1999,B,33.154,-36.6019
4,22,2010,B,34.471,-37.2613
4,22,2019,L,34.722,-36.8441
4,22,2675,L,33.896,-36.7109
4,22,2698,C,34.179,-37.5259
4,22,2728,C,33.552,-37.7507
4,22,2765,L,34.808,-36.8745
4,22,2793,C,33.330,-36.7134
4,22,2843,L,34.555,-37.0023
4,22,2865,L,34.051,-37.9798
4,22,2868,L,34.968,-36.9706
4,22,2958,L,34.371,-37.0502
4,22,3065,C,33.004,-36.5601
4,22,3166,C,34.563,-37.4070
4,22,3233,L,34.126,-37.0280
4,22,3237,L,34.154,-37.1399
4,22,3242,C,32.958,-36.7745
4,22,3267,N,33.990,-37.6930
4,23,31,N,33.515,-37.5675
4,23,239,C,34.448,-37.6280
4,23,445,L,33.845,-36.8654
4,23,560,L,34.798,-37.1992
4,23,636,C,33.315,-36.8601
4,23,715,C,33.302,-37.0091
4,23,731,N,33.785,-37.7894
4,23,914,L,34.522,-36.9541
4,23,1109,C,33.209,-36.6411
4,23,1162,L,34.833,-37.4275
4,23,1170,C,34.215,-37.5921
4,23,1282,C,33.887,-37.5334
4,23,1351,B,32.894,-36.7691
4,23,1449,L,34.499,-36.8684
4,23,1908,C,33.282,-36.9530
4,23,1914,C,33.215,-36.9742
4,23,1921,C,32.975,-36.9166
4,23,1922,C,33.407,-37.2380
4,23,1932,C,33.536,-36.9744
4,23,1934,L,33.060,-36.5090
4,23,1950,C,33.137,-37.0975
4,23,1955,C,33.148,-36.6024
4,23,1956,C,33.824,-36.8848
4,23,1961,C,33.746,-36.5895
4,23,1970,C,33.354,-36.6771
4,23,1973,C,32.955,-36.8383
4,23,1974,C,33.470,-36.6638
4,23,1980,C,33.630,-36.8394
4,23,1983,C,33.035,-36.5559
4,23,1988,C,33.067,-37.0964
4,23,1999,C,33.154,-36.6019
4,23,2010,C,34.471,-37.2613
4,23,2019,L,34.722,-36.8441
4,23,2097,L,34.942,-37.2228
4,23,2675,L,33.896,-36.7109
4,23,2698,C,34.179,-37.5259
4,23,2728,C,33.552,-37.7507
4,23,2765,L,34.808,-36.8745
4,23,2793,C,33.330,-36.7134
4,23,2843,L,34.555,-37.0023
4,23,2865,L,34.051,-37.9798
4,23,2868,L,34.968,-36.9706
4,23,2958,L,34.371,-37.0502
4,23,3065,C,33.004,-36.5601
4,23,3166,C,34.563,-37.4070
4,23,3233,L,34.126,-37.0280
4,23,3237,L,34.154,-37.1399
4,23,3242,C,32.958,-36.7745
4,23,3267,N,33.990,-37.6930
4,24,31,N,33.515,-37.5675
4,24,239,C,34.448,-37.6280
4,24,445,L,33.845,-36.8654
4,24,560,L,34.798,-37.1992
4,24,636,C,33.315,-36.8601
4,24,715,N,33.302,-37.0091
4,24,731,N,33.785,-37.7894
4,24,914,L,34.522,-36.9541
4,24,1109,C,33.209,-36.6411
4,24,1162,L,34.833,-37.4275
4,24,1170,C,34.215,-37.5921
4,24,1282,C,33.887,-37.5334
4,24,1351,C,32.894,-36.7691
4,24,1449,L,34.499,-36.8684
4,24,1908,C,33.282,-36.9530
4,24,1914,C,33.215,-36.9742
4,24,1921,C,32.975,-36.9166
4,24,1922,C,33.407,-37.2380
4,24,1932,C,33.536,-36.9744
4,24,1934,B,33.060,-36.5090
4,24,1950,C,33.137,-37.0975
4,24,1955,C,33.148,-36.6024
4,24,1956,C,33.824,-36.8848
4,24,1961,C,33.746,-36.5895
4,24,1970,C,33.354,-36.6771
4,24,1973,C,32.955,-36.8383
4,24,1974,C,33.470,-36.6638
4,24,1980,C,33.630,-36.8394
4,24,1983,C,33.035,-36.5559
4,24,1988,C,33.067,-37.0964
4,24,1999,C,33.154,-36.6019
4,24,2010,C,34.471,-37.2613
4,24,2019,L,34.722,-36.8441
4,24,2020,L,34.871,-37.4403
4,24,2022,L,34.898,-37.3497
4,24,2035,L,34.863,-37.5828
4,24,2097,L,34.942,-37.2228
4,24,2675,L,33.896,-36.7109
4,24,2698,C,34.179,-37.5259
4,24,2728,N,33.552,-37.7507
4,24,2765,L,34.808,-36.8745
4,24,2793,C,33.330,-36.7134
4,24,2843,B,34.555,-37.0023
4,24,2865,L,34.051,-37.9798
4,24,2868,L,34.968,-36.9706
4,24,2958,L,34.371,-37.0502
4,24,3065,C,33.004,-36.5601
4,24,3166,C,34.563,-37.4070
4,24,3233,L,34.126,-37.0280
4,24,3237,L,34.154,-37.1399
4,24,3242,C,32.958,-36.7745
4,24,3267,N,33.990,-37.6930
4,25,31,N,33.515,-37.5675
4,25,239,C,34.448,-37.6280
4,25,445,L,33.845,-36.8654
4,25,560,L,34.798,-37.1992
4,25,636,C,33.315,-36.8601
4,25,715,N,33.302,-37.0091
4,25,731,N,33.785,-37.7894
4,25,914,B,34.522,-36.9541
4,25,1109,C,33.209,-36.6411
4,25,1162,L,34.833,-37.4275
4,25,1170,C,34.215,-37.5921
4,25,1282,C,33.887,-37.5334
4,25,1351,C,32.894,-36.7691
4,25,1449,B,34.499,-36.8684
4,25,1475,L,35.025,-37.4728
4,25,1908,C,33.282,-36.9530
4,25,1914,C,33.215,-36.9742
4,25,1921,C,32.975,-36.9166
4,25,1922,N,33.407,-37.2380
4,25,1932,C,33.536,-36.9744
4,25,1934,C,33.060,-36.5090
4,25,1950,C,33.137,-37.0975
4,25,1955,C,33.148,-36.6024
4,25,1956,C,33.824,-36.8848
4,25,1961,C,33.746,-36.5895
4,25,1970,C,33.354,-36.6771
4,25,1973,C,32.955,-36.8383
4,25,1974,C,33.470,-36.6638
4,25,1980,C,33.630,-36.8394
4,25,1983,C,33.035,-36.5559
4,25,1988,C,33.067,-37.0964
4,25,1999,C,33.154,-36.6019
4,25,2010,C,34.471,-37.2613
4,25,2019,L,34.722,-36.8441
4,25,2020,L,34.871,-37.4403
4,25,2022,L,34.898,-37.3497
4,25,2035,L,34.863,-37.5828
4,25,2097,L,34.942,-37.2228
