LOG: HEADERS:
Run,Day,outbreakDuration,versionMajor,versionMinor,versionRelease,destrOccurred,firstDestruction,desnADirFwdCattle,firstDestructionRing,firstDestructionDirFwd,firstDestructionIndFwd,firstDestructionDirBack,firstDestructionIndBack,firstDestructionDet,descAIndFwdSwine,desnAIndFwdSwine,descARing,firstDestructionSwine,firstDestructionCattle,descARingCattle,descA,firstDestructionRingSwine,firstDestructionRingCattle,firstDestructionDirFwdSwine,firstDestructionDirFwdCattle,firstDestructionIndFwdSwine,firstDestructionIndFwdCattle,firstDestructionDirBackSwine,firstDestructionDirBackCattle,firstDestructionIndBackSwine,firstDestructionIndBackCattle,firstDestructionDetSwine,firstDestructionDetCattle,descARingSwine,desnADirBackSwine,desnAIndFwdCattle,descAIndFwd,descADirFwd,desnADirBackCattle,desnU,descAIniCattle,desnURing,desnUDirFwd,desnUIndFwd,desnUDirBack,desnUIndBack,desnUDet,desnUIni,descAIniSwine,descADetCattle,desnUSwine,desnUCattle,descACattle,descADirBack,desnURingSwine,desnURingCattle,desnUDirFwdSwine,desnUDirFwdCattle,desnUIndFwdSwine,desnUIndFwdCattle,desnUDirBackSwine,desnUDirBackCattle,desnUIndBackSwine,desnUIndBackCattle,desnUDetSwine,desnUDetCattle,desnUIniSwine,desnUIniCattle,descASwine,desnAIniCattle,descADirFwdSwine,desnAIniSwine,descU,descADetSwine,descURing,descUDirFwd,descUIndFwd,descUDirBack,descUIndBack,descUDet,descUIni,descAIndBackCattle,descAIndBackSwine,descUSwine,descUCattle,descADirFwdCattle,desnADetCattle,descURingSwine,descURingCattle,descUDirFwdSwine,descUDirFwdCattle,descUIndFwdSwine,descUIndFwdCattle,descUDirBackSwine,descUDirBackCattle,descUIndBackSwine,descUIndBackCattle,descUDetSwine,descUDetCattle,descUIniSwine,descUIniCattle,descAIni,desnADetSwine,descADet,desnAIndBackCattle,desnA,descADirBackCattle,desnARing,desnADirFwd,desnAIndFwd,desnADirBack,desnAIndBack,desnADet,desnAIni,descADirBackSwine,descAIndFwdCattle,desnASwine,desnACattle,descAIndBack,desnAIndBackSwine,desnARingSwine,desnARingCattle,desnADirFwdSwine,zoneAreaHighRisk,zoneAreaMediumRisk,zonePerimeterHighRisk,zonePerimeterMediumRisk,numSeparateAreasHighRisk,numSeparateAreasMediumRisk,unitsInZoneHighRisk,unitsInZoneMediumRisk,unitsInZoneBackground,unitsInZoneHighRiskSwine,unitsInZoneHighRiskCattle,unitsInZoneMediumRiskSwine,unitsInZoneMediumRiskCattle,unitsInZoneBackgroundSwine,unitsInZoneBackgroundCattle,unitDaysInZoneHighRisk,unitDaysInZoneMediumRisk,unitDaysInZoneBackground,unitDaysInZoneHighRiskSwine,unitDaysInZoneHighRiskCattle,unitDaysInZoneMediumRiskSwine,unitDaysInZoneMediumRiskCattle,unitDaysInZoneBackgroundSwine,unitDaysInZoneBackgroundCattle,animalDaysInZoneHighRisk,animalDaysInZoneMediumRisk,animalDaysInZoneBackground,animalDaysInZoneHighRiskSwine,animalDaysInZoneHighRiskCattle,animalDaysInZoneMediumRiskSwine,animalDaysInZoneMediumRiskCattle,animalDaysInZoneBackgroundSwine,animalDaysInZoneBackgroundCattle,tsdUSusc,tsdULat,tsdUSubc,tsdUClin,tsdUNImm,tsdUVImm,tsdUDest,tsdASusc,tsdALat,tsdASubc,tsdAClin,tsdANImm,tsdAVImm,tsdADest,tsdUSuscSwine,tsdUSuscCattle,tsdULatSwine,tsdULatCattle,tsdUSubcSwine,tsdUSubcCattle,tsdUClinSwine,tsdUClinCattle,tsdUNImmSwine,tsdUNImmCattle,tsdUVImmSwine,tsdUVImmCattle,tsdUDestSwine,tsdUDestCattle,tsdASuscSwine,tsdASuscCattle,tsdALatSwine,tsdALatCattle,tsdASubcSwine,tsdASubcCattle,tsdAClinSwine,tsdAClinCattle,tsdANImmSwine,tsdANImmCattle,tsdAVImmSwine,tsdAVImmCattle,tsdADestSwine,tsdADestCattle,diseaseDuration,infnU,firstDetAInf,infnUDir,infnUInd,infnUAir,infnUIni,infnUSwine,infnUCattle,infcAAirCattle,infcADirCattle,infnUDirSwine,infnUDirCattle,infnUIndSwine,infnUIndCattle,infnUAirSwine,infnUAirCattle,infnUIniSwine,infnUIniCattle,infcU,firstDetUInf,infcUDir,infcUInd,infcUAir,infcUIni,infcUSwine,infcUCattle,infcAAirSwine,infcADirSwine,infcUDirSwine,infcUDirCattle,infcUIndSwine,infcUIndCattle,infcUAirSwine,infcUAirCattle,infcUIniSwine,infcUIniCattle,infnA,infcAIniCattle,infnADir,infnAInd,infnAAir,infnAIni,infnASwine,infnACattle,infcAIndCattle,infcAIndSwine,infnADirSwine,infnADirCattle,infnAIndSwine,infnAIndCattle,infnAAirSwine,infnAAirCattle,infnAIniSwine,infnAIniCattle,infcA,infcAIniSwine,infcADir,infcAInd,infcAAir,infcAIni,infcASwine,infcACattle,expnU,expcADirSwine,expnUDir,expnUInd,expnUAir,expcAAirCattle,expnUSwine,expnUCattle,expcADirCattle,adqcU,expnUDirSwine,expnUDirCattle,expnUIndSwine,expnUIndCattle,expnUAirSwine,expnUAirCattle,expcASwine,expcAIndSwine,expcU,adqcUAir,expcUDir,expcUInd,expcUAir,expcAAirSwine,expcUSwine,expcUCattle,adqnUAir,adqnU,expcUDirSwine,expcUDirCattle,expcUIndSwine,expcUIndCattle,expcUAirSwine,expcUAirCattle,adqnUDir,expcAAir,expnA,adqcUInd,expnADir,expnAInd,expnAAir,expcAIndCattle,expnASwine,expnACattle,adqnUInd,expcADir,expnADirSwine,expnADirCattle,expnAIndSwine,expnAIndCattle,expnAAirSwine,expnAAirCattle,expcACattle,expcAInd,expcA,adqcUDir,deswU,deswUSwine,deswUCattle,deswA,deswASwine,deswACattle,deswUMax,deswUMaxDay,deswAMax,deswAMaxDay,deswUTimeMax,deswUTimeAvg,deswUDaysInQueue,deswADaysInQueue
2,10,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,39570,0,0,0,0,4600,34970,0,0,1.15683e+07,0,0,0,0,1.33002e+06,1.02382e+07,3948,7,1,0,1,0,0,1.15419e+06,1930,52,0,657,0,0,451,3497,7,0,1,0,0,0,1,0,0,0,0,0,130363,1.02382e+06,1930,0,52,0,0,0,657,0,0,0,0,0,,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,,9,0,0,1,9,0,0,2064,9,0,0,0,0,0,1,0,82,0,82,0,0,0,82,0,0,0,82,0,0,0,0,0,0,0,2064,657,2064,0,0,657,2064,0,16,26238,16,0,0,0,16,0,0,88,16,0,0,0,0,0,26606,368,94,0,89,5,0,0,94,0,0,14,89,0,5,0,0,0,14,0,4774,3,4774,0,0,0,4774,0,0,26238,4774,0,0,0,0,0,0,368,26606,85,0,0,0,0,0,0,0,,0,,,,0,0
2,11,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,43527,0,0,0,0,5060,38467,0,0,1.27251e+07,0,0,0,0,1.46302e+06,1.12621e+07,3947,8,0,1,1,0,0,1.1541e+06,2012,0,52,657,0,0,450,3497,8,0,0,0,1,0,1,0,0,0,0,0,130281,1.02382e+06,2012,0,0,0,52,0,657,0,0,0,0,0,,3,,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,12,,12,0,0,1,12,0,0,2663,12,0,0,0,0,0,1,0,599,0,599,0,0,0,599,0,0,0,599,0,0,0,0,0,0,0,2663,657,2663,0,0,657,2663,0,20,29697,20,0,0,0,20,0,0,107,20,0,0,0,0,0,30065,368,114,0,109,5,0,0,114,0,0,19,109,0,5,0,0,0,19,0,3459,3,3459,0,0,0,3459,0,0,29697,3459,0,0,0,0,0,0,368,30065,104,0,0,0,0,0,0,0,,0,,,,0,0
2,12,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,47484,0,0,0,0,5520,41964,0,0,1.38819e+07,0,0,0,0,1.59602e+06,1.22859e+07,3944,11,0,1,1,0,0,1.15351e+06,2611,0,52,657,0,0,447,3497,11,0,0,0,1,0,1,0,0,0,0,0,129682,1.02382e+06,2611,0,0,0,52,0,657,0,0,0,0,0,,3,,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,15,,15,0,0,1,15,0,0,4066,15,0,0,0,0,0,1,0,1403,0,1403,0,0,0,1403,0,0,0,1403,0,0,0,0,0,0,0,4066,657,4066,0,0,657,4066,0,21,36048,21,0,0,0,21,0,0,127,21,0,0,0,0,0,36416,368,135,0,130,5,0,0,135,0,0,20,130,0,5,0,0,0,20,0,6351,3,6351,0,0,0,6351,0,0,36048,6351,0,0,0,0,0,0,368,36416,124,0,0,0,0,0,0,0,,0,,,,0,0
2,13,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,51441,0,0,0,0,5980,45461,0,0,1.50387e+07,0,0,0,0,1.72903e+06,1.33097e+07,3941,14,0,1,1,0,0,1.1521e+06,4014,0,52,657,0,0,444,3497,14,0,0,0,1,0,1,0,0,0,0,0,128279,1.02382e+06,4014,0,0,0,52,0,657,0,0,0,0,0,,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,19,,19,0,0,1,19,0,0,4888,19,0,0,0,0,0,1,0,822,0,822,0,0,0,822,0,0,0,822,0,0,0,0,0,0,0,4888,657,4888,0,0,657,4888,0,35,43819,35,0,0,0,35,0,0,161,35,0,0,0,0,0,44187,368,170,0,165,5,0,0,170,0,0,34,165,0,5,0,0,0,34,0,7771,3,7771,0,0,0,7771,0,0,43819,7771,0,0,0,0,0,0,368,44187,158,0,0,0,0,0,0,0,,0,,,,0,0
2,14,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,55398,0,0,0,0,6440,48958,0,0,1.61956e+07,0,0,0,0,1.86203e+06,1.43335e+07,3937,18,0,1,1,0,0,1.15128e+06,4836,0,52,657,0,0,440,3497,18,0,0,0,1,0,1,0,0,0,0,0,127457,1.02382e+06,4836,0,0,0,52,0,657,0,0,0,0,0,,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,21,,21,0,0,1,21,0,0,5382,21,0,0,0,0,0,1,0,494,0,494,0,0,0,494,0,0,0,494,0,0,0,0,0,0,0,5382,657,5382,0,0,657,5382,0,49,58244,49,0,0,0,49,0,0,210,49,0,0,0,0,0,58612,368,219,0,214,5,0,0,219,0,0,49,214,0,5,0,0,0,49,0,14425,3,14425,0,0,0,14425,0,0,58244,14425,0,0,0,0,0,0,368,58612,207,0,0,0,0,0,0,0,,0,,,,0,0
2,15,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,59355,0,0,0,0,6900,52455,0,0,1.73524e+07,0,0,0,0,1.99503e+06,1.53574e+07,3935,19,1,1,1,0,0,1.15079e+06,5170,160,52,657,0,0,438,3497,19,0,1,0,1,0,1,0,0,0,0,0,126963,1.02382e+06,5170,0,160,0,52,0,657,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,21,0,0,1,21,0,0,5382,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5382,657,5382,0,0,657,5382,0,48,70459,46,2,0,0,48,0,0,254,46,0,2,0,0,0,71517,1058,267,0,260,7,0,0,267,0,0,44,260,0,7,0,0,0,43,0,12905,4,12215,690,0,0,12905,0,1,70459,12215,0,690,0,0,0,0,1058,71517,250,0,0,0,0,0,0,0,,0,,,,0,0
2,16,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,63312,0,0,0,0,7360,55952,0,0,1.85092e+07,0,0,0,0,2.12803e+06,1.63812e+07,3935,19,0,2,1,0,0,1.15079e+06,5170,0,212,657,0,0,438,3497,19,0,0,0,2,0,1,0,0,0,0,0,126963,1.02382e+06,5170,0,0,0,212,0,657,0,0,0,0,0,,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22,,22,0,0,1,22,0,0,5575,22,0,0,0,0,0,1,0,193,0,193,0,0,0,193,0,0,0,193,0,0,0,0,0,0,0,5575,657,5575,0,0,657,5575,0,46,79886,45,1,0,0,46,0,0,300,45,0,1,0,0,0,81019,1133,313,0,305,8,0,0,313,0,0,46,305,0,8,0,0,0,45,0,9502,5,9427,75,0,0,9502,0,1,79886,9427,0,75,0,0,0,0,1133,81019,295,0,0,0,0,0,0,0,,0,,,,0,0
2,17,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,67269,0,0,0,0,7820,59449,0,0,1.9666e+07,0,0,0,0,2.26103e+06,1.7405e+07,3934,20,0,2,1,0,0,1.15059e+06,5363,0,212,657,0,0,437,3497,20,0,0,0,2,0,1,0,0,0,0,0,126770,1.02382e+06,5363,0,0,0,212,0,657,0,0,0,0,0,,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,24,,24,0,0,1,24,0,0,5986,24,0,0,0,0,0,1,0,411,0,411,0,0,0,411,0,0,0,411,0,0,0,0,0,0,0,5986,657,5986,0,0,657,5986,0,53,95360,52,1,0,0,53,0,0,350,52,0,1,0,0,0,97150,1790,366,0,357,9,0,0,366,0,0,50,357,0,9,0,0,0,49,0,16131,6,15474,657,0,0,16131,0,1,95360,15474,0,657,0,0,0,0,1790,97150,344,0,0,0,0,0,0,0,,0,,,,0,0
2,18,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,71226,0,0,0,0,8280,62946,0,0,2.08229e+07,0,0,0,0,2.39404e+06,1.84288e+07,3932,20,2,2,1,0,0,1.15018e+06,5089,685,212,657,0,0,435,3497,20,0,2,0,2,0,1,0,0,0,0,0,126359,1.02382e+06,5089,0,685,0,212,0,657,0,0,0,0,0,,2,,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,26,,25,1,0,1,26,0,0,6087,25,0,1,0,0,0,1,0,216,0,101,115,0,0,216,0,0,115,101,0,115,0,0,0,0,0,6202,657,6087,115,0,657,6202,0,70,109490,64,4,2,0,70,0,0,414,64,0,4,0,2,0,113747,3294,436,1,421,13,2,963,436,0,1,64,421,0,13,0,2,0,61,963,16597,8,14130,1504,963,0,16597,0,2,109490,14130,0,1504,0,963,0,0,3294,113747,405,0,0,0,0,0,0,0,,0,,,,0,0
2,19,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,75183,0,0,0,0,8740,66443,0,0,2.19797e+07,0,0,0,0,2.52704e+06,1.94527e+07,3930,21,1,4,1,0,0,1.14997e+06,5237,68,897,657,0,0,433,3497,21,0,1,0,4,0,1,0,0,0,0,0,126143,1.02382e+06,5237,0,68,0,897,0,657,0,0,0,0,0,,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,28,,27,1,0,1,28,0,0,7909,27,0,1,0,0,0,1,0,1822,0,1822,0,0,0,1822,0,0,115,1822,0,0,0,0,0,0,0,8024,657,7909,115,0,657,8024,0,92,130341,83,4,5,0,92,0,0,496,83,0,4,0,5,0,136646,4224,528,2,504,17,7,2081,528,0,1,82,504,0,17,0,7,0,79,2081,22899,10,20851,930,1118,0,22899,0,2,130341,20851,0,930,0,1118,0,0,4224,136646,484,0,0,0,0,0,0,0,,0,,,,0,0
2,20,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,79140,0,0,0,0,9200,69940,0,0,2.31365e+07,0,0,0,0,2.66004e+06,2.04765e+07,3928,22,1,4,2,0,0,1.14814e+06,6984,75,913,709,0,0,431,3497,22,0,1,0,4,0,2,0,0,0,0,0,124321,1.02382e+06,6984,0,75,0,913,0,709,0,0,0,0,0,,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,32,,31,1,0,1,32,0,0,9503,31,0,1,0,0,0,1,0,1594,0,1594,0,0,0,1594,0,0,115,1594,0,0,0,0,0,0,0,9618,657,9503,115,0,657,9618,0,99,151197,91,2,6,0,99,0,0,584,91,0,2,0,6,0,159507,5043,627,3,595,19,13,3267,627,0,1,88,595,0,19,0,13,0,87,3267,22861,10,20856,819,1186,0,22861,0,0,151197,20856,0,819,0,1186,0,0,5043,159507,571,0,0,0,0,0,0,0,,0,,,,0,0
2,21,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,83097,0,0,0,0,9660,73437,0,0,2.42933e+07,0,0,0,0,2.79304e+06,2.15003e+07,3924,24,1,6,2,0,0,1.14655e+06,8179,317,1070,709,0,0,427,3497,24,0,1,0,6,0,2,0,0,0,0,0,122727,1.02382e+06,8179,0,317,0,1070,0,709,0,0,0,0,0,,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,33,,32,1,0,1,33,0,0,9700,32,0,1,0,0,0,1,0,197,0,197,0,0,0,197,0,0,115,197,0,0,0,0,0,0,0,9815,657,9700,115,0,657,9815,0,91,170514,78,5,8,0,91,0,0,659,78,0,5,0,8,0,181338,6140,718,4,673,24,21,4684,718,0,1,75,673,0,24,0,21,0,73,4684,21831,11,19317,1097,1417,0,21831,0,1,170514,19317,0,1097,0,1417,0,0,6140,181338,644,0,0,0,0,0,0,0,,0,,,,0,0
2,22,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,87054,0,0,0,0,10120,76934,0,0,2.54502e+07,0,0,0,0,2.92604e+06,2.25241e+07,3923,25,0,7,2,0,0,1.14635e+06,8376,0,1387,709,0,0,426,3497,25,0,0,0,7,0,2,0,0,0,0,0,122530,1.02382e+06,8376,0,0,0,1387,0,709,0,0,0,0,0,,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,34,,33,1,0,1,34,0,0,9718,33,0,1,0,0,0,1,0,18,0,18,0,0,0,18,0,0,115,18,0,0,0,0,0,0,0,9833,657,9718,115,0,657,9833,0,107,195921,94,5,8,0,107,0,0,748,94,0,5,0,8,0,209565,7543,825,4,767,29,29,6101,825,0,0,89,767,0,29,0,29,0,88,6101,28227,12,25407,1403,1417,0,28227,0,1,195921,25407,0,1403,0,1417,0,0,7543,209565,732,0,0,0,0,0,0,0,,0,,,,0,0
2,23,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,91011,0,0,0,0,10580,80431,0,0,2.6607e+07,0,0,0,0,3.05905e+06,2.3548e+07,3922,24,2,7,2,0,0,1.14634e+06,7384,1010,1387,709,0,0,425,3497,24,0,2,0,7,0,2,0,0,0,0,0,122512,1.02382e+06,7384,0,1010,0,1387,0,709,0,0,0,0,0,,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,35,,34,1,0,1,35,0,0,9954,34,0,1,0,0,0,1,0,236,0,236,0,0,0,236,0,0,115,236,0,0,0,0,0,0,0,10069,657,9954,115,0,657,10069,0,92,215347,71,10,11,0,92,0,0,823,71,0,10,0,11,0,233440,9331,917,7,838,39,40,8762,917,0,3,75,838,0,39,0,40,0,68,8762,23875,16,19426,1788,2661,0,23875,0,4,215347,19426,0,1788,0,2661,0,0,9331,233440,800,0,0,0,0,0,0,0,,0,,,,0,0
2,24,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,94968,0,0,0,0,11040,83928,0,0,2.77638e+07,0,0,0,0,3.19205e+06,2.45718e+07,3921,22,3,9,2,0,0,1.1461e+06,6903,717,2397,709,0,0,424,3497,22,0,3,0,9,0,2,0,0,0,0,0,122276,1.02382e+06,6903,0,717,0,2397,0,709,0,0,0,0,0,,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,36,,35,1,0,1,36,0,0,10105,35,0,1,0,0,0,1,0,151,0,151,0,0,0,151,0,0,115,151,0,0,0,0,0,0,0,10220,657,10105,115,0,657,10220,0,106,236480,74,16,16,0,106,0,0,906,74,0,16,0,16,0,262586,13112,1023,11,912,55,56,12994,1023,0,4,83,912,0,55,0,56,0,72,12994,29146,23,21133,3781,4232,0,29146,0,7,236480,21133,0,3781,0,4232,0,0,13112,262586,872,0,0,0,0,0,0,0,,0,,,,0,0
