LOG: HEADERS:
Run,Day,outbreakDuration,versionMajor,versionMinor,versionRelease,destrOccurred,firstDestruction,desnADirFwdCattle,firstDestructionRing,firstDestructionDirFwd,firstDestructionIndFwd,firstDestructionDirBack,firstDestructionIndBack,firstDestructionDet,descAIndFwdSwine,desnAIndFwdSwine,descARing,firstDestructionSwine,firstDestructionCattle,descARingCattle,descA,firstDestructionRingSwine,firstDestructionRingCattle,firstDestructionDirFwdSwine,firstDestructionDirFwdCattle,firstDestructionIndFwdSwine,firstDestructionIndFwdCattle,firstDestructionDirBackSwine,firstDestructionDirBackCattle,firstDestructionIndBackSwine,firstDestructionIndBackCattle,firstDestructionDetSwine,firstDestructionDetCattle,descARingSwine,desnADirBackSwine,desnAIndFwdCattle,descAIndFwd,descADirFwd,desnADirBackCattle,desnU,descAIniCattle,desnURing,desnUDirFwd,desnUIndFwd,desnUDirBack,desnUIndBack,desnUDet,desnUIni,descAIniSwine,descADetCattle,desnUSwine,desnUCattle,descACattle,descADirBack,desnURingSwine,desnURingCattle,desnUDirFwdSwine,desnUDirFwdCattle,desnUIndFwdSwine,desnUIndFwdCattle,desnUDirBackSwine,desnUDirBackCattle,desnUIndBackSwine,desnUIndBackCattle,desnUDetSwine,desnUDetCattle,desnUIniSwine,desnUIniCattle,descASwine,desnAIniCattle,descADirFwdSwine,desnAIniSwine,descU,descADetSwine,descURing,descUDirFwd,descUIndFwd,descUDirBack,descUIndBack,descUDet,descUIni,descAIndBackCattle,descAIndBackSwine,descUSwine,descUCattle,descADirFwdCattle,desnADetCattle,descURingSwine,descURingCattle,descUDirFwdSwine,descUDirFwdCattle,descUIndFwdSwine,descUIndFwdCattle,descUDirBackSwine,descUDirBackCattle,descUIndBackSwine,descUIndBackCattle,descUDetSwine,descUDetCattle,descUIniSwine,descUIniCattle,descAIni,desnADetSwine,descADet,desnAIndBackCattle,desnA,descADirBackCattle,desnARing,desnADirFwd,desnAIndFwd,desnADirBack,desnAIndBack,desnADet,desnAIni,descADirBackSwine,descAIndFwdCattle,desnASwine,desnACattle,descAIndBack,desnAIndBackSwine,desnARingSwine,desnARingCattle,desnADirFwdSwine,expnU,expcADirSwine,expnUDir,expnUInd,expnUAir,expcAAirCattle,expnUSwine,expnUCattle,expcADirCattle,adqcU,expnUDirSwine,expnUDirCattle,expnUIndSwine,expnUIndCattle,expnUAirSwine,expnUAirCattle,expcASwine,expcAIndSwine,expcU,adqcUAir,expcUDir,expcUInd,expcUAir,expcAAirSwine,expcUSwine,expcUCattle,adqnUAir,adqnU,expcUDirSwine,expcUDirCattle,expcUIndSwine,expcUIndCattle,expcUAirSwine,expcUAirCattle,adqnUDir,expcAAir,expnA,adqcUInd,expnADir,expnAInd,expnAAir,expcAIndCattle,expnASwine,expnACattle,adqnUInd,expcADir,expnADirSwine,expnADirCattle,expnAIndSwine,expnAIndCattle,expnAAirSwine,expnAAirCattle,expcACattle,expcAInd,expcA,adqcUDir,tsdUSusc,tsdULat,tsdUSubc,tsdUClin,tsdUNImm,tsdUVImm,tsdUDest,tsdASusc,tsdALat,tsdASubc,tsdAClin,tsdANImm,tsdAVImm,tsdADest,tsdUSuscSwine,tsdUSuscCattle,tsdULatSwine,tsdULatCattle,tsdUSubcSwine,tsdUSubcCattle,tsdUClinSwine,tsdUClinCattle,tsdUNImmSwine,tsdUNImmCattle,tsdUVImmSwine,tsdUVImmCattle,tsdUDestSwine,tsdUDestCattle,tsdASuscSwine,tsdASuscCattle,tsdALatSwine,tsdALatCattle,tsdASubcSwine,tsdASubcCattle,tsdAClinSwine,tsdAClinCattle,tsdANImmSwine,tsdANImmCattle,tsdAVImmSwine,tsdAVImmCattle,tsdADestSwine,tsdADestCattle,diseaseDuration,deswU,deswUSwine,deswUCattle,deswA,deswASwine,deswACattle,deswUMax,deswUMaxDay,deswAMax,deswAMaxDay,deswUTimeMax,deswUTimeAvg,deswUDaysInQueue,deswADaysInQueue,zoneAreaHighRisk,zoneAreaMediumRisk,zonePerimeterHighRisk,zonePerimeterMediumRisk,numSeparateAreasHighRisk,numSeparateAreasMediumRisk,unitsInZoneHighRisk,unitsInZoneMediumRisk,unitsInZoneBackground,unitsInZoneHighRiskSwine,unitsInZoneHighRiskCattle,unitsInZoneMediumRiskSwine,unitsInZoneMediumRiskCattle,unitsInZoneBackgroundSwine,unitsInZoneBackgroundCattle,unitDaysInZoneHighRisk,unitDaysInZoneMediumRisk,unitDaysInZoneBackground,unitDaysInZoneHighRiskSwine,unitDaysInZoneHighRiskCattle,unitDaysInZoneMediumRiskSwine,unitDaysInZoneMediumRiskCattle,unitDaysInZoneBackgroundSwine,unitDaysInZoneBackgroundCattle,animalDaysInZoneHighRisk,animalDaysInZoneMediumRisk,animalDaysInZoneBackground,animalDaysInZoneHighRiskSwine,animalDaysInZoneHighRiskCattle,animalDaysInZoneMediumRiskSwine,animalDaysInZoneMediumRiskCattle,animalDaysInZoneBackgroundSwine,animalDaysInZoneBackgroundCattle,infnU,firstDetAInf,infnUDir,infnUInd,infnUAir,infnUIni,infnUSwine,infnUCattle,infcAAirCattle,infcADirCattle,infnUDirSwine,infnUDirCattle,infnUIndSwine,infnUIndCattle,infnUAirSwine,infnUAirCattle,infnUIniSwine,infnUIniCattle,infcU,firstDetUInf,infcUDir,infcUInd,infcUAir,infcUIni,infcUSwine,infcUCattle,infcAAirSwine,infcADirSwine,infcUDirSwine,infcUDirCattle,infcUIndSwine,infcUIndCattle,infcUAirSwine,infcUAirCattle,infcUIniSwine,infcUIniCattle,infnA,infcAIniCattle,infnADir,infnAInd,infnAAir,infnAIni,infnASwine,infnACattle,infcAIndCattle,infcAIndSwine,infnADirSwine,infnADirCattle,infnAIndSwine,infnAIndCattle,infnAAirSwine,infnAAirCattle,infnAIniSwine,infnAIniCattle,infcA,infcAIniSwine,infcADir,infcAInd,infcAAir,infcAIni,infcASwine,infcACattle
4,120,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,4.85117e+06,161,30,71,0,262,0,0,17575,161,0,30,0,71,0,6.29399e+06,820723,21292,692,16330,2736,2226,622099,21292,0,34,201,16330,0,2736,0,2226,0,151,622099,93004,1364,58578,9709,24717,0,93004,0,16,4.85117e+06,58578,0,9709,0,24717,0,0,820723,6.29399e+06,15519,3629,24,7,30,267,0,0,1.05899e+06,7010,3286,9612,77930,0,0,132,3497,24,0,7,0,30,0,267,0,0,0,0,0,35164,1.02382e+06,7010,0,3286,0,9612,0,77930,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,474840,0,0,0,0,55200,419640,0,0,1.38819e+08,0,0,0,0,1.59602e+07,1.22859e+08,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,329,,309,20,0,1,329,0,0,92779,309,0,20,0,0,0,1,0,254,0,254,0,0,0,254,0,0,4656,254,0,0,0,0,0,0,0,97435,657,92779,4656,0,657,97435,0
4,121,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,4.90878e+06,165,45,73,0,283,0,0,17788,165,0,45,0,73,0,6.39372e+06,837112,21575,730,16495,2781,2299,647826,21575,0,38,213,16495,0,2781,0,2299,0,155,647826,99722,1384,57606,16389,25727,0,99722,0,20,4.90878e+06,57606,0,16389,0,25727,0,0,837112,6.39372e+06,15674,3627,23,3,36,268,0,0,1.05873e+06,6056,1208,12832,77996,0,0,130,3497,23,0,3,0,36,0,268,0,0,0,0,0,34910,1.02382e+06,6056,0,1208,0,12832,0,77996,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,478797,0,0,0,0,55660,423137,0,0,1.39976e+08,0,0,0,0,1.60932e+07,1.23883e+08,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,331,,311,20,0,1,331,0,0,94000,311,0,20,0,0,0,1,0,1221,0,1221,0,0,0,1221,0,0,4656,1221,0,0,0,0,0,0,0,98656,657,94000,4656,0,657,98656,0
4,122,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,4.96604e+06,168,35,77,0,280,0,0,17998,168,0,35,0,77,0,6.48703e+06,845877,21855,765,16663,2816,2376,675110,21855,0,35,210,16663,0,2816,0,2376,0,153,675110,93311,1406,57262,8765,27284,0,93311,0,22,4.96604e+06,57262,0,8765,0,27284,0,0,845877,6.48703e+06,15827,3625,22,3,39,268,0,0,1.05751e+06,7052,225,14040,77996,0,0,128,3497,22,0,3,0,39,0,268,0,0,0,0,0,33689,1.02382e+06,7052,0,225,0,14040,0,77996,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,482754,0,0,0,0,56120,426634,0,0,1.41133e+08,0,0,0,0,1.62262e+07,1.24907e+08,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,333,,313,20,0,1,333,0,0,94770,313,0,20,0,0,0,1,0,770,0,770,0,0,0,770,0,0,4656,770,0,0,0,0,0,0,0,99426,657,94770,4656,0,657,99426,0
4,123,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,5.02969e+06,177,40,77,0,294,0,0,18216,177,0,40,0,77,0,6.59152e+06,859168,22149,797,16840,2856,2453,702664,22149,0,32,218,16840,0,2856,0,2453,0,167,702664,104497,1425,63652,13291,27554,0,104497,0,19,5.02969e+06,63652,0,13291,0,27554,0,0,859168,6.59152e+06,15994,3623,20,4,40,270,0,0,1.05674e+06,6560,1262,13121,79140,0,0,126,3497,20,0,4,0,40,0,270,0,0,0,0,0,32919,1.02382e+06,6560,0,1262,0,13121,0,79140,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,486711,0,0,0,0,56580,430131,0,0,1.4229e+08,0,0,0,0,1.63592e+07,1.2593e+08,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,334,,314,20,0,1,334,0,0,94964,314,0,20,0,0,0,1,0,194,0,194,0,0,0,194,0,0,4656,194,0,0,0,0,0,0,0,99620,657,94964,4656,0,657,99620,0
4,124,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,5.08686e+06,151,55,81,0,287,0,0,18422,151,0,55,0,81,0,6.69638e+06,876811,22436,832,16991,2911,2534,732713,22436,0,35,206,16991,0,2911,0,2534,0,147,732713,104858,1449,57166,17643,30049,0,104858,0,24,5.08686e+06,57166,0,17643,0,30049,0,0,876811,6.69638e+06,16141,3622,17,4,42,272,0,0,1.05655e+06,4801,1953,14004,79519,0,0,125,3497,17,0,4,0,42,0,272,0,0,0,0,0,32725,1.02382e+06,4801,0,1953,0,14004,0,79519,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,490668,0,0,0,0,57040,433628,0,0,1.43446e+08,0,0,0,0,1.64922e+07,1.26954e+08,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,336,,316,20,0,1,336,0,0,95195,316,0,20,0,0,0,1,0,231,0,231,0,0,0,231,0,0,4656,231,0,0,0,0,0,0,0,99851,657,95195,4656,0,657,99851,0
4,125,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,5.13707e+06,148,43,79,0,270,0,0,18625,148,0,43,0,79,0,6.79199e+06,892311,22706,872,17139,2954,2613,762609,22706,0,40,203,17139,0,2954,0,2613,0,143,762609,95610,1469,50214,15500,29896,0,95610,0,20,5.13707e+06,50214,0,15500,0,29896,0,0,892311,6.79199e+06,16284,3620,15,5,44,273,0,0,1.05632e+06,3632,1476,15048,80352,0,0,123,3497,15,0,5,0,44,0,273,0,0,0,0,0,32494,1.02382e+06,3632,0,1476,0,15048,0,80352,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,494625,0,0,0,0,57500,437125,0,0,1.44603e+08,0,0,0,0,1.66252e+07,1.27978e+08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,,316,20,0,1,336,0,0,95195,316,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4656,0,0,0,0,0,0,0,0,99851,657,95195,4656,0,657,99851,0
4,126,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,5.19007e+06,149,32,68,0,249,0,0,18817,149,0,32,0,68,0,6.88209e+06,902484,22955,904,17288,2986,2681,789537,22955,0,32,192,17288,0,2986,0,2681,0,141,789537,90100,1488,52999,10173,26928,0,90100,0,19,5.19007e+06,52999,0,10173,0,26928,0,0,902484,6.88209e+06,16425,3620,13,2,42,280,0,0,1.05632e+06,3361,271,15367,81509,0,0,123,3497,13,0,2,0,42,0,280,0,0,0,0,0,32494,1.02382e+06,3361,0,271,0,15367,0,81509,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,498582,0,0,0,0,57960,440622,0,0,1.4576e+08,0,0,0,0,1.67583e+07,1.29002e+08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,,316,20,0,1,336,0,0,95195,316,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4656,0,0,0,0,0,0,0,0,99851,657,95195,4656,0,657,99851,0
4,127,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,5.23491e+06,128,40,59,0,227,0,0,18979,128,0,40,0,59,0,6.96471e+06,916401,23182,927,17416,3026,2740,813399,23182,0,23,162,17416,0,3026,0,2740,0,120,813399,82621,1507,44842,13917,23862,0,82621,0,19,5.23491e+06,44842,0,13917,0,23862,0,0,916401,6.96471e+06,16545,3620,13,0,39,285,0,0,1.05632e+06,3361,0,13015,84132,0,0,123,3497,13,0,0,0,39,0,285,0,0,0,0,0,32494,1.02382e+06,3361,0,0,0,13015,0,84132,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,502539,0,0,0,0,58420,444119,0,0,1.46917e+08,0,0,0,0,1.68913e+07,1.30026e+08,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,337,,317,20,0,1,337,0,0,95426,317,0,20,0,0,0,1,0,231,0,231,0,0,0,231,0,0,4656,231,0,0,0,0,0,0,0,100082,657,95426,4656,0,657,100082,0
4,128,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,5.28991e+06,128,45,48,0,221,0,0,19151,128,0,45,0,48,0,7.05565e+06,931377,23403,951,17544,3071,2788,834362,23403,0,24,172,17544,0,3071,0,2788,0,124,834362,90939,1531,55000,14976,20963,0,90939,0,24,5.28991e+06,55000,0,14976,0,20963,0,0,931377,7.05565e+06,16669,3619,12,2,34,290,0,0,1.05609e+06,3139,453,11360,85787,0,0,122,3497,12,0,2,0,34,0,290,0,0,0,0,0,32263,1.02382e+06,3139,0,453,0,11360,0,85787,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,506496,0,0,0,0,58880,447616,0,0,1.48074e+08,0,0,0,0,1.70243e+07,1.31049e+08,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,338,,318,20,0,1,338,0,0,96346,318,0,20,0,0,0,1,0,920,0,920,0,0,0,920,0,0,4656,920,0,0,0,0,0,0,0,101002,657,96346,4656,0,657,101002,0
4,129,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,5.32147e+06,102,29,36,0,167,0,0,19277,102,0,29,0,36,0,7.11462e+06,942257,23570,964,17646,3100,2824,850888,23570,0,13,126,17646,0,3100,0,2824,0,97,850888,58966,1547,31560,10880,16526,0,58966,0,16,5.32147e+06,31560,0,10880,0,16526,0,0,942257,7.11462e+06,16766,3618,12,1,30,296,0,0,1.05517e+06,3960,99,9306,88294,0,0,121,3497,12,0,1,0,30,0,296,0,0,0,0,0,31343,1.02382e+06,3960,0,99,0,9306,0,88294,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,510453,0,0,0,0,59340,451113,0,0,1.49231e+08,0,0,0,0,1.71573e+07,1.32073e+08,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,339,,319,20,0,1,339,0,0,96986,319,0,20,0,0,0,1,0,640,0,640,0,0,0,640,0,0,4656,640,0,0,0,0,0,0,0,101642,657,96986,4656,0,657,101642,0
4,130,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,5.36439e+06,105,22,20,0,147,0,0,19394,105,0,22,0,20,0,7.17475e+06,949581,23717,972,17751,3122,2844,860778,23717,0,8,117,17751,0,3122,0,2844,0,97,860778,60132,1559,42918,7324,9890,0,60132,0,12,5.36439e+06,42918,0,7324,0,9890,0,0,949581,7.17475e+06,16863,3617,13,0,25,302,0,0,1.05453e+06,4600,0,7905,89794,0,0,120,3497,13,0,0,0,25,0,302,0,0,0,0,0,30703,1.02382e+06,4600,0,0,0,7905,0,89794,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,514410,0,0,0,0,59800,454610,0,0,1.50387e+08,0,0,0,0,1.72903e+07,1.33097e+08,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,341,,321,20,0,1,341,0,0,97302,321,0,20,0,0,0,1,0,316,0,316,0,0,0,316,0,0,4656,316,0,0,0,0,0,0,0,101958,657,97302,4656,0,657,101958,0
4,131,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5.39537e+06,83,19,17,0,119,0,0,19489,83,0,19,0,17,0,7.21942e+06,955876,23836,977,17834,3141,2861,868176,23836,0,5,95,17834,0,3141,0,2861,0,80,868176,44670,1569,30977,6295,7398,0,44670,0,10,5.39537e+06,30977,0,6295,0,7398,0,0,955876,7.21942e+06,16943,3615,14,1,21,306,0,0,1.05421e+06,4777,139,6321,91378,0,0,118,3497,14,0,1,0,21,0,306,0,0,0,0,0,30387,1.02382e+06,4777,0,139,0,6321,0,91378,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,518367,0,0,0,0,60260,458107,0,0,1.51544e+08,0,0,0,0,1.74233e+07,1.34121e+08,3,,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,344,,324,20,0,1,344,0,0,98246,324,0,20,0,0,0,1,0,944,0,944,0,0,0,944,0,0,4656,944,0,0,0,0,0,0,0,102902,657,98246,4656,0,657,102902,0
4,132,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,5.43273e+06,96,17,14,0,127,0,0,19597,96,0,17,0,14,0,7.2685e+06,960515,23963,984,17930,3158,2875,875253,23963,0,7,108,17930,0,3158,0,2875,0,91,875253,49076,1579,37360,4639,7077,0,49076,0,10,5.43273e+06,37360,0,4639,0,7077,0,0,960515,7.2685e+06,17034,3612,17,1,17,310,0,0,1.05327e+06,5721,139,5170,92529,0,0,115,3497,17,0,1,0,17,0,310,0,0,0,0,0,29443,1.02382e+06,5721,0,139,0,5170,0,92529,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,522324,0,0,0,0,60720,461604,0,0,1.52701e+08,0,0,0,0,1.75563e+07,1.35145e+08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,,324,20,0,1,344,0,0,98246,324,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4656,0,0,0,0,0,0,0,0,102902,657,98246,4656,0,657,102902,0
4,133,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5.46522e+06,94,15,9,0,118,0,0,19697,94,0,15,0,9,0,7.313e+06,967181,24081,988,18024,3173,2884,880594,24081,0,4,100,18024,0,3173,0,2884,0,88,880594,44499,1587,32492,6666,5341,0,44499,0,8,5.46522e+06,32492,0,6666,0,5341,0,0,967181,7.313e+06,17122,3612,13,4,16,312,0,0,1.05327e+06,4512,1209,4458,93380,0,0,115,3497,13,0,4,0,16,0,312,0,0,0,0,0,29443,1.02382e+06,4512,0,1209,0,4458,0,93380,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,526281,0,0,0,0,61180,465101,0,0,1.53858e+08,0,0,0,0,1.76893e+07,1.36169e+08,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,346,,326,20,0,1,346,0,0,98626,326,0,20,0,0,0,1,0,380,0,380,0,0,0,380,0,0,4656,380,0,0,0,0,0,0,0,103282,657,98626,4656,0,657,103282,0
4,134,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5.48945e+06,71,18,7,0,96,0,0,19778,71,0,18,0,7,0,7.34809e+06,974308,24177,992,18095,3191,2891,884328,24177,0,4,81,18095,0,3191,0,2891,0,69,884328,35095,1595,24234,7127,3734,0,35095,0,8,5.48945e+06,24234,0,7127,0,3734,0,0,974308,7.34809e+06,17191,3610,12,2,19,314,0,0,1.05289e+06,3716,1059,5582,93582,0,0,113,3497,12,0,2,0,19,0,314,0,0,0,0,0,29063,1.02382e+06,3716,0,1059,0,5582,0,93582,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,530238,0,0,0,0,61640,468598,0,0,1.55015e+08,0,0,0,0,1.78223e+07,1.37192e+08,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,348,,328,20,0,1,348,0,0,98921,328,0,20,0,0,0,1,0,295,0,295,0,0,0,295,0,0,4656,295,0,0,0,0,0,0,0,103577,657,98921,4656,0,657,103577,0
