LOG: HEADERS:
Run,Day,outbreakDuration,versionMajor,versionMinor,versionRelease,destrOccurred,firstDestruction,desnADirFwdCattle,firstDestructionRing,firstDestructionDirFwd,firstDestructionIndFwd,firstDestructionDirBack,firstDestructionIndBack,firstDestructionDet,descAIndFwdSwine,desnAIndFwdSwine,descARing,firstDestructionSwine,firstDestructionCattle,descARingCattle,descA,firstDestructionRingSwine,firstDestructionRingCattle,firstDestructionDirFwdSwine,firstDestructionDirFwdCattle,firstDestructionIndFwdSwine,firstDestructionIndFwdCattle,firstDestructionDirBackSwine,firstDestructionDirBackCattle,firstDestructionIndBackSwine,firstDestructionIndBackCattle,firstDestructionDetSwine,firstDestructionDetCattle,descARingSwine,desnADirBackSwine,desnAIndFwdCattle,descAIndFwd,descADirFwd,desnADirBackCattle,desnU,descAIniCattle,desnURing,desnUDirFwd,desnUIndFwd,desnUDirBack,desnUIndBack,desnUDet,desnUIni,descAIniSwine,descADetCattle,desnUSwine,desnUCattle,descACattle,descADirBack,desnURingSwine,desnURingCattle,desnUDirFwdSwine,desnUDirFwdCattle,desnUIndFwdSwine,desnUIndFwdCattle,desnUDirBackSwine,desnUDirBackCattle,desnUIndBackSwine,desnUIndBackCattle,desnUDetSwine,desnUDetCattle,desnUIniSwine,desnUIniCattle,descASwine,desnAIniCattle,descADirFwdSwine,desnAIniSwine,descU,descADetSwine,descURing,descUDirFwd,descUIndFwd,descUDirBack,descUIndBack,descUDet,descUIni,descAIndBackCattle,descAIndBackSwine,descUSwine,descUCattle,descADirFwdCattle,desnADetCattle,descURingSwine,descURingCattle,descUDirFwdSwine,descUDirFwdCattle,descUIndFwdSwine,descUIndFwdCattle,descUDirBackSwine,descUDirBackCattle,descUIndBackSwine,descUIndBackCattle,descUDetSwine,descUDetCattle,descUIniSwine,descUIniCattle,descAIni,desnADetSwine,descADet,desnAIndBackCattle,desnA,descADirBackCattle,desnARing,desnADirFwd,desnAIndFwd,desnADirBack,desnAIndBack,desnADet,desnAIni,descADirBackSwine,descAIndFwdCattle,desnASwine,desnACattle,descAIndBack,desnAIndBackSwine,desnARingSwine,desnARingCattle,desnADirFwdSwine,expnU,expcADirSwine,expnUDir,expnUInd,expnUAir,expcAAirCattle,expnUSwine,expnUCattle,expcADirCattle,adqcU,expnUDirSwine,expnUDirCattle,expnUIndSwine,expnUIndCattle,expnUAirSwine,expnUAirCattle,expcASwine,expcAIndSwine,expcU,adqcUAir,expcUDir,expcUInd,expcUAir,expcAAirSwine,expcUSwine,expcUCattle,adqnUAir,adqnU,expcUDirSwine,expcUDirCattle,expcUIndSwine,expcUIndCattle,expcUAirSwine,expcUAirCattle,adqnUDir,expcAAir,expnA,adqcUInd,expnADir,expnAInd,expnAAir,expcAIndCattle,expnASwine,expnACattle,adqnUInd,expcADir,expnADirSwine,expnADirCattle,expnAIndSwine,expnAIndCattle,expnAAirSwine,expnAAirCattle,expcACattle,expcAInd,expcA,adqcUDir,tsdUSusc,tsdULat,tsdUSubc,tsdUClin,tsdUNImm,tsdUVImm,tsdUDest,tsdASusc,tsdALat,tsdASubc,tsdAClin,tsdANImm,tsdAVImm,tsdADest,tsdUSuscSwine,tsdUSuscCattle,tsdULatSwine,tsdULatCattle,tsdUSubcSwine,tsdUSubcCattle,tsdUClinSwine,tsdUClinCattle,tsdUNImmSwine,tsdUNImmCattle,tsdUVImmSwine,tsdUVImmCattle,tsdUDestSwine,tsdUDestCattle,tsdASuscSwine,tsdASuscCattle,tsdALatSwine,tsdALatCattle,tsdASubcSwine,tsdASubcCattle,tsdAClinSwine,tsdAClinCattle,tsdANImmSwine,tsdANImmCattle,tsdAVImmSwine,tsdAVImmCattle,tsdADestSwine,tsdADestCattle,diseaseDuration,deswU,deswUSwine,deswUCattle,deswA,deswASwine,deswACattle,deswUMax,deswUMaxDay,deswAMax,deswAMaxDay,deswUTimeMax,deswUTimeAvg,deswUDaysInQueue,deswADaysInQueue,zoneAreaHighRisk,zoneAreaMediumRisk,zonePerimeterHighRisk,zonePerimeterMediumRisk,numSeparateAreasHighRisk,numSeparateAreasMediumRisk,unitsInZoneHighRisk,unitsInZoneMediumRisk,unitsInZoneBackground,unitsInZoneHighRiskSwine,unitsInZoneHighRiskCattle,unitsInZoneMediumRiskSwine,unitsInZoneMediumRiskCattle,unitsInZoneBackgroundSwine,unitsInZoneBackgroundCattle,unitDaysInZoneHighRisk,unitDaysInZoneMediumRisk,unitDaysInZoneBackground,unitDaysInZoneHighRiskSwine,unitDaysInZoneHighRiskCattle,unitDaysInZoneMediumRiskSwine,unitDaysInZoneMediumRiskCattle,unitDaysInZoneBackgroundSwine,unitDaysInZoneBackgroundCattle,animalDaysInZoneHighRisk,animalDaysInZoneMediumRisk,animalDaysInZoneBackground,animalDaysInZoneHighRiskSwine,animalDaysInZoneHighRiskCattle,animalDaysInZoneMediumRiskSwine,animalDaysInZoneMediumRiskCattle,animalDaysInZoneBackgroundSwine,animalDaysInZoneBackgroundCattle,infnU,firstDetAInf,infnUDir,infnUInd,infnUAir,infnUIni,infnUSwine,infnUCattle,infcAAirCattle,infcADirCattle,infnUDirSwine,infnUDirCattle,infnUIndSwine,infnUIndCattle,infnUAirSwine,infnUAirCattle,infnUIniSwine,infnUIniCattle,infcU,firstDetUInf,infcUDir,infcUInd,infcUAir,infcUIni,infcUSwine,infcUCattle,infcAAirSwine,infcADirSwine,infcUDirSwine,infcUDirCattle,infcUIndSwine,infcUIndCattle,infcUAirSwine,infcUAirCattle,infcUIniSwine,infcUIniCattle,infnA,infcAIniCattle,infnADir,infnAInd,infnAAir,infnAIni,infnASwine,infnACattle,infcAIndCattle,infcAIndSwine,infnADirSwine,infnADirCattle,infnAIndSwine,infnAIndCattle,infnAAirSwine,infnAAirCattle,infnAIniSwine,infnAIniCattle,infcA,infcAIniSwine,infcADir,infcAInd,infcAAir,infcAIni,infcASwine,infcACattle
4,51,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1.19485e+06,148,20,19,0,187,0,0,4974,148,0,20,0,19,0,1.53568e+06,176427,5957,185,4702,691,564,164397,5957,0,6,156,4702,0,691,0,564,0,138,164397,54471,338,44860,5201,4410,0,54471,0,12,1.19485e+06,44860,0,5201,0,4410,0,0,176427,1.53568e+06,4451,3836,35,4,21,61,0,0,1.1231e+06,11139,1221,4750,16611,0,0,339,3497,35,0,4,0,21,0,61,0,0,0,0,0,99281,1.02382e+06,11139,0,1221,0,4750,0,16611,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,201807,0,0,0,0,23460,178347,0,0,5.89981e+07,0,0,0,0,6.7831e+06,5.2215e+07,5,,4,1,0,0,5,0,0,0,4,0,1,0,0,0,0,0,125,,118,7,0,1,125,0,0,32970,118,0,7,0,0,0,1,0,1629,0,1122,507,0,0,1629,0,0,1723,1122,0,507,0,0,0,0,0,34693,657,32970,1723,0,657,34693,0
4,52,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1.24069e+06,183,27,20,0,230,0,0,5166,183,0,27,0,20,0,1.59338e+06,183814,6187,189,4885,718,584,168877,6187,0,4,192,4885,0,718,0,584,0,174,168877,57706,352,45839,7387,4480,0,57706,0,14,1.24069e+06,45839,0,7387,0,4480,0,0,183814,1.59338e+06,4625,3831,37,3,25,61,0,0,1.12148e+06,10465,2303,5971,16611,0,0,334,3497,37,0,3,0,25,0,61,0,0,0,0,0,97652,1.02382e+06,10465,0,2303,0,5971,0,16611,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,205764,0,0,0,0,23920,181844,0,0,6.0155e+07,0,0,0,0,6.9161e+06,5.32388e+07,11,,10,1,0,0,11,0,0,0,10,0,1,0,0,0,0,0,136,,128,8,0,1,136,0,0,35530,128,0,8,0,0,0,1,0,2760,0,2560,200,0,0,2760,0,0,1923,2560,0,200,0,0,0,0,0,37453,657,35530,1923,0,657,37453,0
4,53,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,1.29812e+06,205,26,21,0,252,0,0,5377,205,0,26,0,21,0,1.66496e+06,191838,6439,195,5090,744,605,174999,6439,0,6,211,5090,0,744,0,605,0,193,174999,71572,364,57426,8024,6122,0,71572,0,12,1.29812e+06,57426,0,8024,0,6122,0,0,191838,1.66496e+06,4818,3820,45,5,24,63,0,0,1.11872e+06,12453,2100,6625,16932,0,0,323,3497,45,0,5,0,24,0,63,0,0,0,0,0,94892,1.02382e+06,12453,0,2100,0,6625,0,16932,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,209721,0,0,0,0,24380,185341,0,0,6.13118e+07,0,0,0,0,7.04911e+06,5.42627e+07,5,,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,141,,133,8,0,1,141,0,0,36727,133,0,8,0,0,0,1,0,1197,0,1197,0,0,0,1197,0,0,1923,1197,0,0,0,0,0,0,0,38650,657,36727,1923,0,657,38650,0
4,54,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,1.35247e+06,209,32,20,0,261,0,0,5600,209,0,32,0,20,0,1.735e+06,201536,6700,201,5299,776,625,180992,6700,0,6,223,5299,0,776,0,625,0,199,180992,70043,382,54352,9698,5993,0,70043,0,18,1.35247e+06,54352,0,9698,0,5993,0,0,201536,1.735e+06,5017,3815,48,2,27,65,0,0,1.11752e+06,13073,577,8501,17156,0,0,318,3497,48,0,2,0,27,0,65,0,0,0,0,0,93695,1.02382e+06,13073,0,577,0,8501,0,17156,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,213678,0,0,0,0,24840,188838,0,0,6.24686e+07,0,0,0,0,7.18211e+06,5.52865e+07,7,,5,2,0,0,7,0,0,0,5,0,2,0,0,0,0,0,148,,138,10,0,1,148,0,0,39562,138,0,10,0,0,0,1,0,3057,0,2835,222,0,0,3057,0,0,2145,2835,0,222,0,0,0,0,0,41707,657,39562,2145,0,657,41707,0
4,55,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,1.422e+06,234,27,18,0,279,0,0,5837,234,0,27,0,18,0,1.81628e+06,207689,6979,204,5533,803,643,186589,6979,0,3,237,5533,0,803,0,643,0,220,186589,81280,396,69530,6153,5597,0,81280,0,14,1.422e+06,69530,0,6153,0,5597,0,0,207689,1.81628e+06,5237,3808,54,1,25,69,0,0,1.11446e+06,16112,18,8217,18017,0,0,311,3497,54,0,1,0,25,0,69,0,0,0,0,0,90638,1.02382e+06,16112,0,18,0,8217,0,18017,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,217635,0,0,0,0,25300,192335,0,0,6.36254e+07,0,0,0,0,7.31511e+06,5.63103e+07,7,,7,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,155,,145,10,0,1,155,0,0,42020,145,0,10,0,0,0,1,0,2458,0,2458,0,0,0,2458,0,0,2145,2458,0,0,0,0,0,0,0,44165,657,42020,2145,0,657,44165,0
4,56,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,1.49108e+06,220,25,20,0,265,0,0,6063,220,0,25,0,20,0,1.89735e+06,214010,7244,208,5753,828,663,192255,7244,0,4,226,5753,0,828,0,663,0,211,192255,81070,407,69083,6321,5666,0,81070,0,11,1.49108e+06,69083,0,6321,0,5666,0,0,214010,1.89735e+06,5448,3801,58,3,26,69,0,0,1.112e+06,17401,1169,8235,18017,0,0,304,3497,58,0,3,0,26,0,69,0,0,0,0,0,88180,1.02382e+06,17401,0,1169,0,8235,0,18017,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,221592,0,0,0,0,25760,195832,0,0,6.47823e+07,0,0,0,0,7.44811e+06,5.73341e+07,5,,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,160,,150,10,0,1,160,0,0,44539,150,0,10,0,0,0,1,0,2519,0,2519,0,0,0,2519,0,0,2145,2519,0,0,0,0,0,0,0,46684,657,44539,2145,0,657,46684,0
4,57,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,1.5605e+06,215,35,19,0,269,0,0,6286,215,0,35,0,19,0,1.98202e+06,223936,7513,210,5968,863,682,197578,7513,0,2,223,5968,0,863,0,682,0,202,197578,84669,426,69420,9926,5323,0,84669,0,19,1.5605e+06,69420,0,9926,0,5323,0,0,223936,1.98202e+06,5650,3796,62,2,27,70,0,0,1.10948e+06,19791,1023,8454,18073,0,0,299,3497,62,0,2,0,27,0,70,0,0,0,0,0,85661,1.02382e+06,19791,0,1023,0,8454,0,18073,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,225549,0,0,0,0,26220,199329,0,0,6.59391e+07,0,0,0,0,7.58111e+06,5.8358e+07,5,,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,165,,155,10,0,1,165,0,0,45575,155,0,10,0,0,0,1,0,1036,0,1036,0,0,0,1036,0,0,2145,1036,0,0,0,0,0,0,0,47720,657,45575,2145,0,657,47720,0
4,58,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,1.63054e+06,227,23,17,0,267,0,0,6521,227,0,23,0,17,0,2.06515e+06,232553,7780,215,6195,886,699,202064,7780,0,5,235,6195,0,886,0,699,0,218,202064,83134,438,70031,8617,4486,0,83134,0,12,1.63054e+06,70031,0,8617,0,4486,0,0,232553,2.06515e+06,5868,3791,65,2,25,74,0,0,1.10845e+06,20566,261,8383,19167,0,0,294,3497,65,0,2,0,25,0,74,0,0,0,0,0,84625,1.02382e+06,20566,0,261,0,8383,0,19167,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,229506,0,0,0,0,26680,202826,0,0,6.70959e+07,0,0,0,0,7.71412e+06,5.93818e+07,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,169,,159,10,0,1,169,0,0,47158,159,0,10,0,0,0,1,0,1583,0,1583,0,0,0,1583,0,0,2145,1583,0,0,0,0,0,0,0,49303,657,47158,2145,0,657,49303,0
4,59,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,1.72189e+06,260,29,14,0,303,0,0,6783,260,0,29,0,14,0,2.16876e+06,240658,8083,220,6455,915,713,206203,8083,0,5,262,6455,0,915,0,713,0,242,206203,103603,453,91359,8105,4139,0,103603,0,15,1.72189e+06,91359,0,8105,0,4139,0,0,240658,2.16876e+06,6110,3787,68,1,24,77,0,0,1.10687e+06,21960,121,8425,19454,0,0,290,3497,68,0,1,0,24,0,77,0,0,0,0,0,83042,1.02382e+06,21960,0,121,0,8425,0,19454,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,233463,0,0,0,0,27140,206323,0,0,6.82527e+07,0,0,0,0,7.84712e+06,6.04056e+07,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,173,,163,10,0,1,173,0,0,47677,163,0,10,0,0,0,1,0,519,0,519,0,0,0,519,0,0,2145,519,0,0,0,0,0,0,0,49822,657,47677,2145,0,657,49822,0
4,60,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1.8093e+06,255,27,19,0,301,0,0,7041,255,0,27,0,19,0,2.26559e+06,245971,8384,226,6710,942,732,210314,8384,0,6,258,6710,0,942,0,732,0,241,210314,96831,464,87407,5313,4111,0,96831,0,11,1.8093e+06,87407,0,5313,0,4111,0,0,245971,2.26559e+06,6351,3783,66,6,21,81,0,0,1.10635e+06,21245,1234,7680,20320,0,0,286,3497,66,0,6,0,21,0,81,0,0,0,0,0,82523,1.02382e+06,21245,0,1234,0,7680,0,20320,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,237420,0,0,0,0,27600,209820,0,0,6.94096e+07,0,0,0,0,7.98012e+06,6.14294e+07,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,177,,167,10,0,1,177,0,0,48297,167,0,10,0,0,0,1,0,620,0,620,0,0,0,620,0,0,2145,620,0,0,0,0,0,0,0,50442,657,48297,2145,0,657,50442,0
4,61,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,1.89231e+06,258,31,25,0,314,0,0,7306,258,0,31,0,25,0,2.36435e+06,257049,8698,230,6968,973,757,214993,8698,0,4,265,6968,0,973,0,757,0,243,214993,98763,482,83006,11078,4679,0,98763,0,18,1.89231e+06,83006,0,11078,0,4679,0,0,257049,2.36435e+06,6594,3779,64,6,25,83,0,0,1.10573e+06,19713,2152,8170,21064,0,0,282,3497,64,0,6,0,25,0,83,0,0,0,0,0,81903,1.02382e+06,19713,0,2152,0,8170,0,21064,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,241377,0,0,0,0,28060,213317,0,0,7.05664e+07,0,0,0,0,8.11312e+06,6.24533e+07,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,181,,171,10,0,1,181,0,0,49521,171,0,10,0,0,0,1,0,1224,0,1224,0,0,0,1224,0,0,2145,1224,0,0,0,0,0,0,0,51666,657,49521,2145,0,657,51666,0
4,62,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,1.97505e+06,243,30,31,0,304,0,0,7554,243,0,30,0,31,0,2.46164e+06,265440,9002,237,7211,1003,788,221154,9002,0,7,248,7211,0,1003,0,788,0,231,221154,97293,492,82741,8391,6161,0,97293,0,10,1.97505e+06,82741,0,8391,0,6161,0,0,265440,2.46164e+06,6825,3775,59,7,29,87,0,0,1.1045e+06,19452,1128,8654,23089,0,0,278,3497,59,0,7,0,29,0,87,0,0,0,0,0,80679,1.02382e+06,19452,0,1128,0,8654,0,23089,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,245334,0,0,0,0,28520,216814,0,0,7.17232e+07,0,0,0,0,8.24612e+06,6.34771e+07,3,,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,184,,174,10,0,1,184,0,0,50008,174,0,10,0,0,0,1,0,487,0,487,0,0,0,487,0,0,2145,487,0,0,0,0,0,0,0,52153,657,50008,2145,0,657,52153,0
4,63,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,2.04981e+06,220,35,34,0,289,0,0,7788,220,0,35,0,34,0,2.55481e+06,277055,9291,240,7431,1038,822,227947,9291,0,3,234,7431,0,1038,0,822,0,213,227947,93169,510,74761,11615,6793,0,93169,0,18,2.04981e+06,74761,0,11615,0,6793,0,0,277055,2.55481e+06,7038,3772,55,8,33,89,0,0,1.10402e+06,17703,2279,8775,24053,0,0,275,3497,55,0,8,0,33,0,89,0,0,0,0,0,80192,1.02382e+06,17703,0,2279,0,8775,0,24053,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,249291,0,0,0,0,28980,220311,0,0,7.288e+07,0,0,0,0,8.37913e+06,6.45009e+07,7,,7,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,191,,181,10,0,1,191,0,0,51681,181,0,10,0,0,0,1,0,1673,0,1673,0,0,0,1673,0,0,2145,1673,0,0,0,0,0,0,0,53826,657,51681,2145,0,657,53826,0
4,64,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,2.14383e+06,272,45,35,0,352,0,0,8078,272,0,45,0,35,0,2.67086e+06,291443,9643,254,7703,1083,857,235582,9643,0,14,290,7703,0,1083,0,857,0,256,235582,116047,530,94024,14388,7635,0,116047,0,20,2.14383e+06,94024,0,14388,0,7635,0,0,291443,2.67086e+06,7294,3765,56,7,39,90,0,0,1.10234e+06,16494,2449,11419,24121,0,0,268,3497,56,0,7,0,39,0,90,0,0,0,0,0,78519,1.02382e+06,16494,0,2449,0,11419,0,24121,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,253248,0,0,0,0,29440,223808,0,0,7.40369e+07,0,0,0,0,8.51213e+06,6.55247e+07,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,195,,185,10,0,1,195,0,0,52759,185,0,10,0,0,0,1,0,1078,0,1078,0,0,0,1078,0,0,2145,1078,0,0,0,0,0,0,0,54904,657,52759,2145,0,657,54904,0
4,65,,3,5,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,2.23256e+06,255,44,38,0,337,0,0,8359,255,0,44,0,38,0,2.78015e+06,304776,9980,264,7958,1127,895,242813,9980,0,10,281,7958,0,1127,0,895,0,246,242813,109290,555,88726,13333,7231,0,109290,0,25,2.23256e+06,88726,0,13333,0,7231,0,0,304776,2.78015e+06,7540,3761,56,3,43,94,0,0,1.10126e+06,17025,270,13240,25026,0,0,264,3497,56,0,3,0,43,0,94,0,0,0,0,0,77441,1.02382e+06,17025,0,270,0,13240,0,25026,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,257205,0,0,0,0,29900,227305,0,0,7.51937e+07,0,0,0,0,8.64513e+06,6.65486e+07,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,197,,187,10,0,1,197,0,0,53767,187,0,10,0,0,0,1,0,1008,0,1008,0,0,0,1008,0,0,2145,1008,0,0,0,0,0,0,0,55912,657,53767,2145,0,657,55912,0
