LOG: HEADERS:
Run,Day,outbreakDuration,versionMajor,versionMinor,versionRelease,infnU,firstDetAInf,infnUDir,infnUInd,infnUAir,infnUIni,infnUSwine,infnUCattle,infcAAirCattle,infcADirCattle,infnUDirSwine,infnUDirCattle,infnUIndSwine,infnUIndCattle,infnUAirSwine,infnUAirCattle,infnUIniSwine,infnUIniCattle,infcU,firstDetUInf,infcUDir,infcUInd,infcUAir,infcUIni,infcUSwine,infcUCattle,infcAAirSwine,infcADirSwine,infcUDirSwine,infcUDirCattle,infcUIndSwine,infcUIndCattle,infcUAirSwine,infcUAirCattle,infcUIniSwine,infcUIniCattle,infnA,infcAIniCattle,infnADir,infnAInd,infnAAir,infnAIni,infnASwine,infnACattle,infcAIndCattle,infcAIndSwine,infnADirSwine,infnADirCattle,infnAIndSwine,infnAIndCattle,infnAAirSwine,infnAAirCattle,infnAIniSwine,infnAIniCattle,infcA,infcAIniSwine,infcADir,infcAInd,infcAAir,infcAIni,infcASwine,infcACattle,expnU,expcADirSwine,expnUDir,expnUInd,expnUAir,expcAAirCattle,expnUSwine,expnUCattle,expcADirCattle,adqcU,expnUDirSwine,expnUDirCattle,expnUIndSwine,expnUIndCattle,expnUAirSwine,expnUAirCattle,expcASwine,expcAIndSwine,expcU,adqcUAir,expcUDir,expcUInd,expcUAir,expcAAirSwine,expcUSwine,expcUCattle,adqnUAir,adqnU,expcUDirSwine,expcUDirCattle,expcUIndSwine,expcUIndCattle,expcUAirSwine,expcUAirCattle,adqnUDir,expcAAir,expnA,adqcUInd,expnADir,expnAInd,expnAAir,expcAIndCattle,expnASwine,expnACattle,adqnUInd,expcADir,expnADirSwine,expnADirCattle,expnAIndSwine,expnAIndCattle,expnAAirSwine,expnAAirCattle,expcACattle,expcAInd,expcA,adqcUDir,zoneAreaHighRisk,zoneAreaMediumRisk,zonePerimeterHighRisk,zonePerimeterMediumRisk,numSeparateAreasHighRisk,numSeparateAreasMediumRisk,unitsInZoneHighRisk,unitsInZoneMediumRisk,unitsInZoneBackground,unitsInZoneHighRiskSwine,unitsInZoneHighRiskCattle,unitsInZoneMediumRiskSwine,unitsInZoneMediumRiskCattle,unitsInZoneBackgroundSwine,unitsInZoneBackgroundCattle,unitDaysInZoneHighRisk,unitDaysInZoneMediumRisk,unitDaysInZoneBackground,unitDaysInZoneHighRiskSwine,unitDaysInZoneHighRiskCattle,unitDaysInZoneMediumRiskSwine,unitDaysInZoneMediumRiskCattle,unitDaysInZoneBackgroundSwine,unitDaysInZoneBackgroundCattle,animalDaysInZoneHighRisk,animalDaysInZoneMediumRisk,animalDaysInZoneBackground,animalDaysInZoneHighRiskSwine,animalDaysInZoneHighRiskCattle,animalDaysInZoneMediumRiskSwine,animalDaysInZoneMediumRiskCattle,animalDaysInZoneBackgroundSwine,animalDaysInZoneBackgroundCattle,tsdUSusc,tsdULat,tsdUSubc,tsdUClin,tsdUNImm,tsdUVImm,tsdUDest,tsdASusc,tsdALat,tsdASubc,tsdAClin,tsdANImm,tsdAVImm,tsdADest,tsdUSuscSwine,tsdUSuscCattle,tsdULatSwine,tsdULatCattle,tsdUSubcSwine,tsdUSubcCattle,tsdUClinSwine,tsdUClinCattle,tsdUNImmSwine,tsdUNImmCattle,tsdUVImmSwine,tsdUVImmCattle,tsdUDestSwine,tsdUDestCattle,tsdASuscSwine,tsdASuscCattle,tsdALatSwine,tsdALatCattle,tsdASubcSwine,tsdASubcCattle,tsdAClinSwine,tsdAClinCattle,tsdANImmSwine,tsdANImmCattle,tsdAVImmSwine,tsdAVImmCattle,tsdADestSwine,tsdADestCattle,diseaseDuration,deswU,deswUSwine,deswUCattle,deswA,deswASwine,deswACattle,deswUMax,deswUMaxDay,deswAMax,deswAMaxDay,deswUTimeMax,deswUTimeAvg,deswUDaysInQueue,deswADaysInQueue,destrOccurred,firstDestruction,desnADirFwdCattle,firstDestructionRing,firstDestructionDirFwd,firstDestructionIndFwd,firstDestructionDirBack,firstDestructionIndBack,firstDestructionDet,descAIndFwdSwine,desnAIndFwdSwine,descARing,firstDestructionSwine,firstDestructionCattle,descARingCattle,descA,firstDestructionRingSwine,firstDestructionRingCattle,firstDestructionDirFwdSwine,firstDestructionDirFwdCattle,firstDestructionIndFwdSwine,firstDestructionIndFwdCattle,firstDestructionDirBackSwine,firstDestructionDirBackCattle,firstDestructionIndBackSwine,firstDestructionIndBackCattle,firstDestructionDetSwine,firstDestructionDetCattle,descARingSwine,desnADirBackSwine,desnAIndFwdCattle,descAIndFwd,descADirFwd,desnADirBackCattle,desnU,descAIniCattle,desnURing,desnUDirFwd,desnUIndFwd,desnUDirBack,desnUIndBack,desnUDet,desnUIni,descAIniSwine,descADetCattle,desnUSwine,desnUCattle,descACattle,descADirBack,desnURingSwine,desnURingCattle,desnUDirFwdSwine,desnUDirFwdCattle,desnUIndFwdSwine,desnUIndFwdCattle,desnUDirBackSwine,desnUDirBackCattle,desnUIndBackSwine,desnUIndBackCattle,desnUDetSwine,desnUDetCattle,desnUIniSwine,desnUIniCattle,descASwine,desnAIniCattle,descADirFwdSwine,desnAIniSwine,descU,descADetSwine,descURing,descUDirFwd,descUIndFwd,descUDirBack,descUIndBack,descUDet,descUIni,descAIndBackCattle,descAIndBackSwine,descUSwine,descUCattle,descADirFwdCattle,desnADetCattle,descURingSwine,descURingCattle,descUDirFwdSwine,descUDirFwdCattle,descUIndFwdSwine,descUIndFwdCattle,descUDirBackSwine,descUDirBackCattle,descUIndBackSwine,descUIndBackCattle,descUDetSwine,descUDetCattle,descUIniSwine,descUIniCattle,descAIni,desnADetSwine,descADet,desnAIndBackCattle,desnA,descADirBackCattle,desnARing,desnADirFwd,desnAIndFwd,desnADirBack,desnAIndBack,desnADet,desnAIni,descADirBackSwine,descAIndFwdCattle,desnASwine,desnACattle,descAIndBack,desnAIndBackSwine,desnARingSwine,desnARingCattle,desnADirFwdSwine
1,131,,3,5,0,15,,14,1,0,0,15,0,0,0,14,0,1,0,0,0,0,0,389,,361,28,0,1,389,0,0,103517,361,0,28,0,0,0,1,0,4785,0,4230,555,0,0,4785,0,0,9686,4230,0,555,0,0,0,0,0,113203,657,103517,9686,0,657,113203,0,346,5.20046e+06,273,33,40,0,346,0,0,19354,273,0,33,0,40,0,6.7044e+06,907096,23439,680,18062,3085,2292,596851,23439,0,10,291,18062,0,3085,0,2292,0,264,596851,96824,1530,75924,9925,10975,0,96824,0,17,5.20046e+06,75924,0,9925,0,10975,0,0,907096,6.7044e+06,17144,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,518367,0,0,0,0,60260,458107,0,0,1.51544e+08,0,0,0,0,1.74233e+07,1.34121e+08,3582,52,1,43,279,0,0,1.04775e+06,16074,91,11443,81467,0,0,85,3497,52,0,1,0,43,0,279,0,0,0,0,0,23927,1.02382e+06,16074,0,91,0,11443,0,81467,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,132,,3,5,0,14,,13,1,0,0,14,0,0,0,13,0,1,0,0,0,0,0,403,,374,29,0,1,403,0,0,107581,374,0,29,0,0,0,1,0,4180,0,4064,116,0,0,4180,0,0,9802,4064,0,116,0,0,0,0,0,117383,657,107581,9802,0,657,117383,0,336,5.2809e+06,277,23,36,0,336,0,0,19647,277,0,23,0,36,0,6.80068e+06,912858,23775,692,18339,3108,2328,606922,23775,0,12,293,18339,0,3108,0,2328,0,267,606922,96274,1544,80441,5762,10071,0,96274,0,14,5.2809e+06,80441,0,5762,0,10071,0,0,912858,6.80068e+06,17411,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,522324,0,0,0,0,60720,461604,0,0,1.52701e+08,0,0,0,0,1.75563e+07,1.35145e+08,3567,66,0,37,287,0,0,1.04297e+06,20692,0,9820,83348,0,0,70,3497,66,0,0,0,37,0,287,0,0,0,0,0,19142,1.02382e+06,20692,0,0,0,9820,0,83348,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,133,,3,5,0,9,,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,412,,383,29,0,1,412,0,0,109112,383,0,29,0,0,0,1,0,1531,0,1531,0,0,0,1531,0,0,9802,1531,0,0,0,0,0,0,0,118914,657,109112,9802,0,657,118914,0,348,5.36597e+06,281,39,28,0,348,0,0,19939,281,0,39,0,28,0,6.90516e+06,923888,24123,700,18620,3147,2356,615308,24123,0,8,292,18620,0,3147,0,2356,0,267,615308,104488,1561,85072,11030,8386,0,104488,0,17,5.36597e+06,85072,0,11030,0,8386,0,0,923888,6.90516e+06,17678,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,526281,0,0,0,0,61180,465101,0,0,1.53858e+08,0,0,0,0,1.76893e+07,1.36169e+08,3553,79,1,32,292,0,0,1.03879e+06,24733,139,8639,84529,0,0,56,3497,79,0,1,0,32,0,292,0,0,0,0,0,14962,1.02382e+06,24733,0,139,0,8639,0,84529,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,134,,3,5,0,6,,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,418,,389,29,0,1,418,0,0,110805,389,0,29,0,0,0,1,0,1693,0,1693,0,0,0,1693,0,0,9802,1693,0,0,0,0,0,0,0,120607,657,110805,9802,0,657,120607,0,383,5.45833e+06,328,27,28,0,383,0,0,20267,328,0,27,0,28,0,7.01307e+06,931046,24506,705,18948,3174,2384,623694,24506,0,5,328,18948,0,3174,0,2384,0,312,623694,107902,1572,92358,7158,8386,0,107902,0,11,5.45833e+06,92358,0,7158,0,8386,0,0,931046,7.01307e+06,17990,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,530238,0,0,0,0,61640,468598,0,0,1.55015e+08,0,0,0,0,1.78223e+07,1.37192e+08,3544,87,1,31,294,0,0,1.03726e+06,26186,78,8297,85010,0,0,47,3497,87,0,1,0,31,0,294,0,0,0,0,0,13431,1.02382e+06,26186,0,78,0,8297,0,85010,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,135,,3,5,0,5,,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,423,,394,29,0,1,423,0,0,111442,394,0,29,0,0,0,1,0,637,0,637,0,0,0,637,0,0,9802,637,0,0,0,0,0,0,0,121244,657,111442,9802,0,657,121244,0,336,5.5415e+06,283,27,26,0,336,0,0,20550,283,0,27,0,26,0,7.11176e+06,937915,24842,710,19231,3201,2410,632350,24842,0,5,283,19231,0,3201,0,2410,0,267,632350,98693,1583,83168,6869,8656,0,98693,0,11,5.5415e+06,83168,0,6869,0,8656,0,0,937915,7.11176e+06,18257,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,534195,0,0,0,0,62100,472095,0,0,1.56172e+08,0,0,0,0,1.79553e+07,1.38216e+08,3538,92,1,28,298,0,0,1.03556e+06,27133,746,8018,85367,0,0,41,3497,92,0,1,0,28,0,298,0,0,0,0,0,11738,1.02382e+06,27133,0,746,0,8018,0,85367,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,136,,3,5,0,3,,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,426,,397,29,0,1,426,0,0,112023,397,0,29,0,0,0,1,0,581,0,581,0,0,0,581,0,0,9802,581,0,0,0,0,0,0,0,121825,657,112023,9802,0,657,121825,0,379,5.64562e+06,325,30,24,0,379,0,0,20885,325,0,30,0,24,0,7.23068e+06,944834,25221,719,19556,3231,2434,640227,25221,0,9,335,19556,0,3231,0,2434,0,309,640227,118922,1600,104126,6919,7877,0,118922,0,17,5.64562e+06,104126,0,6919,0,7877,0,0,944834,7.23068e+06,18566,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,538152,0,0,0,0,62560,475592,0,0,1.57328e+08,0,0,0,0,1.80883e+07,1.3924e+08,3533,96,1,25,302,0,0,1.03492e+06,27520,250,7391,86740,0,0,36,3497,96,0,1,0,25,0,302,0,0,0,0,0,11101,1.02382e+06,27520,0,250,0,7391,0,86740,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,137,,3,5,0,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,428,,399,29,0,1,428,0,0,112318,399,0,29,0,0,0,1,0,295,0,295,0,0,0,295,0,0,9802,295,0,0,0,0,0,0,0,122120,657,112318,9802,0,657,122120,0,350,5.7464e+06,315,14,21,0,350,0,0,21198,315,0,14,0,21,0,7.3417e+06,947916,25571,727,19871,3245,2455,647387,25571,0,8,313,19871,0,3245,0,2455,0,295,647387,111023,1610,100781,3082,7160,0,111023,0,10,5.7464e+06,100781,0,3082,0,7160,0,0,947916,7.3417e+06,18861,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,542109,0,0,0,0,63020,479089,0,0,1.58485e+08,0,0,0,0,1.82213e+07,1.40264e+08,3530,99,0,23,305,0,0,1.03434e+06,28101,0,7382,86999,0,0,33,3497,99,0,0,0,23,0,305,0,0,0,0,0,10520,1.02382e+06,28101,0,0,0,7382,0,86999,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,138,,3,5,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,429,,400,29,0,1,429,0,0,113214,400,0,29,0,0,0,1,0,896,0,896,0,0,0,896,0,0,9802,896,0,0,0,0,0,0,0,123016,657,113214,9802,0,657,123016,0,386,5.8504e+06,335,31,20,0,386,0,0,21533,335,0,31,0,20,0,7.46067e+06,954700,25957,732,20206,3276,2475,655572,25957,0,5,335,20206,0,3276,0,2475,0,316,655572,118966,1624,103997,6784,8185,0,118966,0,14,5.8504e+06,103997,0,6784,0,8185,0,0,954700,7.46067e+06,19177,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,546066,0,0,0,0,63480,482586,0,0,1.59642e+08,0,0,0,0,1.83543e+07,1.41288e+08,3528,95,6,19,309,0,0,1.03405e+06,26372,2024,5989,88392,0,0,31,3497,95,0,6,0,19,0,309,0,0,0,0,0,10225,1.02382e+06,26372,0,2024,0,5989,0,88392,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,139,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,,400,29,0,1,429,0,0,113214,400,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9802,0,0,0,0,0,0,0,0,123016,657,113214,9802,0,657,123016,0,359,5.94694e+06,305,24,30,0,359,0,0,21846,305,0,24,0,30,0,7.5774e+06,962242,26316,742,20511,3300,2505,668220,26316,0,10,313,20511,0,3300,0,2505,0,292,668220,116727,1635,96537,7542,12648,0,116727,0,11,5.94694e+06,96537,0,7542,0,12648,0,0,962242,7.5774e+06,19469,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,550023,0,0,0,0,63940,486083,0,0,1.60799e+08,0,0,0,0,1.84873e+07,1.42312e+08,3527,89,7,19,315,0,0,1.03315e+06,24881,2387,5070,91335,0,0,30,3497,89,0,7,0,19,0,315,0,0,0,0,0,9329,1.02382e+06,24881,0,2387,0,5070,0,91335,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,140,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,,400,29,0,1,429,0,0,113214,400,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9802,0,0,0,0,0,0,0,0,123016,657,113214,9802,0,657,123016,0,378,6.04556e+06,294,41,43,0,378,0,0,22169,294,0,41,0,43,0,7.70327e+06,970735,26694,763,20805,3341,2548,686980,26694,0,21,323,20805,0,3341,0,2548,0,280,686980,125876,1657,98623,8493,18760,0,125876,0,22,6.04556e+06,98623,0,8493,0,18760,0,0,970735,7.70327e+06,19749,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,553980,0,0,0,0,64400,489580,0,0,1.61956e+08,0,0,0,0,1.86203e+07,1.43335e+08,3527,76,12,23,319,0,0,1.03315e+06,21374,2807,6909,92583,0,0,30,3497,76,0,12,0,23,0,319,0,0,0,0,0,9329,1.02382e+06,21374,0,2807,0,6909,0,92583,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,141,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,,400,29,0,1,429,0,0,113214,400,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9802,0,0,0,0,0,0,0,0,123016,657,113214,9802,0,657,123016,0,388,6.12852e+06,283,57,48,0,388,0,0,22497,283,0,57,0,48,0,7.82272e+06,987882,27082,785,21088,3398,2596,706321,27082,0,22,328,21088,0,3398,0,2596,0,273,706321,119444,1690,82956,17147,19341,0,119444,0,33,6.12852e+06,82956,0,17147,0,19341,0,0,987882,7.82272e+06,20022,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,557937,0,0,0,0,64860,493077,0,0,1.63112e+08,0,0,0,0,1.87533e+07,1.44359e+08,3527,67,10,34,319,0,0,1.03315e+06,19368,2108,9614,92583,0,0,30,3497,67,0,10,0,34,0,319,0,0,0,0,0,9329,1.02382e+06,19368,0,2108,0,9614,0,92583,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,142,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,,400,29,0,1,429,0,0,113214,400,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9802,0,0,0,0,0,0,0,0,123016,657,113214,9802,0,657,123016,0,382,6.21187e+06,262,56,64,0,382,0,0,22806,262,0,56,0,64,0,7.94833e+06,1.00633e+06,27464,809,21350,3454,2660,730128,27464,0,24,309,21350,0,3454,0,2660,0,251,730128,125610,1724,83353,18450,23807,0,125610,0,34,6.21187e+06,83353,0,18450,0,23807,0,0,1.00633e+06,7.94833e+06,20273,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,561894,0,0,0,0,65320,496574,0,0,1.64269e+08,0,0,0,0,1.88863e+07,1.45383e+08,3527,52,13,42,323,0,0,1.03315e+06,15113,3752,11818,92990,0,0,30,3497,52,0,13,0,42,0,323,0,0,0,0,0,9329,1.02382e+06,15113,0,3752,0,11818,0,92990,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,143,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,,400,29,0,1,429,0,0,113214,400,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9802,0,0,0,0,0,0,0,0,123016,657,113214,9802,0,657,123016,0,413,6.28023e+06,262,66,85,0,413,0,0,23126,262,0,66,0,85,0,8.06842e+06,1.02759e+06,27877,850,21612,3520,2745,760607,27877,0,41,320,21612,0,3520,0,2745,0,253,760607,120095,1750,68361,21255,30479,0,120095,0,26,6.28023e+06,68361,0,21255,0,30479,0,0,1.02759e+06,8.06842e+06,20526,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,565851,0,0,0,0,65780,500071,0,0,1.65426e+08,0,0,0,0,1.90193e+07,1.46407e+08,3527,40,11,55,324,0,0,1.03315e+06,10947,3171,16339,93216,0,0,30,3497,40,0,11,0,55,0,324,0,0,0,0,0,9329,1.02382e+06,10947,0,3171,0,16339,0,93216,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,144,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,,400,29,0,1,429,0,0,113214,400,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9802,0,0,0,0,0,0,0,0,123016,657,113214,9802,0,657,123016,0,442,6.3785e+06,292,63,87,0,442,0,0,23476,292,0,63,0,87,0,8.21715e+06,1.04729e+06,28319,893,21904,3583,2832,791355,28319,0,43,350,21904,0,3583,0,2832,0,278,791355,148726,1779,98274,19704,30748,0,148726,0,29,6.3785e+06,98274,0,19704,0,30748,0,0,1.04729e+06,8.21715e+06,20804,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,569808,0,0,0,0,66240,503568,0,0,1.66583e+08,0,0,0,0,1.91523e+07,1.47431e+08,3527,34,7,65,324,0,0,1.03315e+06,9936,1324,19197,93216,0,0,30,3497,34,0,7,0,65,0,324,0,0,0,0,0,9329,1.02382e+06,9936,0,1324,0,19197,0,93216,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
