LOG: HEADERS:
Run,Day,outbreakDuration,versionMajor,versionMinor,versionRelease,infnU,firstDetAInf,infnUDir,infnUInd,infnUAir,infnUIni,infnUSwine,infnUCattle,infcAAirCattle,infcADirCattle,infnUDirSwine,infnUDirCattle,infnUIndSwine,infnUIndCattle,infnUAirSwine,infnUAirCattle,infnUIniSwine,infnUIniCattle,infcU,firstDetUInf,infcUDir,infcUInd,infcUAir,infcUIni,infcUSwine,infcUCattle,infcAAirSwine,infcADirSwine,infcUDirSwine,infcUDirCattle,infcUIndSwine,infcUIndCattle,infcUAirSwine,infcUAirCattle,infcUIniSwine,infcUIniCattle,infnA,infcAIniCattle,infnADir,infnAInd,infnAAir,infnAIni,infnASwine,infnACattle,infcAIndCattle,infcAIndSwine,infnADirSwine,infnADirCattle,infnAIndSwine,infnAIndCattle,infnAAirSwine,infnAAirCattle,infnAIniSwine,infnAIniCattle,infcA,infcAIniSwine,infcADir,infcAInd,infcAAir,infcAIni,infcASwine,infcACattle,expnU,expcADirSwine,expnUDir,expnUInd,expnUAir,expcAAirCattle,expnUSwine,expnUCattle,expcADirCattle,adqcU,expnUDirSwine,expnUDirCattle,expnUIndSwine,expnUIndCattle,expnUAirSwine,expnUAirCattle,expcASwine,expcAIndSwine,expcU,adqcUAir,expcUDir,expcUInd,expcUAir,expcAAirSwine,expcUSwine,expcUCattle,adqnUAir,adqnU,expcUDirSwine,expcUDirCattle,expcUIndSwine,expcUIndCattle,expcUAirSwine,expcUAirCattle,adqnUDir,expcAAir,expnA,adqcUInd,expnADir,expnAInd,expnAAir,expcAIndCattle,expnASwine,expnACattle,adqnUInd,expcADir,expnADirSwine,expnADirCattle,expnAIndSwine,expnAIndCattle,expnAAirSwine,expnAAirCattle,expcACattle,expcAInd,expcA,adqcUDir,zoneAreaHighRisk,zoneAreaMediumRisk,zonePerimeterHighRisk,zonePerimeterMediumRisk,numSeparateAreasHighRisk,numSeparateAreasMediumRisk,unitsInZoneHighRisk,unitsInZoneMediumRisk,unitsInZoneBackground,unitsInZoneHighRiskSwine,unitsInZoneHighRiskCattle,unitsInZoneMediumRiskSwine,unitsInZoneMediumRiskCattle,unitsInZoneBackgroundSwine,unitsInZoneBackgroundCattle,unitDaysInZoneHighRisk,unitDaysInZoneMediumRisk,unitDaysInZoneBackground,unitDaysInZoneHighRiskSwine,unitDaysInZoneHighRiskCattle,unitDaysInZoneMediumRiskSwine,unitDaysInZoneMediumRiskCattle,unitDaysInZoneBackgroundSwine,unitDaysInZoneBackgroundCattle,animalDaysInZoneHighRisk,animalDaysInZoneMediumRisk,animalDaysInZoneBackground,animalDaysInZoneHighRiskSwine,animalDaysInZoneHighRiskCattle,animalDaysInZoneMediumRiskSwine,animalDaysInZoneMediumRiskCattle,animalDaysInZoneBackgroundSwine,animalDaysInZoneBackgroundCattle,tsdUSusc,tsdULat,tsdUSubc,tsdUClin,tsdUNImm,tsdUVImm,tsdUDest,tsdASusc,tsdALat,tsdASubc,tsdAClin,tsdANImm,tsdAVImm,tsdADest,tsdUSuscSwine,tsdUSuscCattle,tsdULatSwine,tsdULatCattle,tsdUSubcSwine,tsdUSubcCattle,tsdUClinSwine,tsdUClinCattle,tsdUNImmSwine,tsdUNImmCattle,tsdUVImmSwine,tsdUVImmCattle,tsdUDestSwine,tsdUDestCattle,tsdASuscSwine,tsdASuscCattle,tsdALatSwine,tsdALatCattle,tsdASubcSwine,tsdASubcCattle,tsdAClinSwine,tsdAClinCattle,tsdANImmSwine,tsdANImmCattle,tsdAVImmSwine,tsdAVImmCattle,tsdADestSwine,tsdADestCattle,diseaseDuration,deswU,deswUSwine,deswUCattle,deswA,deswASwine,deswACattle,deswUMax,deswUMaxDay,deswAMax,deswAMaxDay,deswUTimeMax,deswUTimeAvg,deswUDaysInQueue,deswADaysInQueue,destrOccurred,firstDestruction,desnADirFwdCattle,firstDestructionRing,firstDestructionDirFwd,firstDestructionIndFwd,firstDestructionDirBack,firstDestructionIndBack,firstDestructionDet,descAIndFwdSwine,desnAIndFwdSwine,descARing,firstDestructionSwine,firstDestructionCattle,descARingCattle,descA,firstDestructionRingSwine,firstDestructionRingCattle,firstDestructionDirFwdSwine,firstDestructionDirFwdCattle,firstDestructionIndFwdSwine,firstDestructionIndFwdCattle,firstDestructionDirBackSwine,firstDestructionDirBackCattle,firstDestructionIndBackSwine,firstDestructionIndBackCattle,firstDestructionDetSwine,firstDestructionDetCattle,descARingSwine,desnADirBackSwine,desnAIndFwdCattle,descAIndFwd,descADirFwd,desnADirBackCattle,desnU,descAIniCattle,desnURing,desnUDirFwd,desnUIndFwd,desnUDirBack,desnUIndBack,desnUDet,desnUIni,descAIniSwine,descADetCattle,desnUSwine,desnUCattle,descACattle,descADirBack,desnURingSwine,desnURingCattle,desnUDirFwdSwine,desnUDirFwdCattle,desnUIndFwdSwine,desnUIndFwdCattle,desnUDirBackSwine,desnUDirBackCattle,desnUIndBackSwine,desnUIndBackCattle,desnUDetSwine,desnUDetCattle,desnUIniSwine,desnUIniCattle,descASwine,desnAIniCattle,descADirFwdSwine,desnAIniSwine,descU,descADetSwine,descURing,descUDirFwd,descUIndFwd,descUDirBack,descUIndBack,descUDet,descUIni,descAIndBackCattle,descAIndBackSwine,descUSwine,descUCattle,descADirFwdCattle,desnADetCattle,descURingSwine,descURingCattle,descUDirFwdSwine,descUDirFwdCattle,descUIndFwdSwine,descUIndFwdCattle,descUDirBackSwine,descUDirBackCattle,descUIndBackSwine,descUIndBackCattle,descUDetSwine,descUDetCattle,descUIniSwine,descUIniCattle,descAIni,desnADetSwine,descADet,desnAIndBackCattle,desnA,descADirBackCattle,desnARing,desnADirFwd,desnAIndFwd,desnADirBack,desnAIndBack,desnADet,desnAIni,descADirBackSwine,descAIndFwdCattle,desnASwine,desnACattle,descAIndBack,desnAIndBackSwine,desnARingSwine,desnARingCattle,desnADirFwdSwine
1,116,,3,5,0,3,,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,320,,295,25,0,1,320,0,0,82897,295,0,25,0,0,0,1,0,233,0,233,0,0,0,233,0,0,8761,233,0,0,0,0,0,0,0,91658,657,82897,8761,0,657,91658,0,253,4.39067e+06,210,25,18,0,253,0,0,15982,210,0,25,0,18,0,5.61003e+06,753470,19331,496,15020,2521,1790,465892,19331,0,2,215,15020,0,2521,0,1790,0,203,465892,79201,1240,66446,8235,4520,0,79201,0,10,4.39067e+06,66446,0,8235,0,4520,0,0,753470,5.61003e+06,14246,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,459012,0,0,0,0,53360,405652,0,0,1.34192e+08,0,0,0,0,1.54282e+07,1.18764e+08,3639,60,4,18,236,0,0,1.06474e+06,18700,482,6006,66894,0,0,142,3497,60,0,4,0,18,0,236,0,0,0,0,0,40920,1.02382e+06,18700,0,482,0,6006,0,66894,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,117,,3,5,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,321,,296,25,0,1,321,0,0,83287,296,0,25,0,0,0,1,0,390,0,390,0,0,0,390,0,0,8761,390,0,0,0,0,0,0,0,92048,657,83287,8761,0,657,92048,0,278,4.44877e+06,228,28,22,0,278,0,0,16217,228,0,28,0,22,0,5.68459e+06,764472,19609,500,15248,2549,1812,471347,19609,0,4,235,15248,0,2549,0,1812,0,220,471347,74553,1251,58096,11002,5455,0,74553,0,11,4.44877e+06,58096,0,11002,0,5455,0,0,764472,5.68459e+06,14466,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,462969,0,0,0,0,53820,409149,0,0,1.35349e+08,0,0,0,0,1.55612e+07,1.19787e+08,3636,57,5,17,242,0,0,1.06451e+06,17853,670,4404,69388,0,0,139,3497,57,0,5,0,17,0,242,0,0,0,0,0,40687,1.02382e+06,17853,0,670,0,4404,0,69388,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,118,,3,5,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,322,,297,25,0,1,322,0,0,83454,297,0,25,0,0,0,1,0,167,0,167,0,0,0,167,0,0,8761,167,0,0,0,0,0,0,0,92215,657,83454,8761,0,657,92215,0,256,4.50417e+06,201,31,24,0,256,0,0,16436,201,0,31,0,24,0,5.75631e+06,775249,19865,507,15449,2580,1836,476885,19865,0,7,219,15449,0,2580,0,1836,0,193,476885,71721,1270,55406,10777,5538,0,71721,0,19,4.50417e+06,55406,0,10777,0,5538,0,0,775249,5.75631e+06,14659,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,466926,0,0,0,0,54280,412646,0,0,1.36505e+08,0,0,0,0,1.56942e+07,1.20811e+08,3635,55,4,19,244,0,0,1.06412e+06,16415,1950,4308,70032,0,0,138,3497,55,0,4,0,19,0,244,0,0,0,0,0,40297,1.02382e+06,16415,0,1950,0,4308,0,70032,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,119,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,,297,25,0,1,322,0,0,83454,297,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8761,0,0,0,0,0,0,0,0,92215,657,83454,8761,0,657,92215,0,250,4.55809e+06,207,18,25,0,250,0,0,16645,207,0,18,0,25,0,5.81957e+06,778157,20115,513,15656,2598,1861,483329,20115,0,6,209,15656,0,2598,0,1861,0,192,483329,63265,1281,53913,2908,6444,0,63265,0,11,4.55809e+06,53913,0,2908,0,6444,0,0,778157,5.81957e+06,14851,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,470883,0,0,0,0,54740,416143,0,0,1.37662e+08,0,0,0,0,1.58272e+07,1.21835e+08,3634,50,6,19,248,0,0,1.06395e+06,14585,1997,5032,71258,0,0,137,3497,50,0,6,0,19,0,248,0,0,0,0,0,40130,1.02382e+06,14585,0,1997,0,5032,0,71258,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,120,,3,5,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,323,,298,25,0,1,323,0,0,83532,298,0,25,0,0,0,1,0,78,0,78,0,0,0,78,0,0,8761,78,0,0,0,0,0,0,0,92293,657,83532,8761,0,657,92293,0,252,4.61023e+06,193,29,30,0,252,0,0,16850,193,0,29,0,30,0,5.88518e+06,784234,20367,522,15849,2627,1891,490718,20367,0,9,205,15849,0,2627,0,1891,0,183,490718,65608,1294,52142,6077,7389,0,65608,0,13,4.61023e+06,52142,0,6077,0,7389,0,0,784234,5.88518e+06,15034,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,474840,0,0,0,0,55200,419640,0,0,1.38819e+08,0,0,0,0,1.59602e+07,1.22859e+08,3634,43,7,25,248,0,0,1.06395e+06,11703,2882,7029,71258,0,0,137,3497,43,0,7,0,25,0,248,0,0,0,0,0,40130,1.02382e+06,11703,0,2882,0,7029,0,71258,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,121,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,,298,25,0,1,323,0,0,83532,298,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8761,0,0,0,0,0,0,0,0,92293,657,83532,8761,0,657,92293,0,245,4.65909e+06,179,35,31,0,245,0,0,17049,179,0,35,0,31,0,5.95129e+06,793780,20612,532,16028,2662,1922,498421,20612,0,10,199,16028,0,2662,0,1922,0,171,498421,66110,1312,48861,9546,7703,0,66110,0,18,4.65909e+06,48861,0,9546,0,7703,0,0,793780,5.95129e+06,15205,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,478797,0,0,0,0,55660,423137,0,0,1.39976e+08,0,0,0,0,1.60932e+07,1.23883e+08,3633,42,3,30,249,0,0,1.06388e+06,11185,904,9168,71693,0,0,136,3497,42,0,3,0,30,0,249,0,0,0,0,0,40052,1.02382e+06,11185,0,904,0,9168,0,71693,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,122,,3,5,0,3,,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,326,,301,25,0,1,326,0,0,84012,301,0,25,0,0,0,1,0,480,0,480,0,0,0,480,0,0,8761,480,0,0,0,0,0,0,0,92773,657,84012,8761,0,657,92773,0,263,4.70624e+06,193,34,36,0,263,0,0,17265,193,0,34,0,36,0,6.01656e+06,802503,20875,543,16221,2696,1958,507824,20875,0,11,216,16221,0,2696,0,1958,0,180,507824,65274,1337,47148,8723,9403,0,65274,0,25,4.70624e+06,47148,0,8723,0,9403,0,0,802503,6.01656e+06,15385,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,482754,0,0,0,0,56120,426634,0,0,1.41133e+08,0,0,0,0,1.62262e+07,1.24907e+08,3633,35,7,31,251,0,0,1.06388e+06,9242,1943,9139,72626,0,0,136,3497,35,0,7,0,31,0,251,0,0,0,0,0,40052,1.02382e+06,9242,0,1943,0,9139,0,72626,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,123,,3,5,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,327,,302,25,0,1,327,0,0,84161,302,0,25,0,0,0,1,0,149,0,149,0,0,0,149,0,0,8761,149,0,0,0,0,0,0,0,92922,657,84161,8761,0,657,92922,0,292,4.75818e+06,212,45,35,0,292,0,0,17503,212,0,45,0,35,0,6.08907e+06,813899,21167,555,16433,2741,1993,516992,21167,0,12,238,16433,0,2741,0,1993,0,199,516992,72508,1364,51944,11396,9168,0,72508,0,27,4.75818e+06,51944,0,11396,0,9168,0,0,813899,6.08907e+06,15584,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,486711,0,0,0,0,56580,430131,0,0,1.4229e+08,0,0,0,0,1.63592e+07,1.2593e+08,3630,35,3,36,253,0,0,1.0634e+06,9124,598,10873,72835,0,0,133,3497,35,0,3,0,36,0,253,0,0,0,0,0,39572,1.02382e+06,9124,0,598,0,10873,0,72835,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,124,,3,5,0,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,329,,304,25,0,1,329,0,0,84382,304,0,25,0,0,0,1,0,221,0,221,0,0,0,221,0,0,8761,221,0,0,0,0,0,0,0,93143,657,84382,8761,0,657,93143,0,276,4.80191e+06,194,44,38,0,276,0,0,17729,194,0,44,0,38,0,6.15379e+06,824790,21443,574,16627,2785,2031,527093,21443,0,19,226,16627,0,2785,0,2031,0,181,527093,64721,1390,43729,10891,10101,0,64721,0,26,4.80191e+06,43729,0,10891,0,10101,0,0,824790,6.15379e+06,15765,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,490668,0,0,0,0,57040,433628,0,0,1.43446e+08,0,0,0,0,1.64922e+07,1.26954e+08,3629,32,5,37,254,0,0,1.06325e+06,7910,1463,11249,72957,0,0,132,3497,32,0,5,0,37,0,254,0,0,0,0,0,39423,1.02382e+06,7910,0,1463,0,11249,0,72957,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,125,,3,5,0,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,331,,306,25,0,1,331,0,0,85887,306,0,25,0,0,0,1,0,1505,0,1505,0,0,0,1505,0,0,8761,1505,0,0,0,0,0,0,0,94648,657,85887,8761,0,657,94648,0,280,4.85103e+06,200,44,36,0,280,0,0,17960,200,0,44,0,36,0,6.22249e+06,834014,21723,592,16827,2829,2067,537446,21723,0,18,231,16827,0,2829,0,2067,0,189,537446,68701,1414,49124,9224,10353,0,68701,0,24,4.85103e+06,49124,0,9224,0,10353,0,0,834014,6.22249e+06,15954,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,494625,0,0,0,0,57500,437125,0,0,1.44603e+08,0,0,0,0,1.66252e+07,1.27978e+08,3627,30,5,37,258,0,0,1.06303e+06,6839,1419,10959,74583,0,0,130,3497,30,0,5,0,37,0,258,0,0,0,0,0,39202,1.02382e+06,6839,0,1419,0,10959,0,74583,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,126,,3,5,0,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,333,,308,25,0,1,333,0,0,86197,308,0,25,0,0,0,1,0,310,0,310,0,0,0,310,0,0,8761,310,0,0,0,0,0,0,0,94958,657,86197,8761,0,657,94958,0,249,4.89668e+06,172,44,33,0,249,0,0,18157,172,0,44,0,33,0,6.28778e+06,845492,21972,605,16999,2873,2100,545602,21972,0,13,197,16999,0,2873,0,2100,0,167,545602,65282,1431,45648,11478,8156,0,65282,0,17,4.89668e+06,45648,0,11478,0,8156,0,0,845492,6.28778e+06,16121,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,498582,0,0,0,0,57960,440622,0,0,1.4576e+08,0,0,0,0,1.67583e+07,1.29002e+08,3625,30,2,38,262,0,0,1.06152e+06,7387,957,11888,75073,0,0,128,3497,30,0,2,0,38,0,262,0,0,0,0,0,37697,1.02382e+06,7387,0,957,0,11888,0,75073,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,127,,3,5,0,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,337,,312,25,0,1,337,0,0,87731,312,0,25,0,0,0,1,0,1534,0,1534,0,0,0,1534,0,0,8761,1534,0,0,0,0,0,0,0,96492,657,87731,8761,0,657,96492,0,268,4.94181e+06,183,46,39,0,268,0,0,18375,183,0,46,0,39,0,6.35574e+06,858358,22240,626,17182,2919,2139,555576,22240,0,21,218,17182,0,2919,0,2139,0,177,555576,67968,1451,45128,12866,9974,0,67968,0,20,4.94181e+06,45128,0,12866,0,9974,0,0,858358,6.35574e+06,16298,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,502539,0,0,0,0,58420,444119,0,0,1.46917e+08,0,0,0,0,1.68913e+07,1.30026e+08,3623,24,9,36,265,0,0,1.06121e+06,4895,3672,11717,75331,0,0,126,3497,24,0,9,0,36,0,265,0,0,0,0,0,37387,1.02382e+06,4895,0,3672,0,11717,0,75331,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,128,,3,5,0,6,,4,2,0,0,6,0,0,0,4,0,2,0,0,0,0,0,343,,316,27,0,1,343,0,0,88499,316,0,27,0,0,0,1,0,1138,0,768,370,0,0,1138,0,0,9131,768,0,370,0,0,0,0,0,97630,657,88499,9131,0,657,97630,0,275,4.99161e+06,182,52,41,0,275,0,0,18590,182,0,52,0,41,0,6.43333e+06,875175,22515,643,17364,2971,2180,566543,22515,0,17,215,17364,0,2971,0,2180,0,172,566543,77585,1477,49801,16817,10967,0,77585,0,26,4.99161e+06,49801,0,16817,0,10967,0,0,875175,6.43333e+06,16470,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,506496,0,0,0,0,58880,447616,0,0,1.48074e+08,0,0,0,0,1.70243e+07,1.31049e+08,3619,20,8,42,268,0,0,1.05968e+06,4892,2161,13019,77077,0,0,122,3497,20,0,8,0,42,0,268,0,0,0,0,0,35853,1.02382e+06,4892,0,2161,0,13019,0,77077,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,129,,3,5,0,13,,13,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,356,,329,27,0,1,356,0,0,93135,329,0,27,0,0,0,1,0,4636,0,4636,0,0,0,4636,0,0,9131,4636,0,0,0,0,0,0,0,102266,657,93135,9131,0,657,102266,0,278,5.04922e+06,203,40,35,0,278,0,0,18816,203,0,40,0,35,0,6.5118e+06,886662,22793,657,17567,3011,2215,575914,22793,0,14,226,17567,0,3011,0,2215,0,196,575914,78472,1493,57614,11487,9371,0,78472,0,16,5.04922e+06,57614,0,11487,0,9371,0,0,886662,6.5118e+06,16666,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,510453,0,0,0,0,59340,451113,0,0,1.49231e+08,0,0,0,0,1.71573e+07,1.32073e+08,3613,25,3,41,275,0,0,1.05854e+06,5804,723,11324,80436,0,0,116,3497,25,0,3,0,41,0,275,0,0,0,0,0,34715,1.02382e+06,5804,0,723,0,11324,0,80436,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130,,3,5,0,18,,18,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,374,,347,27,0,1,374,0,0,99287,347,0,27,0,0,0,1,0,6152,0,6152,0,0,0,6152,0,0,9131,6152,0,0,0,0,0,0,0,108418,657,99287,9131,0,657,108418,0,300,5.12453e+06,222,41,37,0,300,0,0,19063,222,0,41,0,37,0,6.60758e+06,897171,23093,670,17789,3052,2252,585876,23093,0,13,247,17789,0,3052,0,2252,0,214,585876,95778,1513,75307,10509,9962,0,95778,0,20,5.12453e+06,75307,0,10509,0,9962,0,0,897171,6.60758e+06,16880,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,514410,0,0,0,0,59800,454610,0,0,1.50387e+08,0,0,0,0,1.72903e+07,1.33097e+08,3600,35,2,42,278,0,0,1.0539e+06,10013,319,11556,81035,0,0,103,3497,35,0,2,0,42,0,278,0,0,0,0,0,30079,1.02382e+06,10013,0,319,0,11556,0,81035,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
