LOG: HEADERS:
Run,Day,outbreakDuration,versionMajor,versionMinor,versionRelease,infnU,firstDetAInf,infnUDir,infnUInd,infnUAir,infnUIni,infnUSwine,infnUCattle,infcAAirCattle,infcADirCattle,infnUDirSwine,infnUDirCattle,infnUIndSwine,infnUIndCattle,infnUAirSwine,infnUAirCattle,infnUIniSwine,infnUIniCattle,infcU,firstDetUInf,infcUDir,infcUInd,infcUAir,infcUIni,infcUSwine,infcUCattle,infcAAirSwine,infcADirSwine,infcUDirSwine,infcUDirCattle,infcUIndSwine,infcUIndCattle,infcUAirSwine,infcUAirCattle,infcUIniSwine,infcUIniCattle,infnA,infcAIniCattle,infnADir,infnAInd,infnAAir,infnAIni,infnASwine,infnACattle,infcAIndCattle,infcAIndSwine,infnADirSwine,infnADirCattle,infnAIndSwine,infnAIndCattle,infnAAirSwine,infnAAirCattle,infnAIniSwine,infnAIniCattle,infcA,infcAIniSwine,infcADir,infcAInd,infcAAir,infcAIni,infcASwine,infcACattle,deswU,deswUSwine,deswUCattle,deswA,deswASwine,deswACattle,deswUMax,deswUMaxDay,deswAMax,deswAMaxDay,deswUTimeMax,deswUTimeAvg,deswUDaysInQueue,deswADaysInQueue,zoneAreaHighRisk,zoneAreaMediumRisk,zonePerimeterHighRisk,zonePerimeterMediumRisk,numSeparateAreasHighRisk,numSeparateAreasMediumRisk,unitsInZoneHighRisk,unitsInZoneMediumRisk,unitsInZoneBackground,unitsInZoneHighRiskSwine,unitsInZoneHighRiskCattle,unitsInZoneMediumRiskSwine,unitsInZoneMediumRiskCattle,unitsInZoneBackgroundSwine,unitsInZoneBackgroundCattle,unitDaysInZoneHighRisk,unitDaysInZoneMediumRisk,unitDaysInZoneBackground,unitDaysInZoneHighRiskSwine,unitDaysInZoneHighRiskCattle,unitDaysInZoneMediumRiskSwine,unitDaysInZoneMediumRiskCattle,unitDaysInZoneBackgroundSwine,unitDaysInZoneBackgroundCattle,animalDaysInZoneHighRisk,animalDaysInZoneMediumRisk,animalDaysInZoneBackground,animalDaysInZoneHighRiskSwine,animalDaysInZoneHighRiskCattle,animalDaysInZoneMediumRiskSwine,animalDaysInZoneMediumRiskCattle,animalDaysInZoneBackgroundSwine,animalDaysInZoneBackgroundCattle,destrOccurred,firstDestruction,desnADirFwdCattle,firstDestructionRing,firstDestructionDirFwd,firstDestructionIndFwd,firstDestructionDirBack,firstDestructionIndBack,firstDestructionDet,descAIndFwdSwine,desnAIndFwdSwine,descARing,firstDestructionSwine,firstDestructionCattle,descARingCattle,descA,firstDestructionRingSwine,firstDestructionRingCattle,firstDestructionDirFwdSwine,firstDestructionDirFwdCattle,firstDestructionIndFwdSwine,firstDestructionIndFwdCattle,firstDestructionDirBackSwine,firstDestructionDirBackCattle,firstDestructionIndBackSwine,firstDestructionIndBackCattle,firstDestructionDetSwine,firstDestructionDetCattle,descARingSwine,desnADirBackSwine,desnAIndFwdCattle,descAIndFwd,descADirFwd,desnADirBackCattle,desnU,descAIniCattle,desnURing,desnUDirFwd,desnUIndFwd,desnUDirBack,desnUIndBack,desnUDet,desnUIni,descAIniSwine,descADetCattle,desnUSwine,desnUCattle,descACattle,descADirBack,desnURingSwine,desnURingCattle,desnUDirFwdSwine,desnUDirFwdCattle,desnUIndFwdSwine,desnUIndFwdCattle,desnUDirBackSwine,desnUDirBackCattle,desnUIndBackSwine,desnUIndBackCattle,desnUDetSwine,desnUDetCattle,desnUIniSwine,desnUIniCattle,descASwine,desnAIniCattle,descADirFwdSwine,desnAIniSwine,descU,descADetSwine,descURing,descUDirFwd,descUIndFwd,descUDirBack,descUIndBack,descUDet,descUIni,descAIndBackCattle,descAIndBackSwine,descUSwine,descUCattle,descADirFwdCattle,desnADetCattle,descURingSwine,descURingCattle,descUDirFwdSwine,descUDirFwdCattle,descUIndFwdSwine,descUIndFwdCattle,descUDirBackSwine,descUDirBackCattle,descUIndBackSwine,descUIndBackCattle,descUDetSwine,descUDetCattle,descUIniSwine,descUIniCattle,descAIni,desnADetSwine,descADet,desnAIndBackCattle,desnA,descADirBackCattle,desnARing,desnADirFwd,desnAIndFwd,desnADirBack,desnAIndBack,desnADet,desnAIni,descADirBackSwine,descAIndFwdCattle,desnASwine,desnACattle,descAIndBack,desnAIndBackSwine,desnARingSwine,desnARingCattle,desnADirFwdSwine,expnU,expcADirSwine,expnUDir,expnUInd,expnUAir,expcAAirCattle,expnUSwine,expnUCattle,expcADirCattle,adqcU,expnUDirSwine,expnUDirCattle,expnUIndSwine,expnUIndCattle,expnUAirSwine,expnUAirCattle,expcASwine,expcAIndSwine,expcU,adqcUAir,expcUDir,expcUInd,expcUAir,expcAAirSwine,expcUSwine,expcUCattle,adqnUAir,adqnU,expcUDirSwine,expcUDirCattle,expcUIndSwine,expcUIndCattle,expcUAirSwine,expcUAirCattle,adqnUDir,expcAAir,expnA,adqcUInd,expnADir,expnAInd,expnAAir,expcAIndCattle,expnASwine,expnACattle,adqnUInd,expcADir,expnADirSwine,expnADirCattle,expnAIndSwine,expnAIndCattle,expnAAirSwine,expnAAirCattle,expcACattle,expcAInd,expcA,adqcUDir,tsdUSusc,tsdULat,tsdUSubc,tsdUClin,tsdUNImm,tsdUVImm,tsdUDest,tsdASusc,tsdALat,tsdASubc,tsdAClin,tsdANImm,tsdAVImm,tsdADest,tsdUSuscSwine,tsdUSuscCattle,tsdULatSwine,tsdULatCattle,tsdUSubcSwine,tsdUSubcCattle,tsdUClinSwine,tsdUClinCattle,tsdUNImmSwine,tsdUNImmCattle,tsdUVImmSwine,tsdUVImmCattle,tsdUDestSwine,tsdUDestCattle,tsdASuscSwine,tsdASuscCattle,tsdALatSwine,tsdALatCattle,tsdASubcSwine,tsdASubcCattle,tsdAClinSwine,tsdAClinCattle,tsdANImmSwine,tsdANImmCattle,tsdAVImmSwine,tsdAVImmCattle,tsdADestSwine,tsdADestCattle,diseaseDuration
5,10,,3,5,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30,,30,0,0,1,30,0,0,8281,30,0,0,0,0,0,1,0,145,0,145,0,0,0,145,0,0,0,145,0,0,0,0,0,0,0,8281,657,8281,0,0,657,8281,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,39570,0,0,0,0,4600,34970,0,0,1.15683e+07,0,0,0,0,1.33002e+06,1.02382e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,93286,73,4,1,0,78,0,0,337,73,0,4,0,1,0,95122,1700,364,0,351,11,2,136,364,0,0,71,351,0,11,0,2,0,70,136,20691,5,19719,904,68,0,20691,0,1,93286,19719,0,904,0,68,0,0,1700,95122,332,3927,28,1,1,0,0,0,1.14803e+06,8061,75,657,0,0,0,430,3497,28,0,1,0,1,0,0,0,0,0,0,0,124209,1.02382e+06,8061,0,75,0,657,0,0,0,0,0,0,0,
5,11,,3,5,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,57,0,57,0,0,0,57,0,0,0,57,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,43527,0,0,0,0,5060,38467,0,0,1.27251e+07,0,0,0,0,1.46302e+06,1.12621e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,109671,76,3,1,0,80,0,0,412,76,0,3,0,1,0,111761,1886,444,0,427,14,3,204,444,0,0,75,427,0,14,0,3,0,72,204,16639,8,16385,186,68,0,16639,0,3,109671,16385,0,186,0,68,0,0,1886,111761,404,3926,29,0,2,0,0,0,1.14789e+06,8206,0,732,0,0,0,429,3497,29,0,0,0,2,0,0,0,0,0,0,0,124064,1.02382e+06,8206,0,0,0,732,0,0,0,0,0,0,0,
5,12,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,47484,0,0,0,0,5520,41964,0,0,1.38819e+07,0,0,0,0,1.59602e+06,1.22859e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,133339,82,6,1,0,89,0,0,497,82,0,6,0,1,0,136174,2563,533,0,509,20,4,272,533,0,0,85,509,0,20,0,4,0,80,272,24413,13,23668,677,68,0,24413,0,5,133339,23668,0,677,0,68,0,0,2563,136174,484,3925,29,1,2,0,0,0,1.14783e+06,8184,79,732,0,0,0,428,3497,29,0,1,0,2,0,0,0,0,0,0,0,124007,1.02382e+06,8184,0,79,0,732,0,0,0,0,0,0,0,
5,13,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,51441,0,0,0,0,5980,45461,0,0,1.50387e+07,0,0,0,0,1.72903e+06,1.33097e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,152671,70,3,1,0,74,0,0,565,70,0,3,0,1,0,155901,2890,607,0,579,23,5,340,607,0,0,68,579,0,23,0,5,0,67,340,19727,14,19332,327,68,0,19727,0,1,152671,19332,0,327,0,68,0,0,2890,155901,551,3925,29,0,3,0,0,0,1.14783e+06,8184,0,811,0,0,0,428,3497,29,0,0,0,3,0,0,0,0,0,0,0,124007,1.02382e+06,8184,0,0,0,811,0,0,0,0,0,0,0,
5,14,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,55398,0,0,0,0,6440,48958,0,0,1.61956e+07,0,0,0,0,1.86203e+06,1.43335e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,179018,94,4,2,0,100,0,0,659,94,0,4,0,2,0,183023,3529,707,0,673,27,7,476,707,0,0,94,673,0,27,0,7,0,91,476,27122,17,26347,639,136,0,27122,0,3,179018,26347,0,639,0,136,0,0,3529,183023,642,3925,27,1,3,1,0,0,1.14783e+06,7991,160,187,657,0,0,428,3497,27,0,1,0,3,0,1,0,0,0,0,0,124007,1.02382e+06,7991,0,160,0,187,0,657,0,0,0,0,0,
5,15,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,59355,0,0,0,0,6900,52455,0,0,1.73524e+07,0,0,0,0,1.99503e+06,1.53574e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,205182,85,5,8,0,98,0,0,740,85,0,5,0,8,0,211375,4296,805,0,758,32,15,1897,805,0,0,81,758,0,32,0,15,0,80,1897,28352,18,26164,767,1421,0,28352,0,1,205182,26164,0,767,0,1421,0,0,4296,211375,722,3925,23,1,7,1,0,0,1.14783e+06,7142,68,1128,657,0,0,428,3497,23,0,1,0,7,0,1,0,0,0,0,0,124007,1.02382e+06,7142,0,68,0,1128,0,657,0,0,0,0,0,
5,16,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,63312,0,0,0,0,7360,55952,0,0,1.85092e+07,0,0,0,0,2.12803e+06,1.63812e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,225751,81,5,11,0,97,0,0,822,81,0,5,0,11,0,235911,6044,902,2,839,37,26,4116,902,0,2,82,839,0,37,0,26,0,78,4116,24536,20,20569,1748,2219,0,24536,0,2,225751,20569,0,1748,0,2219,0,0,6044,235911,800,3925,19,4,8,1,0,0,1.14783e+06,5711,1431,1196,657,0,0,428,3497,19,0,4,0,8,0,1,0,0,0,0,0,124007,1.02382e+06,5711,0,1431,0,1196,0,657,0,0,0,0,0,
5,17,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,67269,0,0,0,0,7820,59449,0,0,1.9666e+07,0,0,0,0,2.26103e+06,1.7405e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,245881,76,16,11,0,103,0,0,900,76,0,16,0,11,0,264910,12694,1005,3,915,53,37,6335,1005,0,1,78,915,0,53,0,37,0,71,6335,28999,26,20130,6650,2219,0,28999,0,6,245881,20130,0,6650,0,2219,0,0,12694,264910,871,3925,18,1,12,1,0,0,1.14783e+06,5610,101,2627,657,0,0,428,3497,18,0,1,0,12,0,1,0,0,0,0,0,124007,1.02382e+06,5610,0,101,0,2627,0,657,0,0,0,0,0,
5,18,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,71226,0,0,0,0,8280,62946,0,0,2.08229e+07,0,0,0,0,2.39404e+06,1.84288e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,264135,74,9,13,0,96,0,0,977,74,0,9,0,13,0,288895,15718,1101,6,989,62,50,9042,1101,0,3,77,989,0,62,0,50,0,71,9042,23985,29,18254,3024,2707,0,23985,0,3,264135,18254,0,3024,0,2707,0,0,15718,288895,942,3925,15,3,13,1,0,0,1.14783e+06,5157,453,2728,657,0,0,428,3497,15,0,3,0,13,0,1,0,0,0,0,0,124007,1.02382e+06,5157,0,453,0,2728,0,657,0,0,0,0,0,
5,19,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,75183,0,0,0,0,8740,66443,0,0,2.19797e+07,0,0,0,0,2.52704e+06,1.94527e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,284211,86,17,15,0,118,0,0,1067,86,0,17,0,15,0,317562,21019,1219,8,1075,79,65,12332,1219,0,2,90,1075,0,79,0,65,0,80,12332,28667,37,20076,5301,3290,0,28667,0,8,284211,20076,0,5301,0,3290,0,0,21019,317562,1022,3925,13,2,16,1,0,0,1.14783e+06,4159,998,3181,657,0,0,428,3497,13,0,2,0,16,0,1,0,0,0,0,0,124007,1.02382e+06,4159,0,998,0,3181,0,657,0,0,0,0,0,
5,20,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,79140,0,0,0,0,9200,69940,0,0,2.31365e+07,0,0,0,0,2.66004e+06,2.04765e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,307394,89,14,19,0,122,0,0,1166,89,0,14,0,19,0,349510,25663,1341,16,1164,93,84,16453,1341,0,8,99,1164,0,93,0,84,0,82,16453,31948,46,23183,4644,4121,0,31948,0,9,307394,23183,0,4644,0,4121,0,0,25663,349510,1104,3925,10,1,20,1,0,0,1.14783e+06,3575,343,4420,657,0,0,428,3497,10,0,1,0,20,0,1,0,0,0,0,0,124007,1.02382e+06,3575,0,343,0,4420,0,657,0,0,0,0,0,
5,21,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,83097,0,0,0,0,9660,73437,0,0,2.42933e+07,0,0,0,0,2.79304e+06,2.15003e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,328209,73,19,20,0,112,0,0,1251,73,0,19,0,20,0,380013,30742,1453,23,1237,112,104,21062,1453,0,7,85,1237,0,112,0,104,0,69,21062,30503,55,20815,5079,4609,0,30503,0,9,328209,20815,0,5079,0,4609,0,0,30742,380013,1173,3925,9,1,19,3,0,0,1.14783e+06,3424,151,4609,811,0,0,428,3497,9,0,1,0,19,0,3,0,0,0,0,0,124007,1.02382e+06,3424,0,151,0,4609,0,811,0,0,0,0,0,
5,22,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,31,0,0,1,31,0,0,8338,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,657,8338,0,0,657,8338,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,87054,0,0,0,0,10120,76934,0,0,2.54502e+07,0,0,0,0,2.92604e+06,2.25241e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,349417,71,23,22,0,116,0,0,1335,71,0,23,0,22,0,411859,36505,1569,33,1308,135,126,25937,1569,0,10,84,1308,0,135,0,126,0,66,25937,31846,63,21208,5763,4875,0,31846,0,8,349417,21208,0,5763,0,4875,0,0,36505,411859,1239,3925,6,3,20,3,0,0,1.14783e+06,2476,948,4760,811,0,0,428,3497,6,0,3,0,20,0,3,0,0,0,0,0,124007,1.02382e+06,2476,0,948,0,4760,0,811,0,0,0,0,0,
5,23,,3,5,0,1,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,32,,31,1,0,1,32,0,0,8338,31,0,1,0,0,0,1,0,980,0,0,980,0,0,980,0,0,980,0,0,980,0,0,0,0,0,9318,657,8338,980,0,657,9318,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,91011,0,0,0,0,10580,80431,0,0,2.6607e+07,0,0,0,0,3.05905e+06,2.3548e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,369237,71,38,25,0,134,0,0,1425,71,0,38,0,25,0,452074,48765,1703,41,1379,173,151,34072,1703,0,8,90,1379,0,173,0,151,0,67,34072,40215,78,19820,12260,8135,0,40215,0,15,369237,19820,0,12260,0,8135,0,0,48765,452074,1306,3925,3,2,22,5,0,0,1.14783e+06,721,1691,5572,1011,0,0,428,3497,3,0,2,0,22,0,5,0,0,0,0,0,124007,1.02382e+06,721,0,1691,0,5572,0,1011,0,0,0,0,0,
5,24,,3,5,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,33,,32,1,0,1,33,0,0,8695,32,0,1,0,0,0,1,0,357,0,357,0,0,0,357,0,0,980,357,0,0,0,0,0,0,0,9675,657,8695,980,0,657,9675,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,94968,0,0,0,0,11040,83928,0,0,2.77638e+07,0,0,0,0,3.19205e+06,2.45718e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,387189,73,23,21,0,117,0,0,1513,73,0,23,0,21,0,484435,55262,1820,50,1452,196,172,41984,1820,0,9,88,1452,0,196,0,172,0,68,41984,32361,89,17952,6497,7912,0,32361,0,11,387189,17952,0,6497,0,7912,0,0,55262,484435,1374,3924,3,1,21,8,0,0,1.14685e+06,1644,57,6988,1286,0,0,427,3497,3,0,1,0,21,0,8,0,0,0,0,0,123027,1.02382e+06,1644,0,57,0,6988,0,1286,0,0,0,0,0,
