LOG: HEADERS:
Run,Day,outbreakDuration,versionMajor,versionMinor,versionRelease,infnU,firstDetAInf,infnUDir,infnUInd,infnUAir,infnUIni,infnUSwine,infnUCattle,infcAAirCattle,infcADirCattle,infnUDirSwine,infnUDirCattle,infnUIndSwine,infnUIndCattle,infnUAirSwine,infnUAirCattle,infnUIniSwine,infnUIniCattle,infcU,firstDetUInf,infcUDir,infcUInd,infcUAir,infcUIni,infcUSwine,infcUCattle,infcAAirSwine,infcADirSwine,infcUDirSwine,infcUDirCattle,infcUIndSwine,infcUIndCattle,infcUAirSwine,infcUAirCattle,infcUIniSwine,infcUIniCattle,infnA,infcAIniCattle,infnADir,infnAInd,infnAAir,infnAIni,infnASwine,infnACattle,infcAIndCattle,infcAIndSwine,infnADirSwine,infnADirCattle,infnAIndSwine,infnAIndCattle,infnAAirSwine,infnAAirCattle,infnAIniSwine,infnAIniCattle,infcA,infcAIniSwine,infcADir,infcAInd,infcAAir,infcAIni,infcASwine,infcACattle,deswU,deswUSwine,deswUCattle,deswA,deswASwine,deswACattle,deswUMax,deswUMaxDay,deswAMax,deswAMaxDay,deswUTimeMax,deswUTimeAvg,deswUDaysInQueue,deswADaysInQueue,zoneAreaHighRisk,zoneAreaMediumRisk,zonePerimeterHighRisk,zonePerimeterMediumRisk,numSeparateAreasHighRisk,numSeparateAreasMediumRisk,unitsInZoneHighRisk,unitsInZoneMediumRisk,unitsInZoneBackground,unitsInZoneHighRiskSwine,unitsInZoneHighRiskCattle,unitsInZoneMediumRiskSwine,unitsInZoneMediumRiskCattle,unitsInZoneBackgroundSwine,unitsInZoneBackgroundCattle,unitDaysInZoneHighRisk,unitDaysInZoneMediumRisk,unitDaysInZoneBackground,unitDaysInZoneHighRiskSwine,unitDaysInZoneHighRiskCattle,unitDaysInZoneMediumRiskSwine,unitDaysInZoneMediumRiskCattle,unitDaysInZoneBackgroundSwine,unitDaysInZoneBackgroundCattle,animalDaysInZoneHighRisk,animalDaysInZoneMediumRisk,animalDaysInZoneBackground,animalDaysInZoneHighRiskSwine,animalDaysInZoneHighRiskCattle,animalDaysInZoneMediumRiskSwine,animalDaysInZoneMediumRiskCattle,animalDaysInZoneBackgroundSwine,animalDaysInZoneBackgroundCattle,destrOccurred,firstDestruction,desnADirFwdCattle,firstDestructionRing,firstDestructionDirFwd,firstDestructionIndFwd,firstDestructionDirBack,firstDestructionIndBack,firstDestructionDet,descAIndFwdSwine,desnAIndFwdSwine,descARing,firstDestructionSwine,firstDestructionCattle,descARingCattle,descA,firstDestructionRingSwine,firstDestructionRingCattle,firstDestructionDirFwdSwine,firstDestructionDirFwdCattle,firstDestructionIndFwdSwine,firstDestructionIndFwdCattle,firstDestructionDirBackSwine,firstDestructionDirBackCattle,firstDestructionIndBackSwine,firstDestructionIndBackCattle,firstDestructionDetSwine,firstDestructionDetCattle,descARingSwine,desnADirBackSwine,desnAIndFwdCattle,descAIndFwd,descADirFwd,desnADirBackCattle,desnU,descAIniCattle,desnURing,desnUDirFwd,desnUIndFwd,desnUDirBack,desnUIndBack,desnUDet,desnUIni,descAIniSwine,descADetCattle,desnUSwine,desnUCattle,descACattle,descADirBack,desnURingSwine,desnURingCattle,desnUDirFwdSwine,desnUDirFwdCattle,desnUIndFwdSwine,desnUIndFwdCattle,desnUDirBackSwine,desnUDirBackCattle,desnUIndBackSwine,desnUIndBackCattle,desnUDetSwine,desnUDetCattle,desnUIniSwine,desnUIniCattle,descASwine,desnAIniCattle,descADirFwdSwine,desnAIniSwine,descU,descADetSwine,descURing,descUDirFwd,descUIndFwd,descUDirBack,descUIndBack,descUDet,descUIni,descAIndBackCattle,descAIndBackSwine,descUSwine,descUCattle,descADirFwdCattle,desnADetCattle,descURingSwine,descURingCattle,descUDirFwdSwine,descUDirFwdCattle,descUIndFwdSwine,descUIndFwdCattle,descUDirBackSwine,descUDirBackCattle,descUIndBackSwine,descUIndBackCattle,descUDetSwine,descUDetCattle,descUIniSwine,descUIniCattle,descAIni,desnADetSwine,descADet,desnAIndBackCattle,desnA,descADirBackCattle,desnARing,desnADirFwd,desnAIndFwd,desnADirBack,desnAIndBack,desnADet,desnAIni,descADirBackSwine,descAIndFwdCattle,desnASwine,desnACattle,descAIndBack,desnAIndBackSwine,desnARingSwine,desnARingCattle,desnADirFwdSwine,expnU,expcADirSwine,expnUDir,expnUInd,expnUAir,expcAAirCattle,expnUSwine,expnUCattle,expcADirCattle,adqcU,expnUDirSwine,expnUDirCattle,expnUIndSwine,expnUIndCattle,expnUAirSwine,expnUAirCattle,expcASwine,expcAIndSwine,expcU,adqcUAir,expcUDir,expcUInd,expcUAir,expcAAirSwine,expcUSwine,expcUCattle,adqnUAir,adqnU,expcUDirSwine,expcUDirCattle,expcUIndSwine,expcUIndCattle,expcUAirSwine,expcUAirCattle,adqnUDir,expcAAir,expnA,adqcUInd,expnADir,expnAInd,expnAAir,expcAIndCattle,expnASwine,expnACattle,adqnUInd,expcADir,expnADirSwine,expnADirCattle,expnAIndSwine,expnAIndCattle,expnAAirSwine,expnAAirCattle,expcACattle,expcAInd,expcA,adqcUDir,tsdUSusc,tsdULat,tsdUSubc,tsdUClin,tsdUNImm,tsdUVImm,tsdUDest,tsdASusc,tsdALat,tsdASubc,tsdAClin,tsdANImm,tsdAVImm,tsdADest,tsdUSuscSwine,tsdUSuscCattle,tsdULatSwine,tsdULatCattle,tsdUSubcSwine,tsdUSubcCattle,tsdUClinSwine,tsdUClinCattle,tsdUNImmSwine,tsdUNImmCattle,tsdUVImmSwine,tsdUVImmCattle,tsdUDestSwine,tsdUDestCattle,tsdASuscSwine,tsdASuscCattle,tsdALatSwine,tsdALatCattle,tsdASubcSwine,tsdASubcCattle,tsdAClinSwine,tsdAClinCattle,tsdANImmSwine,tsdANImmCattle,tsdAVImmSwine,tsdAVImmCattle,tsdADestSwine,tsdADestCattle,diseaseDuration
5,25,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,32,1,0,1,33,0,0,8695,32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,9675,657,8695,980,0,657,9675,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,98925,0,0,0,0,11500,87425,0,0,2.89206e+07,0,0,0,0,3.32505e+06,2.55956e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,404105,57,24,25,0,106,0,0,1584,57,0,24,0,25,0,516711,61326,1926,58,1509,220,197,51280,1926,0,8,71,1509,0,220,0,197,0,52,51280,32276,100,16916,6064,9296,0,32276,0,11,404105,16916,0,6064,0,9296,0,0,61326,516711,1426,3923,2,2,21,9,0,0,1.14649e+06,1337,664,6993,1338,0,0,426,3497,2,0,2,0,21,0,9,0,0,0,0,0,122670,1.02382e+06,1337,0,664,0,6993,0,1338,0,0,0,0,0,
5,26,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,32,1,0,1,33,0,0,8695,32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,9675,657,8695,980,0,657,9675,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,102882,0,0,0,0,11960,90922,0,0,3.00775e+07,0,0,0,0,3.45805e+06,2.66194e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,427642,77,19,24,0,120,0,0,1678,77,0,19,0,24,0,554076,66025,2046,69,1586,239,221,60409,2046,0,11,94,1586,0,239,0,221,0,75,60409,37365,108,23537,4699,9129,0,37365,0,8,427642,23537,0,4699,0,9129,0,0,66025,554076,1501,3923,2,0,22,10,0,0,1.14649e+06,1337,0,7575,1420,0,0,426,3497,2,0,0,0,22,0,10,0,0,0,0,0,122670,1.02382e+06,1337,0,0,0,7575,0,1420,0,0,0,0,0,
5,27,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,32,1,0,1,33,0,0,8695,32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,9675,657,8695,980,0,657,9675,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,106839,0,0,0,0,12420,94419,0,0,3.12343e+07,0,0,0,0,3.59105e+06,2.76432e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,446908,46,16,23,0,85,0,0,1742,46,0,16,0,23,0,585649,70098,2131,79,1632,255,244,68643,2131,0,10,64,1632,0,255,0,244,0,45,68643,31573,117,19266,4073,8234,0,31573,0,9,446908,19266,0,4073,0,8234,0,0,70098,585649,1546,3923,2,0,19,13,0,0,1.14649e+06,1337,0,6629,2366,0,0,426,3497,2,0,0,0,19,0,13,0,0,0,0,0,122670,1.02382e+06,1337,0,0,0,6629,0,2366,0,0,0,0,0,
5,28,,3,5,0,2,,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,35,,32,3,0,1,35,0,0,8695,32,0,3,0,0,0,1,0,680,0,0,680,0,0,680,0,0,1660,0,0,680,0,0,0,0,0,10355,657,8695,1660,0,657,10355,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,110796,0,0,0,0,12880,97916,0,0,3.23911e+07,0,0,0,0,3.72406e+06,2.86671e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,460289,47,16,18,0,81,0,0,1805,47,0,16,0,18,0,613386,77364,2212,88,1679,271,262,75733,2212,0,9,63,1679,0,271,0,262,0,45,75733,27737,126,13381,7266,7090,0,27737,0,9,460289,13381,0,7266,0,7090,0,0,77364,613386,1591,3923,2,0,15,17,0,0,1.14649e+06,1337,0,5977,3018,0,0,426,3497,2,0,0,0,15,0,17,0,0,0,0,0,122670,1.02382e+06,1337,0,0,0,5977,0,3018,0,0,0,0,0,
5,29,,3,5,0,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,37,,34,3,0,1,37,0,0,9798,34,0,3,0,0,0,1,0,1103,0,1103,0,0,0,1103,0,0,1660,1103,0,0,0,0,0,0,0,11458,657,9798,1660,0,657,11458,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,114753,0,0,0,0,13340,101413,0,0,3.3548e+07,0,0,0,0,3.85706e+06,2.96909e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,478421,52,13,16,0,81,0,0,1866,52,0,13,0,16,0,640597,79909,2293,99,1731,284,278,82267,2293,0,11,61,1731,0,284,0,278,0,45,82267,27211,131,18132,2545,6534,0,27211,0,5,478421,18132,0,2545,0,6534,0,0,79909,640597,1636,3921,4,0,13,19,0,0,1.14581e+06,2017,0,5711,3284,0,0,424,3497,4,0,0,0,13,0,19,0,0,0,0,0,121990,1.02382e+06,2017,0,0,0,5711,0,3284,0,0,0,0,0,
5,30,,3,5,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,38,,35,3,0,1,38,0,0,9949,35,0,3,0,0,0,1,0,151,0,151,0,0,0,151,0,0,1660,151,0,0,0,0,0,0,0,11609,657,9949,1660,0,657,11609,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,118710,0,0,0,0,13800,104910,0,0,3.47048e+07,0,0,0,0,3.99006e+06,3.07147e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,498457,45,8,9,0,62,0,0,1919,45,0,8,0,9,0,666852,82162,2355,105,1776,292,287,86233,2355,0,6,53,1776,0,292,0,287,0,43,86233,26255,135,20036,2253,3966,0,26255,0,4,498457,20036,0,2253,0,3966,0,0,82162,666852,1679,3919,6,0,9,23,0,0,1.14471e+06,3120,0,4157,4838,0,0,422,3497,6,0,0,0,9,0,23,0,0,0,0,0,120887,1.02382e+06,3120,0,0,0,4157,0,4838,0,0,0,0,0,
5,31,,3,5,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,39,,36,3,0,1,39,0,0,10073,36,0,3,0,0,0,1,0,124,0,124,0,0,0,124,0,0,1660,124,0,0,0,0,0,0,0,11733,657,10073,1660,0,657,11733,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,122667,0,0,0,0,14260,108407,0,0,3.58616e+07,0,0,0,0,4.12306e+06,3.17385e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,513811,43,8,9,0,60,0,0,1964,43,0,8,0,9,0,687870,83860,2415,109,1819,300,296,90199,2415,0,4,45,1819,0,300,0,296,0,39,90199,21018,137,15354,1698,3966,0,21018,0,2,513811,15354,0,1698,0,3966,0,0,83860,687870,1718,3918,7,0,8,24,0,0,1.14456e+06,3271,0,3935,5060,0,0,421,3497,7,0,0,0,8,0,24,0,0,0,0,0,120736,1.02382e+06,3271,0,0,0,3935,0,5060,0,0,0,0,0,
5,32,,3,5,0,2,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,41,,38,3,0,1,41,0,0,10442,38,0,3,0,0,0,1,0,369,0,369,0,0,0,369,0,0,1660,369,0,0,0,0,0,0,0,12102,657,10442,1660,0,657,12102,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,126624,0,0,0,0,14720,111904,0,0,3.70184e+07,0,0,0,0,4.25606e+06,3.27624e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,526169,30,9,7,0,46,0,0,1999,30,0,9,0,7,0,706634,86211,2461,114,1849,309,303,94254,2461,0,5,35,1849,0,309,0,303,0,26,94254,18764,141,12358,2351,4055,0,18764,0,4,526169,12358,0,2351,0,4055,0,0,86211,706634,1744,3917,7,0,6,27,0,0,1.14444e+06,3038,0,2769,6583,0,0,420,3497,7,0,0,0,6,0,27,0,0,0,0,0,120612,1.02382e+06,3038,0,0,0,2769,0,6583,0,0,0,0,0,
5,33,,3,5,0,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,45,,42,3,0,1,45,0,0,10718,42,0,3,0,0,0,1,0,276,0,276,0,0,0,276,0,0,1660,276,0,0,0,0,0,0,0,12378,657,10718,1660,0,657,12378,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,130581,0,0,0,0,15180,115401,0,0,3.81753e+07,0,0,0,0,4.38907e+06,3.37862e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,534069,34,2,6,0,42,0,0,2036,34,0,2,0,6,0,718134,86605,2503,118,1883,311,309,97460,2503,0,4,37,1883,0,311,0,309,0,32,97460,11500,142,7900,394,3206,0,11500,0,1,534069,7900,0,394,0,3206,0,0,86605,718134,1776,3915,9,0,5,28,0,0,1.14407e+06,3407,0,1927,7425,0,0,418,3497,9,0,0,0,5,0,28,0,0,0,0,0,120243,1.02382e+06,3407,0,0,0,1927,0,7425,0,0,0,0,0,
5,34,,3,5,0,5,,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,50,,47,3,0,1,50,0,0,11638,47,0,3,0,0,0,1,0,920,0,920,0,0,0,920,0,0,1660,920,0,0,0,0,0,0,0,13298,657,11638,1660,0,657,13298,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,134538,0,0,0,0,15640,118898,0,0,3.93321e+07,0,0,0,0,4.52207e+06,3.481e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,544152,36,2,6,0,44,0,0,2073,36,0,2,0,6,0,731905,87087,2547,121,1919,313,315,100666,2547,0,3,37,1919,0,313,0,315,0,32,100666,13771,144,10083,482,3206,0,13771,0,2,544152,10083,0,482,0,3206,0,0,87087,731905,1808,3911,13,0,4,29,0,0,1.14379e+06,3683,0,1870,7482,0,0,414,3497,13,0,0,0,4,0,29,0,0,0,0,0,119967,1.02382e+06,3683,0,0,0,1870,0,7482,0,0,0,0,0,
5,35,,3,5,0,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,54,,51,3,0,1,54,0,0,13201,51,0,3,0,0,0,1,0,1563,0,1563,0,0,0,1563,0,0,1660,1563,0,0,0,0,0,0,0,14861,657,13201,1660,0,657,14861,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,138495,0,0,0,0,16100,122395,0,0,4.04889e+07,0,0,0,0,4.65507e+06,3.58338e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,561789,56,4,3,0,63,0,0,2126,56,0,4,0,3,0,753608,89736,2610,122,1975,317,318,102083,2610,0,1,53,1975,0,317,0,318,0,49,102083,21703,147,17637,2649,1417,0,21703,0,3,561789,17637,0,2649,0,1417,0,0,89736,753608,1857,3906,17,0,3,31,0,0,1.14287e+06,4324,0,781,8850,0,0,409,3497,17,0,0,0,3,0,31,0,0,0,0,0,119047,1.02382e+06,4324,0,0,0,781,0,8850,0,0,0,0,0,
5,36,,3,5,0,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,58,,55,3,0,1,58,0,0,13682,55,0,3,0,0,0,1,0,481,0,481,0,0,0,481,0,0,1660,481,0,0,0,0,0,0,0,15342,657,13682,1660,0,657,15342,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,142452,0,0,0,0,16560,125892,0,0,4.16457e+07,0,0,0,0,4.78807e+06,3.68577e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,576887,60,2,3,0,65,0,0,2188,60,0,2,0,3,0,770356,89969,2675,124,2035,319,321,103500,2675,0,2,62,2035,0,319,0,321,0,58,103500,16748,149,15098,233,1417,0,16748,0,2,576887,15098,0,233,0,1417,0,0,89969,770356,1915,3902,21,0,3,31,0,0,1.14131e+06,5887,0,781,8850,0,0,405,3497,21,0,0,0,3,0,31,0,0,0,0,0,117484,1.02382e+06,5887,0,0,0,781,0,8850,0,0,0,0,0,
5,37,,3,5,0,4,,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,62,,59,3,0,1,62,0,0,14838,59,0,3,0,0,0,1,0,1156,0,1156,0,0,0,1156,0,0,1660,1156,0,0,0,0,0,0,0,16498,657,14838,1660,0,657,16498,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,146409,0,0,0,0,17020,129389,0,0,4.28026e+07,0,0,0,0,4.92107e+06,3.78815e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,595906,82,1,3,0,86,0,0,2269,82,0,1,0,3,0,790943,90120,2761,125,2117,320,324,104917,2761,0,1,81,2117,0,320,0,324,0,80,104917,20587,149,19019,151,1417,0,20587,0,0,595906,19019,0,151,0,1417,0,0,90120,790943,1995,3898,25,0,3,31,0,0,1.14083e+06,6368,0,781,8850,0,0,401,3497,25,0,0,0,3,0,31,0,0,0,0,0,117003,1.02382e+06,6368,0,0,0,781,0,8850,0,0,0,0,0,
5,38,,3,5,0,3,,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,65,,62,3,0,1,65,0,0,15054,62,0,3,0,0,0,1,0,216,0,216,0,0,0,216,0,0,1660,216,0,0,0,0,0,0,0,16714,657,15054,1660,0,657,16714,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,150366,0,0,0,0,17480,132886,0,0,4.39594e+07,0,0,0,0,5.05408e+06,3.89053e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,614381,79,4,2,0,85,0,0,2349,79,0,4,0,2,0,813418,92783,2846,127,2196,324,326,106254,2846,0,2,80,2196,0,324,0,326,0,75,106254,22475,152,18475,2663,1337,0,22475,0,3,614381,18475,0,2663,0,1337,0,0,92783,813418,2070,3894,28,1,2,32,0,0,1.13967e+06,6544,980,636,8995,0,0,397,3497,28,0,1,0,2,0,32,0,0,0,0,0,115847,1.02382e+06,6544,0,980,0,636,0,8995,0,0,0,0,0,
5,39,,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,62,3,0,1,65,0,0,15054,62,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1660,0,0,0,0,0,0,0,0,16714,657,15054,1660,0,657,16714,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,154323,0,0,0,0,17940,136383,0,0,4.51162e+07,0,0,0,0,5.18708e+06,3.99291e+07,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,630979,84,1,1,0,86,0,0,2430,84,0,1,0,1,0,830730,93140,2932,127,2280,325,327,106611,2932,0,0,81,2280,0,325,0,327,0,81,106611,17312,152,16598,357,357,0,17312,0,0,630979,16598,0,357,0,357,0,0,93140,830730,2151,3891,30,1,2,33,0,0,1.13946e+06,6609,151,1259,9352,0,0,394,3497,30,0,1,0,2,0,33,0,0,0,0,0,115631,1.02382e+06,6609,0,151,0,1259,0,9352,0,0,0,0,0,
