LOG: HEADERS:
Run,Day,outbreakDuration,versionMajor,versionMinor,versionRelease,tsdUSusc,tsdULat,tsdUSubc,tsdUClin,tsdUNImm,tsdUVImm,tsdUDest,tsdASusc,tsdALat,tsdASubc,tsdAClin,tsdANImm,tsdAVImm,tsdADest,tsdUSuscSwine,tsdUSuscCattle,tsdULatSwine,tsdULatCattle,tsdUSubcSwine,tsdUSubcCattle,tsdUClinSwine,tsdUClinCattle,tsdUNImmSwine,tsdUNImmCattle,tsdUVImmSwine,tsdUVImmCattle,tsdUDestSwine,tsdUDestCattle,tsdASuscSwine,tsdASuscCattle,tsdALatSwine,tsdALatCattle,tsdASubcSwine,tsdASubcCattle,tsdAClinSwine,tsdAClinCattle,tsdANImmSwine,tsdANImmCattle,tsdAVImmSwine,tsdAVImmCattle,tsdADestSwine,tsdADestCattle,diseaseDuration,destrOccurred,firstDestruction,desnADirFwdCattle,firstDestructionRing,firstDestructionDirFwd,firstDestructionIndFwd,firstDestructionDirBack,firstDestructionIndBack,firstDestructionDet,descAIndFwdSwine,desnAIndFwdSwine,descARing,firstDestructionSwine,firstDestructionCattle,descARingCattle,descA,firstDestructionRingSwine,firstDestructionRingCattle,firstDestructionDirFwdSwine,firstDestructionDirFwdCattle,firstDestructionIndFwdSwine,firstDestructionIndFwdCattle,firstDestructionDirBackSwine,firstDestructionDirBackCattle,firstDestructionIndBackSwine,firstDestructionIndBackCattle,firstDestructionDetSwine,firstDestructionDetCattle,descARingSwine,desnADirBackSwine,desnAIndFwdCattle,descAIndFwd,descADirFwd,desnADirBackCattle,desnU,descAIniCattle,desnURing,desnUDirFwd,desnUIndFwd,desnUDirBack,desnUIndBack,desnUDet,desnUIni,descAIniSwine,descADetCattle,desnUSwine,desnUCattle,descACattle,descADirBack,desnURingSwine,desnURingCattle,desnUDirFwdSwine,desnUDirFwdCattle,desnUIndFwdSwine,desnUIndFwdCattle,desnUDirBackSwine,desnUDirBackCattle,desnUIndBackSwine,desnUIndBackCattle,desnUDetSwine,desnUDetCattle,desnUIniSwine,desnUIniCattle,descASwine,desnAIniCattle,descADirFwdSwine,desnAIniSwine,descU,descADetSwine,descURing,descUDirFwd,descUIndFwd,descUDirBack,descUIndBack,descUDet,descUIni,descAIndBackCattle,descAIndBackSwine,descUSwine,descUCattle,descADirFwdCattle,desnADetCattle,descURingSwine,descURingCattle,descUDirFwdSwine,descUDirFwdCattle,descUIndFwdSwine,descUIndFwdCattle,descUDirBackSwine,descUDirBackCattle,descUIndBackSwine,descUIndBackCattle,descUDetSwine,descUDetCattle,descUIniSwine,descUIniCattle,descAIni,desnADetSwine,descADet,desnAIndBackCattle,desnA,descADirBackCattle,desnARing,desnADirFwd,desnAIndFwd,desnADirBack,desnAIndBack,desnADet,desnAIni,descADirBackSwine,descAIndFwdCattle,desnASwine,desnACattle,descAIndBack,desnAIndBackSwine,desnARingSwine,desnARingCattle,desnADirFwdSwine,zoneAreaHighRisk,zoneAreaMediumRisk,zonePerimeterHighRisk,zonePerimeterMediumRisk,numSeparateAreasHighRisk,numSeparateAreasMediumRisk,unitsInZoneHighRisk,unitsInZoneMediumRisk,unitsInZoneBackground,unitsInZoneHighRiskSwine,unitsInZoneHighRiskCattle,unitsInZoneMediumRiskSwine,unitsInZoneMediumRiskCattle,unitsInZoneBackgroundSwine,unitsInZoneBackgroundCattle,unitDaysInZoneHighRisk,unitDaysInZoneMediumRisk,unitDaysInZoneBackground,unitDaysInZoneHighRiskSwine,unitDaysInZoneHighRiskCattle,unitDaysInZoneMediumRiskSwine,unitDaysInZoneMediumRiskCattle,unitDaysInZoneBackgroundSwine,unitDaysInZoneBackgroundCattle,animalDaysInZoneHighRisk,animalDaysInZoneMediumRisk,animalDaysInZoneBackground,animalDaysInZoneHighRiskSwine,animalDaysInZoneHighRiskCattle,animalDaysInZoneMediumRiskSwine,animalDaysInZoneMediumRiskCattle,animalDaysInZoneBackgroundSwine,animalDaysInZoneBackgroundCattle,expnU,expcADirSwine,expnUDir,expnUInd,expnUAir,expcAAirCattle,expnUSwine,expnUCattle,expcADirCattle,adqcU,expnUDirSwine,expnUDirCattle,expnUIndSwine,expnUIndCattle,expnUAirSwine,expnUAirCattle,expcASwine,expcAIndSwine,expcU,adqcUAir,expcUDir,expcUInd,expcUAir,expcAAirSwine,expcUSwine,expcUCattle,adqnUAir,adqnU,expcUDirSwine,expcUDirCattle,expcUIndSwine,expcUIndCattle,expcUAirSwine,expcUAirCattle,adqnUDir,expcAAir,expnA,adqcUInd,expnADir,expnAInd,expnAAir,expcAIndCattle,expnASwine,expnACattle,adqnUInd,expcADir,expnADirSwine,expnADirCattle,expnAIndSwine,expnAIndCattle,expnAAirSwine,expnAAirCattle,expcACattle,expcAInd,expcA,adqcUDir,deswU,deswUSwine,deswUCattle,deswA,deswASwine,deswACattle,deswUMax,deswUMaxDay,deswAMax,deswAMaxDay,deswUTimeMax,deswUTimeAvg,deswUDaysInQueue,deswADaysInQueue,infnU,firstDetAInf,infnUDir,infnUInd,infnUAir,infnUIni,infnUSwine,infnUCattle,infcAAirCattle,infcADirCattle,infnUDirSwine,infnUDirCattle,infnUIndSwine,infnUIndCattle,infnUAirSwine,infnUAirCattle,infnUIniSwine,infnUIniCattle,infcU,firstDetUInf,infcUDir,infcUInd,infcUAir,infcUIni,infcUSwine,infcUCattle,infcAAirSwine,infcADirSwine,infcUDirSwine,infcUDirCattle,infcUIndSwine,infcUIndCattle,infcUAirSwine,infcUAirCattle,infcUIniSwine,infcUIniCattle,infnA,infcAIniCattle,infnADir,infnAInd,infnAAir,infnAIni,infnASwine,infnACattle,infcAIndCattle,infcAIndSwine,infnADirSwine,infnADirCattle,infnAIndSwine,infnAIndCattle,infnAAirSwine,infnAAirCattle,infnAIniSwine,infnAIniCattle,infcA,infcAIniSwine,infcADir,infcAInd,infcAAir,infcAIni,infcASwine,infcACattle
3,10,,3,5,0,3952,3,1,1,0,0,0,1.15568e+06,434,52,657,0,0,0,455,3497,3,0,1,0,1,0,0,0,0,0,0,0,131859,1.02382e+06,434,0,52,0,657,0,0,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,39570,0,0,0,0,4600,34970,0,0,1.15683e+07,0,0,0,0,1.33002e+06,1.02382e+07,19,30331,18,1,0,0,19,0,0,127,18,0,1,0,0,0,31801,1470,139,0,129,10,0,0,139,0,0,18,129,0,10,0,0,0,18,0,6138,4,5481,657,0,0,6138,0,0,30331,5481,0,657,0,0,0,0,1470,31801,123,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,4,0,0,1,4,0,0,486,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,657,486,0,0,657,486,0
3,11,,3,5,0,3952,2,1,2,0,0,0,1.15568e+06,241,193,709,0,0,0,455,3497,2,0,1,0,2,0,0,0,0,0,0,0,131859,1.02382e+06,241,0,193,0,709,0,0,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,43527,0,0,0,0,5060,38467,0,0,1.27251e+07,0,0,0,0,1.46302e+06,1.12621e+07,16,34095,15,1,0,0,16,0,0,142,15,0,1,0,0,0,35617,1522,155,0,144,11,0,0,155,0,0,15,144,0,11,0,0,0,14,0,3816,5,3764,52,0,0,3816,0,1,34095,3764,0,52,0,0,0,0,1522,35617,137,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,4,0,0,1,4,0,0,486,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,657,486,0,0,657,486,0
3,12,,3,5,0,3952,2,0,3,0,0,0,1.15568e+06,241,0,902,0,0,0,455,3497,2,0,0,0,3,0,0,0,0,0,0,0,131859,1.02382e+06,241,0,0,0,902,0,0,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,47484,0,0,0,0,5520,41964,0,0,1.38819e+07,0,0,0,0,1.59602e+06,1.22859e+07,23,35921,20,3,0,0,23,0,0,163,20,0,3,0,0,0,39206,3285,178,0,164,14,0,0,178,0,0,21,164,0,14,0,0,0,20,0,3589,6,1826,1763,0,0,3589,0,1,35921,1826,0,1763,0,0,0,0,3285,39206,157,0,0,0,0,0,0,0,,0,,,,0,0,1,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,57,0,57,0,0,0,57,0,0,0,57,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,13,,3,5,0,3951,2,1,3,0,0,0,1.15563e+06,183,115,902,0,0,0,454,3497,2,0,1,0,3,0,0,0,0,0,0,0,131802,1.02382e+06,183,0,115,0,902,0,0,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,51441,0,0,0,0,5980,45461,0,0,1.50387e+07,0,0,0,0,1.72903e+06,1.33097e+07,22,40073,17,5,0,0,22,0,0,181,17,0,5,0,0,0,43974,3901,200,0,181,19,0,0,200,0,0,18,181,0,19,0,0,0,15,0,4768,9,4152,616,0,0,4768,0,3,40073,4152,0,616,0,0,0,0,3901,43974,172,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,14,,3,5,0,3951,2,0,3,1,0,0,1.15563e+06,183,0,360,657,0,0,454,3497,2,0,0,0,3,0,1,0,0,0,0,0,131802,1.02382e+06,183,0,0,0,360,0,657,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,55398,0,0,0,0,6440,48958,0,0,1.61956e+07,0,0,0,0,1.86203e+06,1.43335e+07,14,41947,6,8,0,0,14,0,0,189,6,0,8,0,0,0,49876,7929,214,0,187,27,0,0,214,0,0,8,187,0,27,0,0,0,6,0,5902,11,1874,4028,0,0,5902,0,2,41947,1874,0,4028,0,0,0,0,7929,49876,178,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,15,,3,5,0,3951,2,0,3,1,0,0,1.15563e+06,183,0,360,657,0,0,454,3497,2,0,0,0,3,0,1,0,0,0,0,0,131802,1.02382e+06,183,0,0,0,360,0,657,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,59355,0,0,0,0,6900,52455,0,0,1.73524e+07,0,0,0,0,1.99503e+06,1.53574e+07,20,45705,17,3,0,0,20,0,0,209,17,0,3,0,0,0,54146,8441,234,0,204,30,0,0,234,0,0,20,204,0,30,0,0,0,17,0,4270,14,3758,512,0,0,4270,0,3,45705,3758,0,512,0,0,0,0,8441,54146,195,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,16,,3,5,0,3951,1,1,3,1,0,0,1.15563e+06,57,126,360,657,0,0,454,3497,1,0,1,0,3,0,1,0,0,0,0,0,131802,1.02382e+06,57,0,126,0,360,0,657,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,63312,0,0,0,0,7360,55952,0,0,1.85092e+07,0,0,0,0,2.12803e+06,1.63812e+07,14,48547,10,4,0,0,14,0,0,221,10,0,4,0,0,0,58001,9454,248,0,214,34,0,0,248,0,0,12,214,0,34,0,0,0,9,0,3855,17,2842,1013,0,0,3855,0,3,48547,2842,0,1013,0,0,0,0,9454,58001,204,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,17,,3,5,0,3951,1,0,4,1,0,0,1.15563e+06,57,0,486,657,0,0,454,3497,1,0,0,0,4,0,1,0,0,0,0,0,131802,1.02382e+06,57,0,0,0,486,0,657,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,67269,0,0,0,0,7820,59449,0,0,1.9666e+07,0,0,0,0,2.26103e+06,1.7405e+07,15,50672,13,2,0,0,15,0,0,234,13,0,2,0,0,0,60293,9621,263,0,227,36,0,0,263,0,0,13,227,0,36,0,0,0,13,0,2292,17,2125,167,0,0,2292,0,0,50672,2125,0,167,0,0,0,0,9621,60293,217,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,18,,3,5,0,3951,1,0,4,1,0,0,1.15563e+06,57,0,486,657,0,0,454,3497,1,0,0,0,4,0,1,0,0,0,0,0,131802,1.02382e+06,57,0,0,0,486,0,657,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,71226,0,0,0,0,8280,62946,0,0,2.08229e+07,0,0,0,0,2.39404e+06,1.84288e+07,16,52876,8,8,0,0,16,0,0,246,8,0,8,0,0,0,64699,11823,279,0,235,44,0,0,279,0,0,12,235,0,44,0,0,0,8,0,4406,21,2204,2202,0,0,4406,0,4,52876,2204,0,2202,0,0,0,0,11823,64699,225,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,19,,3,5,0,3951,1,0,4,1,0,0,1.15563e+06,57,0,486,657,0,0,454,3497,1,0,0,0,4,0,1,0,0,0,0,0,131802,1.02382e+06,57,0,0,0,486,0,657,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,75183,0,0,0,0,8740,66443,0,0,2.19797e+07,0,0,0,0,2.52704e+06,1.94527e+07,15,54634,10,5,0,0,15,0,0,260,10,0,5,0,0,0,67674,13040,294,0,245,49,0,0,294,0,0,14,245,0,49,0,0,0,10,0,2975,25,1758,1217,0,0,2975,0,4,54634,1758,0,1217,0,0,0,0,13040,67674,235,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,20,,3,5,0,3951,1,0,3,2,0,0,1.15563e+06,57,0,434,709,0,0,454,3497,1,0,0,0,3,0,2,0,0,0,0,0,131802,1.02382e+06,57,0,0,0,434,0,709,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,79140,0,0,0,0,9200,69940,0,0,2.31365e+07,0,0,0,0,2.66004e+06,2.04765e+07,9,55746,9,0,0,0,9,0,0,269,9,0,0,0,0,0,68786,13040,303,0,254,49,0,0,303,0,0,9,254,0,49,0,0,0,9,0,1112,25,1112,0,0,0,1112,0,0,55746,1112,0,0,0,0,0,0,13040,68786,244,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,21,,3,5,0,3951,1,0,3,2,0,0,1.15563e+06,57,0,434,709,0,0,454,3497,1,0,0,0,3,0,2,0,0,0,0,0,131802,1.02382e+06,57,0,0,0,434,0,709,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,83097,0,0,0,0,9660,73437,0,0,2.42933e+07,0,0,0,0,2.79304e+06,2.15003e+07,13,57236,12,1,0,0,13,0,0,278,12,0,1,0,0,0,70402,13166,316,0,266,50,0,0,316,0,0,9,266,0,50,0,0,0,8,0,1616,26,1490,126,0,0,1616,0,1,57236,1490,0,126,0,0,0,0,13166,70402,252,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,22,,3,5,0,3951,1,0,2,3,0,0,1.15563e+06,57,0,241,902,0,0,454,3497,1,0,0,0,2,0,3,0,0,0,0,0,131802,1.02382e+06,57,0,0,0,241,0,902,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,87054,0,0,0,0,10120,76934,0,0,2.54502e+07,0,0,0,0,2.92604e+06,2.25241e+07,7,57978,5,2,0,0,7,0,0,284,5,0,2,0,0,0,71396,13418,323,0,271,52,0,0,323,0,0,6,271,0,52,0,0,0,5,0,994,27,742,252,0,0,994,0,1,57978,742,0,252,0,0,0,0,13418,71396,257,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,23,,3,5,0,3951,1,0,1,4,0,0,1.15563e+06,57,0,126,1017,0,0,454,3497,1,0,0,0,1,0,4,0,0,0,0,0,131802,1.02382e+06,57,0,0,0,126,0,1017,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,91011,0,0,0,0,10580,80431,0,0,2.6607e+07,0,0,0,0,3.05905e+06,2.3548e+07,6,58712,6,0,0,0,6,0,0,289,6,0,0,0,0,0,72130,13418,329,0,277,52,0,0,329,0,0,5,277,0,52,0,0,0,5,0,734,27,734,0,0,0,734,0,0,58712,734,0,0,0,0,0,0,13418,72130,262,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,24,,3,5,0,3951,1,0,0,5,0,0,1.15563e+06,57,0,0,1143,0,0,454,3497,1,0,0,0,0,0,5,0,0,0,0,0,131802,1.02382e+06,57,0,0,0,0,0,1143,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,94968,0,0,0,0,11040,83928,0,0,2.77638e+07,0,0,0,0,3.19205e+06,2.45718e+07,2,58964,2,0,0,0,2,0,0,291,2,0,0,0,0,0,72382,13418,331,0,279,52,0,0,331,0,0,2,279,0,52,0,0,0,2,0,252,27,252,0,0,0,252,0,0,58964,252,0,0,0,0,0,0,13418,72382,264,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
3,25,,3,5,0,3951,1,0,0,5,0,0,1.15563e+06,57,0,0,1143,0,0,454,3497,1,0,0,0,0,0,5,0,0,0,0,0,131802,1.02382e+06,57,0,0,0,0,0,1143,0,0,0,0,0,,0,,0,,,,,,,0,0,0,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,460,3497,0,0,98925,0,0,0,0,11500,87425,0,0,2.89206e+07,0,0,0,0,3.32505e+06,2.55956e+07,2,59216,2,0,0,0,2,0,0,293,2,0,0,0,0,0,72634,13418,333,0,281,52,0,0,333,0,0,2,281,0,52,0,0,0,2,0,252,27,252,0,0,0,252,0,0,59216,252,0,0,0,0,0,0,13418,72634,266,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,0,0,1,5,0,0,543,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,657,543,0,0,657,543,0
