genmean,gensd,mu
7.167051783527491,1.1348795374349219,487.0207390816332
7.788554599034965,2.610997562104733,458.74151133346464
7.3530129607821735,2.062333871134193,457.9233826543475
7.407787568810014,1.7871851459807093,481.82580603482137
7.43027760368783,1.6127767863231586,483.4172200656893
7.321483778340171,1.2440080560156972,483.6384501763925
7.321483778340171,1.2440080560156972,484.44981545690723
7.611161646589743,3.0238031564457173,450.9530636717772
7.420998782476794,1.4369891301758544,485.8248515628215
7.914573215124885,2.347517892314688,466.27466203324894
8.295152834994827,2.80057588937776,466.2287068870458
8.207257318310772,2.5151858231839976,469.48443830907405
7.123812532672439,1.712234966677918,477.1671866008963
7.539817303461547,1.4885281094881169,487.111745160361
7.476956036113081,1.4069007116470111,485.73077019332436
7.585292083645484,1.2413558339778799,496.01909643506616
7.517591630827261,1.8764435023310784,484.3923312692352
7.43429765394347,1.6830929292710501,484.10318239649183
7.018743692924365,1.4594553077627042,476.77259256350777
7.620265550734038,1.3333012329153244,489.13950966032013
7.811202283473451,1.9128083792630932,488.7880911326719
7.358057365441313,1.6358524631341316,482.8084365144884
7.2864441425432505,1.5348568979951622,481.6985627549209
7.68718022332068,1.3165378107060692,491.06043745709707
7.538564512065098,1.409313176059107,487.451947716472
7.538564512065098,1.409313176059107,487.63015289450004
7.312400041507806,1.313226915146037,483.5839964730917
7.619732645385154,1.4420165752533332,488.19234230253124
6.84191717469046,1.592984414947782,473.4641245811535
7.424701615827771,1.568671652999486,483.9566232385523
7.556111317615183,1.5665808714333191,488.24709211645876
7.313685007411755,1.116399922932813,497.9491668316095
7.050842638525363,1.674982458627137,475.4240248617597
7.077541487076466,1.1005700598829062,485.7411853221421
7.5472339710599625,1.1886573282813455,500.70507925490955
7.5472339710599625,1.1886573282813455,501.5974113332901
7.594565435707805,1.6400891138677818,486.27773389153117
7.21295676285948,1.4012431020493605,480.9389544022239
6.971044978242839,1.1435207088108033,477.53453400665427
7.188492696613344,1.7066380596519557,476.83273848524834
8.147388715247404,2.0128694709305988,494.60603711539903
8.053852941572805,2.2930525208897987,468.99262100097826
7.162358617563801,1.439216002704163,479.4889543981877
7.531984464283721,1.1830019235812415,500.5920254368555
9.091518547098325,3.682764161660157,469.38600100250306
7.781403022257202,1.0756627651796034,520.9565553203632
7.398615602100979,1.3764041221002439,484.66797584133076
6.686277052355064,2.042243870082464,443.25831005234073
7.37718754668447,1.3040010968626288,485.992904156233
7.353150943527045,1.4229433468264254,484.9655315516556
7.402666809930106,1.237085722007763,486.72887166187746
7.315208915959639,1.5557471284035742,482.4887992023134
7.346165494086585,1.2516838314380698,484.9743937851076
7.53193260941408,1.1485426561030212,501.494245726816
7.64148125724364,2.589528575995036,456.97413762440164
7.614199986891685,1.401690616114529,490.33208267969746
7.334931905862669,1.2966340400884697,483.53475785117945
7.230220525999103,1.126532288768911,490.1135042928302
7.469103888475506,1.6086372216297615,484.40364546972546
7.217492395182956,1.4590634536024563,480.1829494190857
7.39598624892078,1.6009991279148665,482.801118797115
7.553412891023629,1.2463677064084315,495.7037613505485
7.346871983833923,1.474975576953258,482.5803977773766
9.656875425978402,4.3349157924289425,471.38759003974303
10.105624895112959,3.3777686733477688,490.70940572260923
6.2532670103426495,1.345522757709636,462.0850327993264
7.508354344377351,2.524297190047924,453.99365714369975
7.092973451661329,0.9665761893825003,493.64813698124874
6.69733742159,2.36427516855498,439.1505382654803
7.580369148224254,2.204797400333789,461.2130063691843
8.242067401415596,3.0218078251924134,463.7258236213733
9.002179349935734,2.4515107115519688,505.70647963381964
8.266452102963594,3.2760461547085886,459.48578409292077
9.384641065231582,3.7009879185633094,475.501605433567
10.250323620295386,4.934303034628903,473.51427848800415
8.709257498854193,2.6631650838588277,474.9443789689044
7.785735867262592,2.532644735332571,460.375049681365
9.422083057601006,3.022260790664229,484.39743476796747
8.51897669571111,2.9934709332081817,467.15605959670205
9.495906318695145,3.3911358554880016,480.8845361468932
10.339294485885992,4.185025235273578,484.49846695664905
10.419751598737264,3.680768302311005,492.05944104833685
8.84854952668111,2.8299890578889313,476.8026673453878
6.717861777097929,1.576747868912316,469.1930375126528
7.467897597811715,1.3210147651348405,487.88572171913904
6.9340857138460095,1.1532850467174802,475.68183604019816
7.794133405049602,1.5444306174925306,491.7470251692056
6.934059024562806,1.459849360224642,474.80221191005063
6.952375829867203,1.3241486449073996,477.4370956386608
7.268099597153221,1.2172260706602303,484.36534685512623
7.01991677618315,1.0528625357343941,485.78612660939325
7.351829045194918,1.1270750079558258,498.36776663645554
7.351829045194918,1.1270750079558258,497.47264293214766
7.351829045194918,1.1270750079558258,498.59126055649836
7.351829045194918,1.1270750079558258,497.56793279536987
7.825364562811834,1.3697406681787598,493.37331898352295
7.501044151617978,1.6838842143558295,484.589887420635
7.4396158214349395,1.3644744519160426,485.19773166400074
7.468921531875866,1.4088567764405688,485.63715049751727
7.574924030118973,1.6585645030231249,486.0803239473229
7.6743410021215155,1.2857172768219,497.1580797341242
6.87358504132884,1.6142772886983991,471.9256025163718
7.601322079526034,1.864583229840579,485.16577348110815
7.281406699757277,1.5609484691710394,482.61309219483104
7.399498619138124,2.007491681977037,460.53439194673325
7.532843254603018,1.6508834648085706,485.19611358635836
7.361391537236763,1.2388927538762164,486.98546790215
6.887217294680986,1.2859919413394305,474.96509343937544
7.876841599467904,1.5079581734413583,492.4157121884379
7.1381579318928035,1.9682644572805497,455.5330214755656
7.643911351477697,1.7515041820212698,487.0195335068568
8.023043734660211,3.086979690752601,458.4546690773793
7.179379556421378,1.8901675956683757,457.62429359452693
6.791859343891285,1.159656402344332,473.1414146467939
7.041362872466546,1.5579340261162247,475.45099818732217
7.551876678168491,1.3936993648634528,487.8768668878726
7.499079850285412,2.3263136885250364,457.43921221222485
7.6825802658445665,1.7524492515850536,488.34379767530623
7.160811426919197,1.6361397947455703,478.7756913216036
7.324680381632094,1.5354208453974394,482.3699570352999
7.64631790818018,1.4960854187521464,490.112074881683
7.089279076505747,1.7889397702736782,476.37275633917824
7.089279076505747,1.7889397702736782,475.8293364374964
7.392459755558591,1.3062996354856888,485.59923674874864
7.3396203603787695,1.8706022968482965,480.9822250885374
7.296001452897943,1.1880628907767825,488.78433356958976
7.611141293702242,1.5063952251354602,488.6992623643513
7.166056592355152,1.6338307702916874,479.3395832647481
7.1416472949371395,1.212210370151432,481.0713876234047
7.468487588625432,1.5837372744609748,483.7124357837104
7.340322050177946,1.5953825957436725,483.2238399388346
7.241069115179384,1.1724433385521889,487.7741807537355
7.241069115179384,1.1724433385521889,488.6486994776358
7.221265226452984,1.3859440277984778,481.6927968156979
7.1377486079891295,1.408800064045119,480.5933400867185
7.142902772796991,1.4520732941716472,480.0471845020191
7.194838697746102,1.6413793466596716,478.7114276966295
7.970124149510916,1.7233659575207962,492.88610752686895
6.944804508713923,1.4656274779746212,474.42480625312936
7.582726244932428,1.537947141393605,487.9934039797122
7.255111557014078,1.973766432771405,457.66890292118256
7.53861842272769,1.5641329865375166,485.2006605199482
7.049068836777293,1.092136369204085,485.5534247764855
7.269711549008849,1.164938309536605,489.8803220849586
7.269711549008849,1.164938309536605,490.0945184965554
8.081604841984804,2.1360882726733466,491.8381864701079
7.268888954992603,1.3677121825236418,481.1324512589348
7.268302470522451,1.6216569787366015,481.0579135825402
7.716382600942382,1.8835870418581702,487.003313428768
7.867891810588701,3.318458059402895,451.714136400418
7.009131122266871,1.8054195050382567,453.52157340485525
8.101623025336789,1.8471047452315867,494.9468786949213
6.764189418292143,1.5796644325990574,472.1042965636406
7.61034331972687,1.4907853781612326,488.2419740946089
7.595623079009343,1.871788427174825,484.40757904611166
7.204799407277434,1.439540990676521,480.3738909763259
7.3873756416647876,1.8574014990913252,481.4987810761028
6.933504079111148,1.101567056947661,478.06328333195523
7.885302740185489,1.6149310005259816,491.9873159618083
8.796261171715601,2.6699258976774507,476.6631183646126
6.631788344603821,1.35233083057765,468.45031512268906
7.087491438755224,1.2898681860247607,479.23508918851803
6.7599356111350515,1.213671358859269,471.967493519666
7.2939859786473695,1.36626597678676,482.63006556663765
7.529731181816272,1.9905001993026359,463.0286085858151
7.347781057158449,1.1059744859252476,499.380822612908
7.517389802667397,2.7806518061444097,452.1895541365702
7.17518495363029,1.4007153612366705,479.9171069885189
7.515499454017494,1.3650527442501,486.8000380066547
6.870074894711648,1.5217583150239686,472.77114021895227
7.272319232145707,1.1854336285690983,485.25216966179624
7.272319232145707,1.1854336285690983,483.6804031356831
7.291232972511095,1.0731357765215748,497.9320974377319
7.291232972511095,1.0731357765215748,496.334845068167
