genmean,gensd,mu
7.167051783527491,1.1348795374349219,480.9252169073947
7.788554599034965,2.610997562104733,453.21881559830473
7.3530129607821735,2.062333871134193,452.25882997885276
7.407787568810014,1.7871851459807093,473.78770113637455
7.43027760368783,1.6127767863231586,476.7417626777616
7.321483778340171,1.2440080560156972,477.92444826019283
7.321483778340171,1.2440080560156972,476.36256806240624
7.611161646589743,3.0238031564457173,444.4966179879016
7.420998782476794,1.4369891301758544,479.00602045698315
7.914573215124885,2.347517892314688,458.5392789323148
8.295152834994827,2.80057588937776,461.1820291366704
8.207257318310772,2.5151858231839976,462.3406837263303
7.123812532672439,1.712234966677918,468.9726182095993
7.539817303461547,1.4885281094881169,480.4144139102
7.476956036113081,1.4069007116470111,478.31073024310587
7.585292083645484,1.2413558339778799,487.00810271088704
7.517591630827261,1.8764435023310784,474.5913457837125
7.43429765394347,1.6830929292710501,476.2133650940666
7.018743692924365,1.4594553077627042,468.8595464357081
7.620265550734038,1.3333012329153244,482.1042560589751
7.811202283473451,1.9128083792630932,481.40638198882993
7.358057365441313,1.6358524631341316,474.4091984906663
7.2864441425432505,1.5348568979951622,474.544740903369
7.68718022332068,1.3165378107060692,483.95242393210987
7.538564512065098,1.409313176059107,480.4594303805978
7.538564512065098,1.409313176059107,480.0785992789986
7.312400041507806,1.313226915146037,476.22427902437175
7.619732645385154,1.4420165752533332,481.68873721917146
6.84191717469046,1.592984414947782,465.36792039092677
7.424701615827771,1.568671652999486,477.8145875862573
7.556111317615183,1.5665808714333191,479.6618916959888
7.313685007411755,1.116399922932813,489.2426264513795
7.050842638525363,1.674982458627137,467.955994282483
7.077541487076466,1.1005700598829062,478.6993179018489
7.5472339710599625,1.1886573282813455,493.2943726492221
7.5472339710599625,1.1886573282813455,492.38784064506086
7.594565435707805,1.6400891138677818,479.1209014892525
7.21295676285948,1.4012431020493605,473.7802767450256
6.971044978242839,1.1435207088108033,469.14043941282637
7.188492696613344,1.7066380596519557,470.9976179808779
8.147388715247404,2.0128694709305988,485.9293647508154
8.053852941572805,2.2930525208897987,462.5262724988752
7.162358617563801,1.439216002704163,473.19116907013364
7.531984464283721,1.1830019235812415,492.7365397776649
9.091518547098325,3.682764161660157,464.2945455683813
7.781403022257202,1.0756627651796034,511.41601293917057
7.398615602100979,1.3764041221002439,478.1778093860604
6.686277052355064,2.042243870082464,436.7451546372861
7.37718754668447,1.3040010968626288,476.9963705618484
7.353150943527045,1.4229433468264254,475.8766902781739
7.402666809930106,1.237085722007763,477.65512376096564
7.315208915959639,1.5557471284035742,474.4768891345974
7.346165494086585,1.2516838314380698,476.9692324952904
7.53193260941408,1.1485426561030212,492.2262232082471
7.64148125724364,2.589528575995036,449.8406060565783
7.614199986891685,1.401690616114529,481.6444035635197
7.334931905862669,1.2966340400884697,475.75816453288456
7.230220525999103,1.126532288768911,481.32802293361243
7.469103888475506,1.6086372216297615,478.0771313172615
7.217492395182956,1.4590634536024563,472.9831802580167
7.39598624892078,1.6009991279148665,476.2467845638069
7.553412891023629,1.2463677064084315,486.94267047770563
7.346871983833923,1.474975576953258,476.4013433143203
9.656875425978402,4.3349157924289425,465.89402843330987
10.105624895112959,3.3777686733477688,485.4635872502768
6.2532670103426495,1.345522757709636,454.5085188666894
7.508354344377351,2.524297190047924,448.45515690056374
